,season,week,pollster,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,2014,1,elton-alexander,wisconsin,arizona,kentucky,louisville,kansas,duke,north-carolina,florida,wichita-state,iowa-state,gonzaga,villanova,virginia,connecticut,michigan-state,texas,oklahoma,vcu,syracuse,san-diego-state,harvard,cincinnati,georgetown,michigan,louisiana-tech
1,2014,2,elton-alexander,kentucky,arizona,wisconsin,duke,kansas,north-carolina,florida,louisville,virginia,texas,wichita-state,villanova,gonzaga,iowa-state,vcu,san-diego-state,connecticut,michigan-state,oklahoma,ohio-state,nebraska,southern-methodist,syracuse,michigan,utah
2,2014,3,elton-alexander,kentucky,arizona,wisconsin,duke,north-carolina,louisville,virginia,texas,wichita-state,gonzaga,villanova,kansas,iowa-state,vcu,san-diego-state,ohio-state,miami,florida,michigan,west-virginia,arkansas,creighton,connecticut,michigan-state,syracuse
3,2014,4,elton-alexander,kentucky,wisconsin,arizona,duke,louisville,texas,virginia,wichita-state,gonzaga,kansas,north-carolina,villanova,ohio-state,miami,san-diego-state,iowa-state,west-virginia,northern-iowa,oklahoma-state,vcu,arkansas,florida,michigan,michigan-state,connecticut
4,2014,5,elton-alexander,kentucky,arizona,duke,wisconsin,louisville,virginia,villanova,kansas,texas,gonzaga,iowa-state,oklahoma,butler,ohio-state,west-virginia,north-carolina,wichita-state,utah,northern-iowa,san-diego-state,miami,michigan,michigan-state,maryland,arkansas
5,2014,6,elton-alexander,kentucky,duke,arizona,louisville,wisconsin,virginia,villanova,texas,gonzaga,kansas,wichita-state,ohio-state,iowa-state,oklahoma,utah,washington,butler,san-diego-state,maryland,miami,west-virginia,st.-john's,notre-dame,north-carolina,northern-iowa
6,2014,7,elton-alexander,kentucky,duke,arizona,louisville,wisconsin,virginia,villanova,gonzaga,texas,kansas,wichita-state,iowa-state,washington,maryland,ohio-state,utah,oklahoma,st.-john's,notre-dame,west-virginia,miami,san-diego-state,north-carolina,colorado-state,davidson
7,2014,8,elton-alexander,kentucky,duke,virginia,wisconsin,louisville,arizona,villanova,gonzaga,iowa-state,utah,maryland,texas,kansas,notre-dame,wichita-state,st.-john's,west-virginia,oklahoma,washington,north-carolina,ohio-state,baylor,northern-iowa,colorado-state,davidson
8,2014,9,elton-alexander,kentucky,duke,virginia,wisconsin,louisville,gonzaga,arizona,utah,texas,villanova,maryland,kansas,notre-dame,iowa-state,wichita-state,west-virginia,oklahoma,north-carolina,lsu,arkansas,st.-john's,ohio-state,seton-hall,baylor,vcu
9,2014,10,elton-alexander,kentucky,virginia,gonzaga,villanova,duke,utah,louisville,wisconsin,kansas,arizona,wichita-state,iowa-state,vcu,maryland,north-carolina,arkansas,texas,notre-dame,oklahoma,west-virginia,seton-hall,dayton,wyoming,baylor,davidson
10,2014,11,elton-alexander,kentucky,virginia,gonzaga,villanova,duke,louisville,wisconsin,arizona,notre-dame,utah,wichita-state,iowa-state,kansas,maryland,north-carolina,texas,vcu,west-virginia,northern-iowa,oklahoma,indiana,dayton,baylor,san-diego-state,louisiana-tech
11,2014,12,elton-alexander,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,notre-dame,louisville,kansas,utah,iowa-state,wichita-state,north-carolina,vcu,maryland,west-virginia,northern-iowa,baylor,texas,georgetown,miami,wyoming,dayton,indiana
12,2014,13,elton-alexander,kentucky,gonzaga,wisconsin,duke,virginia,arizona,villanova,kansas,louisville,notre-dame,iowa-state,west-virginia,northern-iowa,utah,wichita-state,north-carolina,vcu,maryland,oklahoma,butler,baylor,texas-a&m,ohio-state,indiana,tulsa
13,2014,14,elton-alexander,kentucky,gonzaga,virginia,duke,wisconsin,villanova,arizona,utah,louisville,kansas,northern-iowa,notre-dame,iowa-state,north-carolina,wichita-state,baylor,oklahoma,butler,maryland,rhode-island,vcu,murray-state,southern-methodist,harvard,ohio-state
14,2014,15,elton-alexander,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,notre-dame,utah,louisville,northern-iowa,wichita-state,north-carolina,maryland,iowa-state,arkansas,southern-methodist,baylor,oklahoma,butler,vcu,oklahoma-state,west-virginia,ohio-state
15,2014,16,elton-alexander,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,notre-dame,northern-iowa,kansas,utah,wichita-state,iowa-state,louisville,maryland,oklahoma,north-carolina,arkansas,baylor,southern-methodist,west-virginia,vcu,michigan-state,murray-state,valparaiso
16,2014,17,elton-alexander,kentucky,virginia,duke,villanova,arizona,gonzaga,wisconsin,wichita-state,maryland,kansas,oklahoma,louisville,notre-dame,northern-iowa,baylor,utah,north-carolina,arkansas,iowa-state,butler,west-virginia,southern-methodist,dayton,murray-state,valparaiso
17,2014,18,elton-alexander,kentucky,duke,villanova,arizona,virginia,wisconsin,gonzaga,maryland,northern-iowa,notre-dame,wichita-state,kansas,iowa-state,utah,baylor,oklahoma,louisville,arkansas,north-carolina,west-virginia,southern-methodist,butler,ohio-state,davidson,georgetown
18,2014,19,elton-alexander,kentucky,duke,villanova,arizona,virginia,wisconsin,gonzaga,maryland,northern-iowa,notre-dame,wichita-state,kansas,iowa-state,utah,baylor,oklahoma,louisville,arkansas,north-carolina,west-virginia,southern-methodist,butler,ohio-state,davidson,georgetown
19,2014,1,tyson-alger,kentucky,arizona,duke,wisconsin,kansas,north-carolina,florida,virginia,wichita-state,texas,villanova,louisville,gonzaga,iowa-state,vcu,san-diego-state,michigan-state,oklahoma,ohio-state,nebraska,connecticut,michigan,syracuse,harvard,pittsburgh
20,2014,2,tyson-alger,kentucky,duke,arizona,wisconsin,kansas,north-carolina,florida,virginia,wichita-state,gonzaga,texas,louisville,villanova,iowa-state,vcu,san-diego-state,michigan-state,oklahoma,ohio-state,nebraska,connecticut,michigan,syracuse,pittsburgh,utah
21,2014,3,tyson-alger,kentucky,duke,arizona,wisconsin,north-carolina,wichita-state,gonzaga,virginia,texas,louisville,kansas,villanova,iowa-state,vcu,san-diego-state,miami,ohio-state,michigan-state,florida,michigan,west-virginia,oklahoma,georgetown,providence,stanford
22,2014,4,tyson-alger,kentucky,duke,arizona,wisconsin,wichita-state,gonzaga,virginia,texas,louisville,kansas,villanova,san-diego-state,miami,ohio-state,north-carolina,michigan-state,arkansas,west-virginia,oklahoma,butler,michigan,georgetown,providence,illinois,syracuse
23,2014,5,tyson-alger,kentucky,duke,arizona,wisconsin,gonzaga,virginia,louisville,texas,villanova,kansas,ohio-state,utah,oklahoma,wichita-state,maryland,west-virginia,washington,baylor,st.-john's,north-carolina,miami,georgetown,butler,illinois,tcu
24,2014,6,tyson-alger,kentucky,duke,arizona,wisconsin,gonzaga,virginia,louisville,kansas,villanova,texas,ohio-state,utah,oklahoma,wichita-state,iowa-state,maryland,washington,baylor,st.-john's,miami,notre-dame,georgetown,north-carolina,tcu,san-diego-state
25,2014,7,tyson-alger,kentucky,duke,arizona,wisconsin,gonzaga,virginia,louisville,kansas,villanova,texas,utah,wichita-state,iowa-state,washington,maryland,oklahoma,st.-john's,north-carolina,baylor,notre-dame,georgetown,ohio-state,tcu,colorado-state,northern-iowa
26,2014,8,tyson-alger,kentucky,duke,wisconsin,virginia,gonzaga,louisville,arizona,villanova,utah,iowa-state,maryland,texas,kansas,oklahoma,st.-john's,wichita-state,north-carolina,baylor,notre-dame,georgetown,ohio-state,colorado-state,washington,tcu,northern-iowa
27,2014,9,tyson-alger,kentucky,duke,wisconsin,virginia,gonzaga,louisville,arizona,utah,maryland,villanova,texas,kansas,oklahoma,iowa-state,wichita-state,north-carolina,notre-dame,west-virginia,baylor,seton-hall,vcu,iowa,ohio-state,butler,st.-john's
28,2014,10,tyson-alger,kentucky,virginia,duke,gonzaga,villanova,wisconsin,utah,louisville,kansas,iowa-state,arizona,north-carolina,notre-dame,maryland,wichita-state,oklahoma,west-virginia,baylor,vcu,seton-hall,arkansas,oklahoma-state,northern-iowa,michigan-state,texas
29,2014,11,tyson-alger,kentucky,virginia,gonzaga,villanova,duke,wisconsin,iowa-state,arizona,kansas,north-carolina,louisville,utah,notre-dame,maryland,wichita-state,west-virginia,vcu,oklahoma,texas,baylor,northern-iowa,oklahoma-state,georgia,dayton,southern-methodist
30,2014,12,tyson-alger,kentucky,virginia,gonzaga,duke,wisconsin,arizona,kansas,villanova,north-carolina,louisville,utah,notre-dame,wichita-state,iowa-state,west-virginia,vcu,maryland,baylor,northern-iowa,texas,georgetown,oklahoma,georgia,butler,southern-methodist
31,2014,13,tyson-alger,kentucky,virginia,duke,gonzaga,wisconsin,arizona,kansas,villanova,louisville,notre-dame,north-carolina,northern-iowa,utah,iowa-state,wichita-state,west-virginia,baylor,vcu,texas,oklahoma,ohio-state,butler,maryland,southern-methodist,georgetown
32,2014,14,tyson-alger,kentucky,virginia,duke,gonzaga,wisconsin,villanova,kansas,arizona,louisville,notre-dame,northern-iowa,north-carolina,utah,wichita-state,iowa-state,baylor,oklahoma,butler,oklahoma-state,vcu,ohio-state,maryland,southern-methodist,providence,west-virginia
33,2014,15,tyson-alger,kentucky,virginia,duke,gonzaga,wisconsin,villanova,arizona,kansas,notre-dame,utah,louisville,northern-iowa,wichita-state,iowa-state,north-carolina,maryland,butler,oklahoma,baylor,arkansas,oklahoma-state,southern-methodist,texas,vcu,providence
34,2014,16,tyson-alger,kentucky,virginia,duke,gonzaga,wisconsin,villanova,arizona,notre-dame,kansas,northern-iowa,wichita-state,utah,iowa-state,north-carolina,maryland,louisville,oklahoma,baylor,arkansas,west-virginia,southern-methodist,vcu,providence,oklahoma-state,san-diego-state
35,2014,17,tyson-alger,kentucky,virginia,duke,villanova,arizona,wisconsin,gonzaga,kansas,wichita-state,maryland,northern-iowa,notre-dame,louisville,baylor,utah,oklahoma,north-carolina,iowa-state,arkansas,butler,west-virginia,southern-methodist,providence,ohio-state,georgetown
36,2014,18,tyson-alger,kentucky,virginia,duke,villanova,arizona,wisconsin,gonzaga,maryland,kansas,northern-iowa,notre-dame,wichita-state,louisville,baylor,iowa-state,oklahoma,west-virginia,north-carolina,utah,butler,arkansas,southern-methodist,providence,georgetown,ohio-state
37,2014,19,tyson-alger,kentucky,virginia,villanova,arizona,wisconsin,duke,gonzaga,notre-dame,iowa-state,northern-iowa,kansas,maryland,wichita-state,baylor,north-carolina,west-virginia,louisville,oklahoma,arkansas,butler,southern-methodist,providence,georgetown,utah,michigan-state
38,2014,1,jim-benson,kentucky,wisconsin,arizona,duke,kansas,louisville,virginia,north-carolina,wichita-state,texas,florida,iowa-state,oklahoma,gonzaga,michigan-state,vcu,villanova,nebraska,connecticut,utah,southern-methodist,syracuse,george-washington,san-diego-state,harvard
39,2014,2,jim-benson,kentucky,wisconsin,arizona,duke,louisville,kansas,virginia,north-carolina,wichita-state,texas,florida,iowa-state,oklahoma,gonzaga,vcu,nebraska,villanova,michigan-state,connecticut,utah,southern-methodist,syracuse,george-washington,san-diego-state,ohio-state
40,2014,3,jim-benson,kentucky,wisconsin,duke,arizona,louisville,north-carolina,virginia,texas,wichita-state,gonzaga,iowa-state,vcu,kansas,villanova,michigan-state,san-diego-state,ohio-state,miami,west-virginia,florida,utah,oklahoma,syracuse,connecticut,providence
41,2014,4,jim-benson,kentucky,wisconsin,duke,arizona,texas,virginia,louisville,wichita-state,gonzaga,villanova,kansas,north-carolina,ohio-state,miami,san-diego-state,west-virginia,michigan-state,michigan,arkansas,iowa-state,utah,oklahoma,syracuse,providence,illinois
42,2014,5,jim-benson,kentucky,duke,arizona,virginia,louisville,wisconsin,villanova,texas,gonzaga,wichita-state,kansas,iowa-state,ohio-state,utah,washington,butler,miami,oklahoma,west-virginia,north-carolina,st.-john's,san-diego-state,seton-hall,northern-iowa,colorado-state
43,2014,6,jim-benson,kentucky,duke,arizona,virginia,louisville,wisconsin,villanova,texas,gonzaga,kansas,wichita-state,iowa-state,ohio-state,washington,utah,miami,oklahoma,west-virginia,st.-john's,san-diego-state,notre-dame,colorado-state,maryland,butler,northern-iowa
44,2014,7,jim-benson,kentucky,duke,arizona,virginia,louisville,wisconsin,villanova,texas,gonzaga,kansas,wichita-state,iowa-state,washington,utah,west-virginia,st.-john's,notre-dame,maryland,colorado-state,northern-iowa,oklahoma,north-carolina,california,ohio-state,tcu
45,2014,8,jim-benson,kentucky,duke,virginia,wisconsin,villanova,louisville,arizona,gonzaga,iowa-state,texas,st.-john's,kansas,utah,west-virginia,wichita-state,notre-dame,maryland,washington,colorado-state,northern-iowa,oklahoma,north-carolina,ohio-state,baylor,georgetown
46,2014,9,jim-benson,kentucky,duke,virginia,wisconsin,louisville,arizona,gonzaga,texas,villanova,kansas,utah,west-virginia,notre-dame,maryland,wichita-state,iowa-state,oklahoma,north-carolina,seton-hall,colorado-state,northern-iowa,george-washington,ohio-state,stanford,vcu
47,2014,10,jim-benson,kentucky,virginia,duke,louisville,gonzaga,villanova,wisconsin,kansas,arizona,utah,notre-dame,iowa-state,wichita-state,north-carolina,west-virginia,maryland,vcu,northern-iowa,seton-hall,oklahoma,texas,arkansas,michigan-state,wyoming,dayton
48,2014,11,jim-benson,kentucky,virginia,gonzaga,villanova,duke,wisconsin,arizona,louisville,iowa-state,kansas,notre-dame,utah,wichita-state,north-carolina,maryland,vcu,west-virginia,northern-iowa,texas,dayton,miami,seton-hall,oklahoma,san-diego-state,indiana
49,2014,12,jim-benson,kentucky,virginia,gonzaga,duke,arizona,wisconsin,kansas,louisville,notre-dame,villanova,utah,wichita-state,north-carolina,iowa-state,vcu,west-virginia,northern-iowa,texas,maryland,miami,dayton,baylor,georgetown,indiana,southern-methodist
50,2014,13,jim-benson,kentucky,gonzaga,virginia,duke,arizona,wisconsin,kansas,louisville,villanova,notre-dame,iowa-state,utah,north-carolina,west-virginia,northern-iowa,wichita-state,vcu,southern-methodist,oklahoma,baylor,ohio-state,maryland,georgetown,dayton,butler
51,2014,14,jim-benson,kentucky,gonzaga,virginia,duke,wisconsin,villanova,arizona,kansas,louisville,notre-dame,utah,iowa-state,north-carolina,northern-iowa,wichita-state,baylor,oklahoma,butler,southern-methodist,west-virginia,ohio-state,vcu,arkansas,maryland,murray-state
52,2014,15,jim-benson,kentucky,gonzaga,virginia,duke,wisconsin,villanova,arizona,kansas,utah,notre-dame,louisville,northern-iowa,wichita-state,iowa-state,southern-methodist,north-carolina,butler,oklahoma,west-virginia,arkansas,maryland,vcu,oklahoma-state,ohio-state,murray-state
53,2014,16,jim-benson,kentucky,gonzaga,virginia,duke,wisconsin,villanova,arizona,kansas,notre-dame,northern-iowa,wichita-state,iowa-state,utah,southern-methodist,louisville,north-carolina,oklahoma,west-virginia,arkansas,maryland,vcu,baylor,butler,michigan-state,murray-state
54,2014,17,jim-benson,kentucky,virginia,duke,villanova,arizona,wisconsin,gonzaga,wichita-state,kansas,northern-iowa,notre-dame,maryland,oklahoma,utah,louisville,southern-methodist,baylor,west-virginia,iowa-state,butler,north-carolina,arkansas,murray-state,dayton,providence
55,2014,18,jim-benson,kentucky,duke,villanova,virginia,arizona,wisconsin,gonzaga,notre-dame,northern-iowa,maryland,kansas,wichita-state,southern-methodist,iowa-state,oklahoma,utah,louisville,west-virginia,baylor,north-carolina,butler,arkansas,boise-state,georgetown,davidson
56,2014,19,jim-benson,kentucky,villanova,wisconsin,duke,arizona,virginia,notre-dame,gonzaga,northern-iowa,kansas,maryland,iowa-state,wichita-state,southern-methodist,oklahoma,north-carolina,utah,louisville,west-virginia,baylor,arkansas,michigan-state,vcu,butler,stephen-f.-austin
57,2014,1,mark-berman,kentucky,wisconsin,texas,arizona,virginia,duke,wichita-state,kansas,villanova,gonzaga,oklahoma,louisville,north-carolina,san-diego-state,nebraska,vcu,florida,harvard,iowa-state,colorado,southern-methodist,stanford,kansas-state,michigan-state,stephen-f.-austin
58,2014,2,mark-berman,kentucky,wisconsin,texas,arizona,virginia,duke,wichita-state,louisville,kansas,villanova,gonzaga,oklahoma,north-carolina,san-diego-state,nebraska,vcu,florida,iowa-state,colorado,southern-methodist,stanford,kansas-state,michigan-state,utah,stephen-f.-austin
59,2014,3,mark-berman,kentucky,wisconsin,duke,texas,arizona,virginia,wichita-state,louisville,gonzaga,villanova,north-carolina,san-diego-state,vcu,iowa-state,kansas,miami,west-virginia,michigan,providence,ohio-state,creighton,stanford,michigan-state,ucla,xavier
60,2014,4,mark-berman,kentucky,wisconsin,duke,texas,arizona,virginia,wichita-state,louisville,gonzaga,villanova,kansas,san-diego-state,miami,west-virginia,ohio-state,oklahoma,butler,michigan,north-carolina,providence,michigan-state,georgetown,maryland,wyoming,illinois
61,2014,5,mark-berman,kentucky,duke,arizona,wisconsin,virginia,louisville,gonzaga,texas,villanova,kansas,washington,utah,wichita-state,san-diego-state,ohio-state,oklahoma,butler,st.-john's,miami,georgetown,maryland,notre-dame,iowa-state,illinois,iowa
62,2014,6,mark-berman,kentucky,duke,arizona,wisconsin,virginia,louisville,gonzaga,villanova,texas,kansas,washington,utah,wichita-state,san-diego-state,ohio-state,oklahoma,maryland,iowa-state,st.-john's,miami,notre-dame,georgetown,colorado-state,old-dominion,butler
63,2014,7,mark-berman,kentucky,duke,arizona,virginia,wisconsin,louisville,gonzaga,villanova,texas,kansas,washington,utah,wichita-state,maryland,iowa-state,st.-john's,oklahoma,notre-dame,georgetown,north-carolina,colorado-state,old-dominion,vcu,northern-iowa,west-virginia
64,2014,8,mark-berman,kentucky,duke,virginia,wisconsin,louisville,gonzaga,villanova,arizona,utah,maryland,iowa-state,st.-john's,texas,kansas,oklahoma,georgetown,notre-dame,north-carolina,wichita-state,washington,colorado-state,old-dominion,vcu,northern-iowa,west-virginia
65,2014,9,mark-berman,kentucky,duke,virginia,wisconsin,louisville,gonzaga,arizona,villanova,utah,maryland,texas,oklahoma,kansas,west-virginia,notre-dame,north-carolina,wichita-state,seton-hall,old-dominion,vcu,iowa-state,butler,iowa,stanford,george-washington
66,2014,10,mark-berman,kentucky,virginia,duke,gonzaga,villanova,louisville,kansas,utah,wisconsin,notre-dame,north-carolina,maryland,iowa-state,arizona,wichita-state,vcu,oklahoma,west-virginia,seton-hall,texas,wyoming,arkansas,northern-iowa,providence,butler
67,2014,11,mark-berman,kentucky,virginia,gonzaga,villanova,wisconsin,arizona,notre-dame,duke,maryland,iowa-state,kansas,north-carolina,utah,wichita-state,vcu,louisville,texas,west-virginia,oklahoma,northern-iowa,dayton,baylor,san-diego-state,georgetown,butler
68,2014,12,mark-berman,kentucky,virginia,gonzaga,wisconsin,arizona,notre-dame,duke,kansas,villanova,north-carolina,utah,wichita-state,vcu,maryland,louisville,iowa-state,georgetown,texas,west-virginia,baylor,northern-iowa,oklahoma,butler,indiana,miami
69,2014,13,mark-berman,kentucky,virginia,gonzaga,duke,wisconsin,arizona,kansas,notre-dame,villanova,louisville,north-carolina,iowa-state,west-virginia,utah,northern-iowa,wichita-state,vcu,maryland,baylor,oklahoma,butler,ohio-state,texas,georgetown,southern-methodist
70,2014,14,mark-berman,kentucky,virginia,duke,gonzaga,wisconsin,villanova,kansas,louisville,arizona,notre-dame,north-carolina,iowa-state,utah,northern-iowa,baylor,wichita-state,oklahoma,butler,oklahoma-state,vcu,iowa,providence,ohio-state,stephen-f.-austin,murray-state
71,2014,15,mark-berman,kentucky,virginia,duke,villanova,gonzaga,wisconsin,kansas,arizona,notre-dame,utah,northern-iowa,wichita-state,iowa-state,louisville,north-carolina,maryland,oklahoma,butler,arkansas,oklahoma-state,baylor,southern-methodist,providence,san-diego-state,murray-state
72,2014,16,mark-berman,kentucky,virginia,duke,villanova,gonzaga,wisconsin,arizona,kansas,notre-dame,northern-iowa,iowa-state,wichita-state,utah,oklahoma,north-carolina,maryland,baylor,arkansas,west-virginia,louisville,southern-methodist,providence,san-diego-state,butler,georgetown
73,2014,17,mark-berman,kentucky,virginia,duke,villanova,arizona,wisconsin,gonzaga,kansas,wichita-state,northern-iowa,maryland,oklahoma,baylor,utah,notre-dame,iowa-state,louisville,arkansas,west-virginia,north-carolina,butler,providence,ohio-state,boise-state,murray-state
74,2014,18,mark-berman,kentucky,duke,virginia,villanova,arizona,wisconsin,gonzaga,kansas,northern-iowa,notre-dame,maryland,oklahoma,iowa-state,wichita-state,baylor,louisville,west-virginia,georgetown,utah,butler,north-carolina,davidson,boise-state,providence,southern-methodist
75,2014,19,mark-berman,kentucky,villanova,arizona,wisconsin,duke,virginia,gonzaga,notre-dame,iowa-state,kansas,northern-iowa,maryland,north-carolina,oklahoma,baylor,wichita-state,louisville,southern-methodist,west-virginia,georgetown,michigan-state,butler,vcu,providence,xavier
76,2014,1,john-bohnenkamp,kentucky,arizona,wisconsin,duke,north-carolina,kansas,virginia,louisville,florida,texas,wichita-state,villanova,iowa-state,gonzaga,connecticut,san-diego-state,michigan-state,oklahoma,vcu,utah,nebraska,ohio-state,syracuse,southern-methodist,stanford
77,2014,2,john-bohnenkamp,kentucky,arizona,wisconsin,duke,north-carolina,kansas,virginia,louisville,florida,texas,wichita-state,villanova,iowa-state,gonzaga,connecticut,san-diego-state,michigan-state,oklahoma,vcu,utah,nebraska,ohio-state,syracuse,southern-methodist,stanford
78,2014,3,john-bohnenkamp,kentucky,arizona,wisconsin,duke,north-carolina,virginia,louisville,kansas,texas,wichita-state,villanova,iowa-state,gonzaga,san-diego-state,miami,vcu,florida,ohio-state,michigan,michigan-state,ucla,west-virginia,providence,arkansas,connecticut
79,2014,4,john-bohnenkamp,kentucky,wisconsin,arizona,duke,virginia,louisville,texas,kansas,villanova,wichita-state,gonzaga,north-carolina,miami,ohio-state,san-diego-state,arkansas,west-virginia,maryland,michigan,michigan-state,butler,iowa-state,illinois,northern-iowa,providence
80,2014,5,john-bohnenkamp,kentucky,duke,arizona,wisconsin,virginia,louisville,villanova,kansas,texas,gonzaga,utah,wichita-state,st.-john's,ohio-state,butler,washington,oklahoma,maryland,iowa-state,georgetown,notre-dame,san-diego-state,miami,northern-iowa,illinois
81,2014,6,john-bohnenkamp,kentucky,duke,arizona,wisconsin,virginia,louisville,villanova,kansas,texas,gonzaga,utah,wichita-state,iowa-state,st.-john's,ohio-state,maryland,oklahoma,washington,notre-dame,san-diego-state,miami,butler,colorado-state,vcu,northern-iowa
82,2014,7,john-bohnenkamp,kentucky,duke,arizona,wisconsin,virginia,louisville,villanova,kansas,texas,gonzaga,utah,wichita-state,iowa-state,st.-john's,maryland,washington,notre-dame,north-carolina,ohio-state,oklahoma,colorado-state,vcu,northern-iowa,georgetown,baylor
83,2014,8,john-bohnenkamp,kentucky,duke,virginia,wisconsin,villanova,gonzaga,louisville,arizona,utah,maryland,iowa-state,texas,st.-john's,kansas,wichita-state,oklahoma,notre-dame,north-carolina,ohio-state,colorado-state,washington,vcu,northern-iowa,georgetown,baylor
84,2014,9,john-bohnenkamp,kentucky,duke,virginia,wisconsin,gonzaga,louisville,arizona,utah,villanova,maryland,texas,oklahoma,kansas,iowa-state,wichita-state,notre-dame,north-carolina,west-virginia,seton-hall,vcu,baylor,butler,northern-iowa,iowa,ohio-state
85,2014,10,john-bohnenkamp,kentucky,virginia,duke,gonzaga,villanova,wisconsin,utah,louisville,kansas,iowa-state,arizona,wichita-state,notre-dame,north-carolina,maryland,vcu,west-virginia,oklahoma,texas,northern-iowa,baylor,michigan-state,oklahoma-state,seton-hall,arkansas
86,2014,11,john-bohnenkamp,kentucky,virginia,gonzaga,villanova,duke,wisconsin,arizona,iowa-state,kansas,utah,notre-dame,wichita-state,north-carolina,maryland,louisville,vcu,texas,west-virginia,oklahoma,northern-iowa,baylor,iowa,oklahoma-state,dayton,indiana
87,2014,12,john-bohnenkamp,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,utah,notre-dame,wichita-state,north-carolina,louisville,iowa-state,maryland,vcu,west-virginia,baylor,northern-iowa,georgetown,texas,butler,miami,oklahoma,indiana
88,2014,13,john-bohnenkamp,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,louisville,notre-dame,iowa-state,north-carolina,northern-iowa,utah,west-virginia,wichita-state,oklahoma,ohio-state,maryland,butler,baylor,vcu,southern-methodist,georgetown,seton-hall
89,2014,14,john-bohnenkamp,kentucky,virginia,gonzaga,duke,wisconsin,villanova,kansas,louisville,arizona,notre-dame,iowa-state,north-carolina,northern-iowa,utah,wichita-state,oklahoma,baylor,butler,ohio-state,maryland,oklahoma-state,arkansas,providence,vcu,murray-state
90,2014,15,john-bohnenkamp,kentucky,virginia,gonzaga,duke,wisconsin,villanova,kansas,arizona,notre-dame,northern-iowa,utah,louisville,iowa-state,north-carolina,wichita-state,maryland,oklahoma,arkansas,texas,ohio-state,baylor,butler,oklahoma-state,southern-methodist,murray-state
91,2014,16,john-bohnenkamp,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,notre-dame,iowa-state,northern-iowa,north-carolina,wichita-state,maryland,louisville,oklahoma,utah,arkansas,west-virginia,baylor,southern-methodist,vcu,butler,san-diego-state,murray-state
92,2014,17,john-bohnenkamp,kentucky,virginia,duke,villanova,arizona,wisconsin,gonzaga,maryland,kansas,wichita-state,northern-iowa,louisville,notre-dame,oklahoma,baylor,iowa-state,north-carolina,utah,west-virginia,butler,arkansas,ohio-state,southern-methodist,murray-state,boise-state
93,2014,18,john-bohnenkamp,kentucky,virginia,duke,villanova,arizona,wisconsin,gonzaga,maryland,northern-iowa,kansas,notre-dame,louisville,iowa-state,baylor,oklahoma,wichita-state,west-virginia,north-carolina,southern-methodist,georgetown,butler,utah,ohio-state,arkansas,boise-state
94,2014,19,john-bohnenkamp,kentucky,wisconsin,villanova,arizona,duke,virginia,gonzaga,iowa-state,notre-dame,northern-iowa,kansas,north-carolina,maryland,oklahoma,wichita-state,baylor,southern-methodist,louisville,vcu,west-virginia,butler,utah,arkansas,michigan-state,stephen-f.-austin
95,2014,1,dave-borges,wisconsin,kentucky,arizona,duke,kansas,north-carolina,louisville,texas,wichita-state,iowa-state,villanova,connecticut,florida,gonzaga,virginia,southern-methodist,san-diego-state,michigan-state,vcu,michigan,harvard,ohio-state,stanford,syracuse,memphis
96,2014,2,dave-borges,wisconsin,kentucky,arizona,duke,kansas,north-carolina,louisville,texas,wichita-state,iowa-state,villanova,connecticut,florida,gonzaga,virginia,southern-methodist,san-diego-state,michigan-state,vcu,michigan,oklahoma,ohio-state,stanford,syracuse,memphis
97,2014,3,dave-borges,wisconsin,kentucky,arizona,duke,wichita-state,north-carolina,louisville,texas,iowa-state,gonzaga,villanova,kansas,virginia,san-diego-state,vcu,michigan,miami,florida,michigan-state,ohio-state,oklahoma,west-virginia,connecticut,creighton,providence
98,2014,4,dave-borges,wisconsin,kentucky,arizona,duke,wichita-state,louisville,texas,gonzaga,villanova,north-carolina,kansas,virginia,iowa-state,san-diego-state,miami,michigan,ohio-state,west-virginia,arkansas,michigan-state,oklahoma,maryland,oklahoma-state,butler,creighton
99,2014,5,dave-borges,kentucky,duke,arizona,louisville,wisconsin,wichita-state,villanova,texas,gonzaga,virginia,kansas,iowa-state,oklahoma,san-diego-state,butler,north-carolina,ohio-state,miami,utah,west-virginia,maryland,michigan,notre-dame,tcu,st.-john's
100,2014,6,dave-borges,kentucky,duke,arizona,louisville,wisconsin,villanova,wichita-state,texas,gonzaga,virginia,kansas,iowa-state,oklahoma,ohio-state,san-diego-state,butler,miami,utah,west-virginia,maryland,notre-dame,tcu,st.-john's,washington,north-carolina
101,2014,7,dave-borges,kentucky,duke,arizona,louisville,wisconsin,villanova,virginia,texas,gonzaga,wichita-state,kansas,iowa-state,utah,west-virginia,ohio-state,maryland,notre-dame,tcu,st.-john's,washington,oklahoma,san-diego-state,north-carolina,northern-iowa,old-dominion
