,season,week,pollster,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
5044,2018,10,john-bednarowski,duke,tennessee,virginia,michigan,gonzaga,michigan-state,auburn,kansas,nevada,florida-state,north-carolina,texas-tech,virginia-tech,mississippi-state,buffalo,ohio-state,kentucky,indiana,iowa-state,houston,north-carolina-state,tcu,marquette,iowa,villanova
5045,2018,11,john-bednarowski,duke,tennessee,virginia,michigan,gonzaga,michigan-state,kansas,nevada,florida-state,texas-tech,auburn,virginia-tech,buffalo,kentucky,marquette,north-carolina,iowa,villanova,mississippi-state,north-carolina-state,houston,oklahoma,indiana,maryland,arizona
5046,2018,12,john-bednarowski,tennessee,duke,virginia,michigan,gonzaga,michigan-state,nevada,kansas,kentucky,buffalo,marquette,auburn,virginia-tech,north-carolina,iowa,villanova,mississippi-state,florida-state,texas-tech,north-carolina-state,houston,maryland,louisville,iowa-state,kansas-state
5047,2018,13,john-bednarowski,tennessee,duke,virginia,michigan,gonzaga,nevada,kentucky,marquette,north-carolina,villanova,michigan-state,kansas,buffalo,virginia-tech,houston,mississippi-state,texas-tech,louisville,north-carolina-state,iowa-state,lsu,maryland,iowa,purdue,hofstra
5048,2018,14,john-bednarowski,tennessee,duke,virginia,gonzaga,nevada,kentucky,marquette,michigan,north-carolina,villanova,virginia-tech,michigan-state,kansas,houston,mississippi-state,texas-tech,louisville,iowa-state,lsu,purdue,wisconsin,iowa,buffalo,florida-state,cincinnati
5049,2018,15,john-bednarowski,tennessee,duke,gonzaga,virginia,nevada,kentucky,michigan,marquette,north-carolina,michigan-state,houston,villanova,kansas,texas-tech,lsu,virginia-tech,purdue,louisville,iowa-state,iowa,florida-state,buffalo,wisconsin,kansas-state,cincinnati
5050,2018,16,john-bednarowski,duke,tennessee,gonzaga,virginia,kentucky,nevada,marquette,north-carolina,michigan-state,michigan,houston,kansas,texas-tech,villanova,lsu,virginia-tech,louisville,purdue,iowa-state,iowa,florida-state,buffalo,wisconsin,cincinnati,maryland
5051,2018,17,john-bednarowski,gonzaga,duke,virginia,kentucky,north-carolina,nevada,tennessee,michigan-state,houston,marquette,michigan,texas-tech,lsu,purdue,virginia-tech,kansas-state,buffalo,maryland,wisconsin,kansas,cincinnati,iowa,florida-state,villanova,wofford
5052,2018,18,john-bednarowski,gonzaga,virginia,north-carolina,tennessee,duke,kentucky,michigan-state,michigan,texas-tech,lsu,houston,purdue,virginia-tech,nevada,kansas,marquette,buffalo,cincinnati,florida-state,wisconsin,kansas-state,villanova,wofford,utah-state,new-mexico-state
5053,2018,19,john-bednarowski,duke,michigan-state,gonzaga,virginia,north-carolina,tennessee,michigan,kentucky,houston,florida-state,buffalo,texas-tech,lsu,nevada,kansas,virginia-tech,purdue,wofford,auburn,cincinnati,kansas-state,murray-state,villanova,wisconsin,utah-state
5054,2018,1,mark-berman,kansas,nevada,gonzaga,kentucky,virginia,north-carolina,duke,kansas-state,tennessee,loyola,villanova,michigan-state,virginia-tech,syracuse,clemson,auburn,mississippi-state,west-virginia,oregon,washington,florida-state,tcu,ucla,michigan,buffalo
5055,2018,2,mark-berman,duke,kansas,nevada,gonzaga,virginia,north-carolina,auburn,kansas-state,tennessee,villanova,florida-state,buffalo,michigan-state,kentucky,virginia-tech,syracuse,clemson,mississippi-state,oregon,tcu,ucla,michigan,lsu,marquette,furman
5056,2018,3,mark-berman,duke,kansas,nevada,gonzaga,virginia,north-carolina,auburn,virginia-tech,michigan,kansas-state,tennessee,florida-state,buffalo,michigan-state,furman,kentucky,clemson,mississippi-state,iowa,tcu,ucla,lsu,ohio-state,wisconsin,purdue
5057,2018,4,mark-berman,gonzaga,kansas,duke,nevada,virginia,michigan-state,auburn,virginia-tech,michigan,tennessee,kansas-state,texas,north-carolina,buffalo,furman,kentucky,iowa,ohio-state,texas-tech,villanova,florida-state,arizona-state,purdue,wisconsin,maryland
5058,2018,5,mark-berman,gonzaga,kansas,duke,nevada,virginia,michigan,auburn,tennessee,buffalo,kentucky,texas-tech,wisconsin,michigan-state,furman,virginia-tech,villanova,florida-state,arizona-state,kansas-state,nebraska,syracuse,ohio-state,marquette,radford,maryland
5059,2018,6,mark-berman,kansas,tennessee,gonzaga,duke,nevada,virginia,michigan,auburn,buffalo,michigan-state,texas-tech,furman,virginia-tech,villanova,florida-state,marquette,wisconsin,arizona-state,syracuse,ohio-state,north-carolina,iowa,indiana,mississippi-state,nebraska
5060,2018,7,mark-berman,kansas,tennessee,duke,michigan,nevada,virginia,gonzaga,auburn,buffalo,michigan-state,texas-tech,furman,virginia-tech,north-carolina,florida-state,marquette,wisconsin,arizona-state,mississippi-state,ohio-state,iowa,indiana,nebraska,houston,oklahoma
5061,2018,8,mark-berman,tennessee,duke,virginia,michigan,nevada,kansas,gonzaga,michigan-state,texas-tech,florida-state,virginia-tech,marquette,wisconsin,north-carolina-state,arizona-state,auburn,kentucky,north-carolina,mississippi-state,indiana,buffalo,ohio-state,iowa,nebraska,houston
5062,2018,9,mark-berman,tennessee,duke,virginia,michigan,nevada,kansas,gonzaga,michigan-state,texas-tech,florida-state,virginia-tech,marquette,kentucky,north-carolina-state,auburn,north-carolina,mississippi-state,indiana,buffalo,ohio-state,houston,wisconsin,iowa,nebraska,oklahoma
5063,2018,10,mark-berman,tennessee,duke,virginia,michigan,michigan-state,gonzaga,kansas,texas-tech,virginia-tech,nevada,florida-state,north-carolina-state,north-carolina,auburn,houston,mississippi-state,st.-john's,indiana,marquette,buffalo,kentucky,ohio-state,iowa,iowa-state,oklahoma
5064,2018,11,mark-berman,tennessee,duke,virginia,michigan,michigan-state,gonzaga,kansas,texas-tech,virginia-tech,nevada,florida-state,marquette,buffalo,kentucky,north-carolina,north-carolina-state,ole-miss,villanova,maryland,iowa,indiana,houston,oklahoma,auburn,purdue
5065,2018,12,mark-berman,tennessee,gonzaga,duke,virginia,michigan-state,michigan,kentucky,nevada,virginia-tech,kansas,marquette,buffalo,north-carolina,maryland,villanova,iowa,iowa-state,texas-tech,houston,louisville,purdue,lsu,ole-miss,auburn,nebraska
5066,2018,13,mark-berman,tennessee,gonzaga,duke,virginia,michigan-state,michigan,kentucky,nevada,north-carolina,kansas,marquette,louisville,virginia-tech,villanova,houston,purdue,iowa-state,buffalo,lsu,texas-tech,maryland,wisconsin,mississippi-state,wofford,hofstra
5067,2018,14,mark-berman,tennessee,gonzaga,duke,virginia,kentucky,nevada,michigan,north-carolina,michigan-state,marquette,virginia-tech,villanova,houston,kansas,louisville,purdue,iowa-state,wisconsin,iowa,texas-tech,wofford,maryland,cincinnati,baylor,lipscomb
5068,2018,15,mark-berman,duke,tennessee,gonzaga,virginia,kentucky,michigan,nevada,north-carolina,houston,marquette,purdue,villanova,michigan-state,kansas-state,louisville,kansas,texas-tech,wisconsin,iowa,wofford,florida-state,maryland,lsu,cincinnati,lipscomb
5069,2018,16,mark-berman,duke,gonzaga,virginia,kentucky,tennessee,nevada,michigan,north-carolina,houston,marquette,michigan-state,lsu,kansas,texas-tech,purdue,louisville,iowa-state,kansas-state,wofford,wisconsin,florida-state,maryland,iowa,villanova,cincinnati
5070,2018,17,mark-berman,gonzaga,duke,virginia,kentucky,north-carolina,michigan-state,houston,marquette,tennessee,michigan,texas-tech,lsu,purdue,kansas-state,nevada,kansas,wofford,wisconsin,maryland,cincinnati,florida-state,louisville,iowa,virginia-tech,buffalo
5071,2018,18,mark-berman,gonzaga,virginia,north-carolina,duke,tennessee,kentucky,michigan,texas-tech,lsu,purdue,michigan-state,houston,kansas,virginia-tech,kansas-state,wofford,marquette,florida-state,cincinnati,buffalo,wisconsin,nevada,villanova,vcu,ucf
5072,2018,19,mark-berman,duke,michigan-state,north-carolina,virginia,gonzaga,florida-state,tennessee,kentucky,michigan,lsu,texas-tech,auburn,houston,wofford,virginia-tech,buffalo,cincinnati,iowa-state,wisconsin,kansas-state,purdue,kansas,villanova,utah-state,nevada
5073,2018,1,john-bohnenkamp,kentucky,kansas,duke,virginia,gonzaga,tennessee,nevada,north-carolina,auburn,michigan-state,kansas-state,oregon,mississippi-state,villanova,virginia-tech,west-virginia,clemson,florida-state,syracuse,lsu,ucla,michigan,tcu,loyola,florida
5074,2018,2,john-bohnenkamp,duke,kansas,virginia,gonzaga,tennessee,nevada,north-carolina,auburn,kentucky,kansas-state,oregon,villanova,michigan-state,mississippi-state,virginia-tech,florida-state,clemson,syracuse,lsu,ucla,michigan,tcu,purdue,nebraska,buffalo
5075,2018,3,john-bohnenkamp,duke,kansas,virginia,gonzaga,tennessee,nevada,north-carolina,michigan,auburn,kentucky,kansas-state,virginia-tech,michigan-state,mississippi-state,florida-state,clemson,lsu,ucla,tcu,iowa,oregon,nebraska,ohio-state,purdue,buffalo
5076,2018,4,john-bohnenkamp,kansas,gonzaga,duke,virginia,nevada,tennessee,michigan,kentucky,michigan-state,auburn,kansas-state,texas,north-carolina,virginia-tech,texas-tech,iowa,oregon,ohio-state,purdue,maryland,florida-state,wisconsin,arizona-state,creighton,buffalo
5077,2018,5,john-bohnenkamp,kansas,gonzaga,duke,virginia,michigan,nevada,tennessee,kentucky,auburn,michigan-state,texas-tech,florida-state,north-carolina,ohio-state,wisconsin,kansas-state,virginia-tech,arizona-state,iowa,nebraska,maryland,purdue,buffalo,creighton,mississippi-state
5078,2018,6,john-bohnenkamp,kansas,duke,virginia,tennessee,gonzaga,michigan,nevada,michigan-state,auburn,texas-tech,florida-state,north-carolina,ohio-state,virginia-tech,wisconsin,buffalo,mississippi-state,houston,oklahoma,maryland,iowa,cincinnati,arizona-state,marquette,furman
5079,2018,7,john-bohnenkamp,kansas,duke,virginia,tennessee,michigan,nevada,michigan-state,north-carolina,gonzaga,auburn,texas-tech,florida-state,ohio-state,virginia-tech,wisconsin,buffalo,mississippi-state,houston,oklahoma,maryland,iowa,arizona-state,marquette,furman,indiana
5080,2018,8,john-bohnenkamp,duke,virginia,tennessee,michigan,nevada,kansas,michigan-state,gonzaga,florida-state,ohio-state,texas-tech,virginia-tech,wisconsin,north-carolina-state,auburn,north-carolina,mississippi-state,arizona-state,kentucky,houston,iowa,oklahoma,marquette,indiana,nebraska
5081,2018,9,john-bohnenkamp,duke,virginia,tennessee,michigan,nevada,kansas,michigan-state,gonzaga,florida-state,ohio-state,texas-tech,virginia-tech,north-carolina-state,auburn,north-carolina,kentucky,mississippi-state,houston,wisconsin,oklahoma,iowa,marquette,arizona-state,indiana,nebraska
5082,2018,10,john-bohnenkamp,duke,virginia,tennessee,michigan,gonzaga,michigan-state,texas-tech,kansas,virginia-tech,north-carolina-state,north-carolina,auburn,ohio-state,nevada,houston,florida-state,mississippi-state,st.-john's,iowa-state,oklahoma,marquette,buffalo,kentucky,indiana,tcu
5083,2018,11,john-bohnenkamp,duke,virginia,tennessee,michigan,gonzaga,michigan-state,texas-tech,kansas,virginia-tech,nevada,florida-state,north-carolina-state,ole-miss,auburn,north-carolina,kentucky,maryland,marquette,oklahoma,buffalo,houston,villanova,iowa,louisville,indiana
5084,2018,12,john-bohnenkamp,tennessee,duke,virginia,michigan,gonzaga,michigan-state,nevada,kentucky,kansas,north-carolina,virginia-tech,maryland,marquette,texas-tech,auburn,buffalo,houston,ole-miss,villanova,iowa,louisville,iowa-state,mississippi-state,north-carolina-state,lsu
5085,2018,13,john-bohnenkamp,tennessee,duke,virginia,michigan,gonzaga,michigan-state,nevada,kentucky,north-carolina,kansas,marquette,virginia-tech,houston,texas-tech,villanova,louisville,iowa-state,lsu,buffalo,maryland,purdue,florida-state,mississippi-state,north-carolina-state,kansas-state
5086,2018,14,john-bohnenkamp,tennessee,duke,virginia,gonzaga,nevada,kentucky,michigan,michigan-state,north-carolina,marquette,kansas,virginia-tech,houston,villanova,purdue,iowa-state,texas-tech,iowa,louisville,florida-state,wisconsin,cincinnati,lsu,maryland,mississippi-state
5087,2018,15,john-bohnenkamp,tennessee,duke,gonzaga,virginia,nevada,kentucky,michigan,north-carolina,michigan-state,houston,marquette,kansas,purdue,villanova,texas-tech,iowa,florida-state,louisville,maryland,iowa-state,wisconsin,virginia-tech,lsu,kansas-state,buffalo
5088,2018,16,john-bohnenkamp,duke,gonzaga,virginia,kentucky,tennessee,nevada,michigan,michigan-state,north-carolina,houston,marquette,kansas,texas-tech,lsu,purdue,iowa,florida-state,villanova,iowa-state,louisville,maryland,virginia-tech,buffalo,wisconsin,kansas-state
5089,2018,17,john-bohnenkamp,gonzaga,duke,virginia,kentucky,michigan-state,north-carolina,tennessee,michigan,houston,marquette,texas-tech,lsu,nevada,kansas,purdue,maryland,wisconsin,iowa,florida-state,buffalo,kansas-state,villanova,virginia-tech,iowa-state,wofford
5090,2018,18,john-bohnenkamp,gonzaga,virginia,north-carolina,duke,tennessee,kentucky,michigan,texas-tech,michigan-state,lsu,kansas,purdue,houston,marquette,florida-state,virginia-tech,maryland,nevada,buffalo,wisconsin,kansas-state,villanova,cincinnati,wofford,mississippi-state
5091,2018,19,john-bohnenkamp,duke,virginia,north-carolina,michigan-state,gonzaga,kentucky,tennessee,michigan,lsu,houston,texas-tech,florida-state,purdue,buffalo,auburn,kansas,virginia-tech,cincinnati,nevada,kansas-state,iowa-state,villanova,wofford,wisconsin,utah-state
5092,2018,1,dave-borges,kansas,virginia,kentucky,gonzaga,duke,nevada,kansas-state,north-carolina,syracuse,auburn,michigan-state,tennessee,villanova,florida-state,oregon,indiana,west-virginia,purdue,washington,notre-dame,michigan,virginia-tech,lsu,providence,ucf
5093,2018,2,dave-borges,duke,kansas,virginia,gonzaga,nevada,kentucky,kansas-state,north-carolina,syracuse,auburn,tennessee,villanova,michigan-state,florida-state,oregon,indiana,purdue,notre-dame,michigan,virginia-tech,lsu,wisconsin,buffalo,clemson,st.-john's
5094,2018,3,dave-borges,duke,kansas,virginia,gonzaga,nevada,north-carolina,kansas-state,auburn,tennessee,michigan,kentucky,michigan-state,florida-state,virginia-tech,purdue,lsu,iowa,wisconsin,oregon,buffalo,ohio-state,clemson,st.-john's,indiana,furman
5095,2018,4,dave-borges,kansas,gonzaga,virginia,duke,nevada,kansas-state,north-carolina,michigan,tennessee,auburn,kentucky,michigan-state,virginia-tech,florida-state,purdue,iowa,oregon,buffalo,ohio-state,arizona-state,texas,st.-john's,indiana,creighton,furman
5096,2018,5,dave-borges,kansas,gonzaga,virginia,duke,nevada,michigan,tennessee,auburn,kentucky,kansas-state,north-carolina,florida-state,wisconsin,buffalo,michigan-state,virginia-tech,arizona-state,iowa,st.-john's,arizona,syracuse,ohio-state,texas-tech,houston,furman
5097,2018,6,dave-borges,kansas,michigan,virginia,duke,nevada,tennessee,gonzaga,auburn,florida-state,michigan-state,north-carolina,virginia-tech,buffalo,marquette,wisconsin,kentucky,ohio-state,st.-john's,syracuse,arizona-state,texas-tech,iowa,villanova,houston,furman
5098,2018,7,dave-borges,kansas,michigan,virginia,duke,nevada,tennessee,north-carolina,gonzaga,florida-state,auburn,michigan-state,virginia-tech,buffalo,marquette,wisconsin,kentucky,ohio-state,st.-john's,texas-tech,arizona-state,iowa,indiana,houston,furman,oklahoma
5099,2018,8,dave-borges,michigan,virginia,duke,nevada,kansas,tennessee,gonzaga,florida-state,michigan-state,virginia-tech,kentucky,marquette,wisconsin,auburn,north-carolina,buffalo,ohio-state,st.-john's,texas-tech,arizona-state,iowa,indiana,houston,oklahoma,pennsylvania
5100,2018,9,dave-borges,michigan,virginia,duke,nevada,kansas,tennessee,gonzaga,florida-state,michigan-state,virginia-tech,kentucky,marquette,auburn,north-carolina,buffalo,ohio-state,texas-tech,wisconsin,north-carolina-state,iowa,indiana,houston,oklahoma,seton-hall,st.-john's
5101,2018,10,dave-borges,michigan,virginia,duke,tennessee,gonzaga,michigan-state,kansas,nevada,virginia-tech,florida-state,north-carolina,texas-tech,auburn,kentucky,buffalo,marquette,north-carolina-state,st.-john's,ohio-state,houston,wisconsin,iowa,indiana,iowa-state,ucf
5102,2018,11,dave-borges,michigan,virginia,duke,tennessee,gonzaga,michigan-state,kansas,nevada,virginia-tech,texas-tech,kentucky,florida-state,marquette,buffalo,auburn,north-carolina,north-carolina-state,iowa,maryland,ole-miss,houston,kansas-state,villanova,ucf,lsu
5103,2018,12,dave-borges,tennessee,michigan-state,michigan,gonzaga,virginia,duke,kentucky,nevada,kansas,marquette,virginia-tech,buffalo,north-carolina,maryland,auburn,iowa,north-carolina-state,iowa-state,texas-tech,houston,kansas-state,lsu,villanova,florida-state,ole-miss
5104,2018,13,dave-borges,tennessee,michigan,virginia,gonzaga,michigan-state,duke,kentucky,nevada,marquette,north-carolina,kansas,virginia-tech,houston,lsu,villanova,buffalo,louisville,iowa-state,north-carolina-state,texas-tech,kansas-state,florida-state,cincinnati,maryland,purdue
5105,2018,14,dave-borges,tennessee,virginia,duke,gonzaga,michigan,kentucky,nevada,michigan-state,marquette,north-carolina,virginia-tech,houston,villanova,kansas,iowa-state,kansas-state,florida-state,lsu,baylor,louisville,iowa,cincinnati,purdue,washington,lipscomb
5106,2018,15,dave-borges,tennessee,duke,virginia,gonzaga,michigan,kentucky,nevada,north-carolina,houston,marquette,michigan-state,lsu,villanova,kansas-state,florida-state,kansas,purdue,iowa-state,louisville,virginia-tech,iowa,texas-tech,cincinnati,tcu,lipscomb
5107,2018,16,dave-borges,duke,virginia,gonzaga,lsu,kentucky,tennessee,nevada,michigan,houston,north-carolina,marquette,michigan-state,florida-state,kansas,iowa-state,kansas-state,villanova,virginia-tech,texas-tech,iowa,purdue,cincinnati,louisville,st.-john's,yale
5108,2018,17,dave-borges,virginia,gonzaga,duke,kentucky,north-carolina,michigan-state,houston,lsu,tennessee,marquette,michigan,nevada,kansas-state,texas-tech,florida-state,purdue,maryland,buffalo,kansas,cincinnati,washington,iowa,virginia-tech,iowa-state,wofford
5109,2018,18,dave-borges,virginia,gonzaga,north-carolina,duke,lsu,michigan,tennessee,kentucky,texas-tech,michigan-state,houston,purdue,florida-state,nevada,kansas,kansas-state,marquette,buffalo,cincinnati,virginia-tech,villanova,maryland,wisconsin,wofford,ucf
5110,2018,19,dave-borges,duke,virginia,michigan-state,gonzaga,north-carolina,kentucky,michigan,tennessee,florida-state,texas-tech,houston,lsu,auburn,buffalo,nevada,kansas,kansas-state,villanova,wisconsin,purdue,wofford,cincinnati,utah-state,virginia-tech,marquette
5111,2018,1,rick-bozich,kansas,gonzaga,duke,kentucky,tennessee,virginia,north-carolina,nevada,michigan-state,kansas-state,villanova,virginia-tech,michigan,west-virginia,auburn,oregon,mississippi-state,syracuse,florida-state,ucla,tcu,marquette,wisconsin,buffalo,florida
5112,2018,2,rick-bozich,duke,kansas,gonzaga,tennessee,virginia,north-carolina,nevada,kansas-state,kentucky,villanova,michigan-state,virginia-tech,michigan,auburn,oregon,mississippi-state,syracuse,florida-state,buffalo,ucla,tcu,marquette,wisconsin,texas,clemson
5113,2018,3,rick-bozich,duke,kansas,gonzaga,michigan,tennessee,virginia,north-carolina,nevada,kansas-state,michigan-state,virginia-tech,kentucky,auburn,mississippi-state,florida-state,ohio-state,buffalo,ucla,iowa,tcu,oregon,wisconsin,texas,clemson,furman
5114,2018,4,rick-bozich,gonzaga,kansas,duke,michigan,virginia,tennessee,nevada,kansas-state,michigan-state,north-carolina,virginia-tech,kentucky,auburn,ohio-state,buffalo,iowa,florida-state,texas-tech,oregon,wisconsin,texas,minnesota,arizona-state,furman,villanova
5115,2018,5,rick-bozich,gonzaga,kansas,duke,michigan,virginia,tennessee,nevada,auburn,michigan-state,kentucky,north-carolina,texas-tech,wisconsin,virginia-tech,buffalo,florida-state,kansas-state,ohio-state,nebraska,iowa,iowa-state,arizona-state,villanova,maryland,furman
5116,2018,6,rick-bozich,kansas,duke,michigan,virginia,tennessee,gonzaga,nevada,auburn,michigan-state,north-carolina,texas-tech,virginia-tech,florida-state,ohio-state,buffalo,wisconsin,villanova,nebraska,kentucky,oklahoma,indiana,arizona-state,mississippi-state,houston,furman
5117,2018,7,rick-bozich,kansas,duke,michigan,virginia,tennessee,nevada,michigan-state,north-carolina,auburn,gonzaga,texas-tech,virginia-tech,florida-state,ohio-state,buffalo,wisconsin,nebraska,kentucky,oklahoma,indiana,arizona-state,mississippi-state,houston,louisville,furman
5118,2018,8,rick-bozich,michigan,duke,virginia,kansas,tennessee,nevada,michigan-state,texas-tech,gonzaga,florida-state,virginia-tech,ohio-state,kentucky,north-carolina,wisconsin,nebraska,oklahoma,indiana,auburn,arizona-state,mississippi-state,houston,marquette,louisville,buffalo
5119,2018,9,rick-bozich,michigan,duke,virginia,kansas,tennessee,nevada,michigan-state,texas-tech,gonzaga,florida-state,kentucky,virginia-tech,ohio-state,north-carolina,nebraska,oklahoma,indiana,auburn,mississippi-state,houston,marquette,buffalo,wisconsin,north-carolina-state,toledo
5120,2018,10,rick-bozich,michigan,duke,virginia,tennessee,michigan-state,texas-tech,kansas,gonzaga,virginia-tech,north-carolina,florida-state,auburn,nevada,kentucky,ohio-state,oklahoma,mississippi-state,houston,north-carolina-state,iowa-state,indiana,st.-john's,marquette,buffalo,wisconsin
5121,2018,11,rick-bozich,michigan,duke,virginia,tennessee,michigan-state,texas-tech,kansas,gonzaga,virginia-tech,florida-state,nevada,ole-miss,kentucky,auburn,oklahoma,maryland,north-carolina,villanova,north-carolina-state,mississippi-state,houston,indiana,marquette,buffalo,louisville
5122,2018,12,rick-bozich,tennessee,duke,virginia,michigan-state,michigan,gonzaga,kentucky,kansas,nevada,maryland,north-carolina,villanova,virginia-tech,texas-tech,auburn,mississippi-state,houston,marquette,buffalo,louisville,north-carolina-state,lsu,purdue,ole-miss,nebraska
5123,2018,13,rick-bozich,tennessee,duke,virginia,michigan,gonzaga,kentucky,michigan-state,nevada,kansas,north-carolina,villanova,virginia-tech,houston,marquette,louisville,lsu,purdue,texas-tech,maryland,iowa-state,cincinnati,wisconsin,buffalo,north-carolina-state,mississippi-state
5124,2018,14,rick-bozich,tennessee,duke,virginia,kentucky,gonzaga,michigan,nevada,north-carolina,villanova,michigan-state,virginia-tech,houston,marquette,purdue,kansas,iowa-state,louisville,cincinnati,wisconsin,texas-tech,lsu,florida-state,mississippi-state,iowa,kansas-state
5125,2018,15,rick-bozich,tennessee,duke,virginia,kentucky,gonzaga,michigan,nevada,north-carolina,houston,marquette,purdue,texas-tech,michigan-state,villanova,lsu,florida-state,kansas,louisville,cincinnati,kansas-state,iowa,iowa-state,wisconsin,virginia-tech,buffalo
5126,2018,16,rick-bozich,duke,virginia,kentucky,gonzaga,tennessee,michigan,nevada,north-carolina,houston,marquette,michigan-state,lsu,texas-tech,florida-state,kansas,louisville,purdue,iowa,iowa-state,cincinnati,virginia-tech,villanova,buffalo,maryland,wofford
5127,2018,17,rick-bozich,gonzaga,duke,virginia,kentucky,north-carolina,michigan-state,marquette,texas-tech,houston,michigan,tennessee,lsu,purdue,nevada,florida-state,kansas,maryland,cincinnati,buffalo,iowa,wisconsin,kansas-state,wofford,washington,louisville
5128,2018,18,rick-bozich,gonzaga,duke,virginia,north-carolina,kentucky,texas-tech,tennessee,purdue,michigan-state,michigan,lsu,florida-state,kansas,marquette,houston,cincinnati,buffalo,virginia-tech,nevada,wofford,villanova,wisconsin,kansas-state,maryland,auburn
5129,2018,19,rick-bozich,duke,virginia,michigan-state,north-carolina,tennessee,kentucky,gonzaga,michigan,texas-tech,purdue,lsu,florida-state,auburn,virginia-tech,houston,kansas-state,buffalo,villanova,kansas,wofford,wisconsin,marquette,cincinnati,utah-state,nevada
5130,2018,1,tom-bragg,kansas,gonzaga,duke,virginia,tennessee,kentucky,nevada,north-carolina,villanova,michigan-state,auburn,mississippi-state,west-virginia,kansas-state,oregon,virginia-tech,clemson,michigan,tcu,marquette,nebraska,florida,loyola,cincinnati,marshall
5131,2018,2,tom-bragg,duke,kansas,gonzaga,virginia,tennessee,nevada,north-carolina,villanova,michigan-state,kentucky,auburn,mississippi-state,oregon,kansas-state,virginia-tech,michigan,tcu,marquette,florida-state,clemson,west-virginia,nebraska,purdue,marshall,buffalo
5132,2018,3,tom-bragg,duke,kansas,gonzaga,virginia,tennessee,nevada,north-carolina,michigan-state,michigan,kentucky,auburn,mississippi-state,virginia-tech,kansas-state,oregon,tcu,florida-state,villanova,clemson,nebraska,purdue,marshall,buffalo,ucla,lsu
5133,2018,4,tom-bragg,gonzaga,kansas,duke,tennessee,virginia,nevada,michigan,auburn,kentucky,michigan-state,north-carolina,virginia-tech,kansas-state,oregon,mississippi-state,villanova,florida-state,maryland,buffalo,purdue,ohio-state,clemson,wisconsin,iowa,nebraska
5134,2018,5,tom-bragg,gonzaga,kansas,duke,tennessee,virginia,michigan,nevada,auburn,kentucky,villanova,florida-state,michigan-state,north-carolina,virginia-tech,kansas-state,wisconsin,texas-tech,arizona-state,buffalo,mississippi-state,maryland,ohio-state,nebraska,creighton,purdue
5135,2018,6,tom-bragg,kansas,duke,tennessee,gonzaga,virginia,michigan,nevada,auburn,michigan-state,florida-state,north-carolina,kentucky,virginia-tech,texas-tech,arizona-state,buffalo,villanova,mississippi-state,ohio-state,wisconsin,kansas-state,furman,marquette,purdue,syracuse
5136,2018,7,tom-bragg,kansas,duke,tennessee,michigan,virginia,nevada,north-carolina,gonzaga,michigan-state,texas-tech,florida-state,auburn,kentucky,virginia-tech,arizona-state,buffalo,mississippi-state,ohio-state,wisconsin,kansas-state,furman,marquette,nebraska,oklahoma,st.-john's
5137,2018,8,tom-bragg,duke,tennessee,michigan,kansas,virginia,nevada,gonzaga,michigan-state,kentucky,florida-state,north-carolina,virginia-tech,texas-tech,arizona-state,marquette,auburn,buffalo,mississippi-state,ohio-state,wisconsin,kansas-state,oklahoma,st.-john's,houston,nebraska
5138,2018,9,tom-bragg,duke,tennessee,michigan,kansas,virginia,nevada,gonzaga,michigan-state,kentucky,florida-state,north-carolina,virginia-tech,texas-tech,marquette,auburn,arizona-state,buffalo,mississippi-state,ohio-state,kansas-state,oklahoma,houston,nebraska,tcu,wisconsin
5139,2018,10,tom-bragg,duke,tennessee,michigan,virginia,gonzaga,kansas,michigan-state,texas-tech,nevada,virginia-tech,florida-state,north-carolina,auburn,kentucky,mississippi-state,houston,buffalo,ohio-state,tcu,north-carolina-state,iowa-state,indiana,oklahoma,marquette,iowa
5140,2018,11,tom-bragg,duke,tennessee,michigan,virginia,gonzaga,kansas,michigan-state,texas-tech,nevada,virginia-tech,florida-state,kentucky,north-carolina,auburn,buffalo,oklahoma,marquette,iowa,north-carolina-state,indiana,houston,villanova,mississippi-state,ohio-state,nebraska
5141,2018,12,tom-bragg,tennessee,duke,virginia,michigan,gonzaga,michigan-state,nevada,texas-tech,kentucky,kansas,virginia-tech,auburn,north-carolina,buffalo,marquette,iowa,florida-state,north-carolina-state,houston,villanova,mississippi-state,ole-miss,maryland,iowa-state,louisville
5142,2018,13,tom-bragg,tennessee,duke,virginia,michigan,gonzaga,kentucky,nevada,michigan-state,north-carolina,kansas,virginia-tech,marquette,texas-tech,florida-state,houston,villanova,buffalo,louisville,maryland,mississippi-state,auburn,iowa,lsu,purdue,iowa-state
5143,2018,14,tom-bragg,tennessee,duke,virginia,gonzaga,kentucky,nevada,michigan,north-carolina,virginia-tech,marquette,michigan-state,kansas,texas-tech,florida-state,houston,villanova,iowa,louisville,maryland,iowa-state,kansas-state,purdue,mississippi-state,cincinnati,lsu
5144,2018,15,tom-bragg,tennessee,duke,gonzaga,kentucky,virginia,nevada,michigan,north-carolina,marquette,kansas,texas-tech,houston,virginia-tech,florida-state,michigan-state,villanova,kansas-state,iowa,louisville,maryland,lsu,iowa-state,wisconsin,purdue,cincinnati
