,Weights,2014 1,2014 2,2014 3,2014 4,2014 5,2014 6,2014 7,2014 8,2014 9,2014 10,2014 11,2014 12,2014 13,2014 14,2014 15,2014 16,2014 17,2014 18,2014 19,2015 1,2015 2,2015 3,2015 4,2015 5,2015 6,2015 7,2015 8,2015 9,2015 10,2015 11,2015 12,2015 13,2015 14,2015 15,2015 16,2015 17,2015 18,2015 19,2016 1,2016 2,2016 3,2016 4,2016 5,2016 6,2016 7,2016 8,2016 9,2016 10,2016 11,2016 12,2016 13,2016 14,2016 15,2016 16,2016 17,2016 18,2016 19,2017 1,2017 2,2017 3,2017 4,2017 5,2017 6,2017 7,2017 8,2017 9,2017 10,2017 11,2017 12,2017 13,2017 14,2017 15,2017 16,2017 17,2017 18,2017 19,2018 1,2018 2,2018 3,2018 4,2018 5,2018 6,2018 7,2018 8,2018 9,2018 10,2018 11,2018 12,2018 13,2018 14,2018 15,2018 16,2018 17,2018 18,2018 19,2019 1,2019 2,2019 3,2019 4,2019 5,2019 6,2019 7,2019 8,2019 9,2019 10,2019 11,2019 12,2019 13,2019 14,2019 15,2019 16,2019 17,2019 18,2019 19
10,0,7,6,8,8,9,9,9,10,9,8,8,8,9,9,9,9,9,9,9,6,5,8,7,7,8,8,8,8,7,9,8,8,4,8,8,8,8,8,6,7,8,6,8,7,8,7,8,6,6,7,6,8,8,7,6,N/A,8,6,7,8,9,9,7,7,7,7,7,7,7,7,7,6,7,8,9,9,3,6,6,6,6,6,5,7,5,6,6,6,7,7,8,8,6,8,7,7,8,6,6,6,7,6,7,7,7,7,7,7,7,7,7,8,9,N/A
11,0,8,7,9,9,10,10,10,11,10,9,9,9,10,10,10,10,10,10,10,7,6,9,8,8,9,9,9,9,8,10,9,9,5,9,9,9,9,9,7,8,9,7,9,8,9,8,9,7,7,8,7,9,9,8,7,N/A,9,7,8,9,10,10,8,8,8,8,8,8,8,8,8,7,8,9,10,10,4,7,7,7,7,7,6,8,6,7,7,7,8,8,9,9,7,9,8,8,9,7,7,7,8,7,8,8,8,8,8,8,8,8,8,9,10,N/A
12,0,9,8,10,10,11,11,11,12,11,10,10,10,11,11,11,11,11,11,11,8,7,10,9,9,10,10,10,10,9,11,10,10,6,10,10,10,10,10,8,9,10,8,10,9,10,9,10,8,8,9,8,10,10,9,8,N/A,10,8,9,10,11,11,9,9,9,9,9,9,9,9,9,8,9,10,11,11,5,8,8,8,8,8,7,9,7,8,8,8,9,9,10,10,8,10,9,9,10,8,8,8,9,8,9,9,9,9,9,9,9,9,9,10,11,N/A
13,0,10,9,11,11,12,12,12,13,12,11,11,11,12,12,12,12,12,12,12,9,8,11,10,10,11,11,11,11,10,12,11,11,7,11,11,11,11,11,9,10,11,9,11,10,11,10,11,9,9,10,9,11,11,10,9,N/A,11,9,10,11,12,12,10,10,10,10,10,10,10,10,10,9,10,11,12,12,6,9,9,9,9,9,8,10,8,9,9,9,10,10,11,11,9,11,10,10,11,9,9,9,10,9,10,10,10,10,10,10,10,10,10,11,12,N/A
14,0,11,10,12,12,13,13,13,14,13,12,12,12,13,13,13,13,13,13,13,10,9,12,11,11,12,12,12,12,11,13,12,12,8,12,12,12,12,12,10,11,12,10,12,11,12,11,12,10,10,11,10,12,12,11,10,N/A,12,10,11,12,13,13,11,11,11,11,11,11,11,11,11,10,11,12,13,13,7,10,10,10,10,10,9,11,9,10,10,10,11,11,12,12,10,12,11,11,12,10,10,10,11,10,11,11,11,11,11,11,11,11,11,12,13,N/A
15,0,12,11,13,13,14,14,14,15,14,13,13,13,14,14,14,14,14,14,14,11,10,13,12,12,13,13,13,13,12,14,13,13,9,13,13,13,13,13,11,12,13,11,13,12,13,12,13,11,11,12,11,13,13,12,11,N/A,13,11,12,13,14,14,12,12,12,12,12,12,12,12,12,11,12,13,14,14,8,11,11,11,11,11,10,12,10,11,11,11,12,12,13,13,11,13,12,12,13,11,11,11,12,11,12,12,12,12,12,12,12,12,12,13,14,N/A
16,0,13,12,14,14,15,15,15,16,15,14,14,14,15,15,15,15,15,15,15,12,11,14,13,13,14,14,14,14,13,15,14,14,10,14,14,14,14,14,12,13,14,12,14,13,14,13,14,12,12,13,12,14,14,13,12,N/A,14,12,13,14,15,15,13,13,13,13,13,13,13,13,13,12,13,14,15,15,9,12,12,12,12,12,11,13,11,12,12,12,13,13,14,14,12,14,13,13,14,12,12,12,13,12,13,13,13,13,13,13,13,13,13,14,15,N/A
17,0,14,13,15,15,16,16,16,17,16,15,15,15,16,16,16,16,16,16,16,13,12,15,14,14,15,15,15,15,14,16,15,15,11,15,15,15,15,15,13,14,15,13,15,14,15,14,15,13,13,14,13,15,15,14,13,N/A,15,13,14,15,16,16,14,14,14,14,14,14,14,14,14,13,14,15,16,16,10,13,13,13,13,13,12,14,12,13,13,13,14,14,15,15,13,15,14,14,15,13,13,13,14,13,14,14,14,14,14,14,14,14,14,15,16,N/A
18,0,15,14,16,16,17,17,17,18,17,16,16,16,17,17,17,17,17,17,17,14,13,16,15,15,16,16,16,16,15,17,16,16,12,16,16,16,16,16,14,15,16,14,16,15,16,15,16,14,14,15,14,16,16,15,14,N/A,16,14,15,16,17,17,15,15,15,15,15,15,15,15,15,14,15,16,17,17,11,14,14,14,14,14,13,15,13,14,14,14,15,15,16,16,14,16,15,15,16,14,14,14,15,14,15,15,15,15,15,15,15,15,15,16,17,N/A
19,0,16,15,17,17,18,18,18,19,18,17,17,17,18,18,18,18,18,18,18,15,14,17,16,16,17,17,17,17,16,18,17,17,13,17,17,17,17,17,15,16,17,15,17,16,17,16,17,15,15,16,15,17,17,16,15,N/A,17,15,16,17,18,18,16,16,16,16,16,16,16,16,16,15,16,17,18,18,12,15,15,15,15,15,14,16,14,15,15,15,16,16,17,17,15,17,16,16,17,15,15,15,16,15,16,16,16,16,16,16,16,16,16,17,18,N/A
20,0,17,16,18,18,19,19,19,20,19,18,18,18,19,19,19,19,19,19,19,16,15,18,17,17,18,18,18,18,17,19,18,18,14,18,18,18,18,18,16,17,18,16,18,17,18,17,18,16,16,17,16,18,18,17,16,N/A,18,16,17,18,19,19,17,17,17,17,17,17,17,17,17,16,17,18,19,19,13,16,16,16,16,16,15,17,15,16,16,16,17,17,18,18,16,18,17,17,18,16,16,16,17,16,17,17,17,17,17,17,17,17,17,18,19,N/A
21,0,18,17,19,19,20,20,20,21,20,19,19,19,20,20,20,20,20,20,20,17,16,19,18,18,19,19,19,19,18,20,19,19,15,19,19,19,19,19,17,18,19,17,19,18,19,18,19,17,17,18,17,19,19,18,17,N/A,19,17,18,19,20,20,18,18,18,18,18,18,18,18,18,17,18,19,20,20,14,17,17,17,17,17,16,18,16,17,17,17,18,18,19,19,17,19,18,18,19,17,17,17,18,17,18,18,18,18,18,18,18,18,18,19,20,N/A
22,0,19,18,20,20,21,21,21,22,21,20,20,20,21,21,21,21,21,21,21,18,17,20,19,19,20,20,20,20,19,21,20,20,16,20,20,20,20,20,18,19,20,18,20,19,20,19,20,18,18,19,18,20,20,19,18,N/A,20,18,19,20,21,21,19,19,19,19,19,19,19,19,19,18,19,20,21,21,15,18,18,18,18,18,17,19,17,18,18,18,19,19,20,20,18,20,19,19,20,18,18,18,19,18,19,19,19,19,19,19,19,19,19,20,21,N/A
23,0,20,19,21,21,22,22,22,23,22,21,21,21,22,22,22,22,22,22,22,19,18,21,20,20,21,21,21,21,20,22,21,21,17,21,21,21,21,21,19,20,21,19,21,20,21,20,21,19,19,20,19,21,21,20,19,N/A,21,19,20,21,22,22,20,20,20,20,20,20,20,20,20,19,20,21,22,22,16,19,19,19,19,19,18,20,18,19,19,19,20,20,21,21,19,21,20,20,21,19,19,19,20,19,20,20,20,20,20,20,20,20,20,21,22,N/A
24,0,21,20,22,22,23,23,23,24,23,22,22,22,23,23,23,23,23,23,23,20,19,22,21,21,22,22,22,22,21,23,22,22,18,22,22,22,22,22,20,21,22,20,22,21,22,21,22,20,20,21,20,22,22,21,20,N/A,22,20,21,22,23,23,21,21,21,21,21,21,21,21,21,20,21,22,23,23,17,20,20,20,20,20,19,21,19,20,20,20,21,21,22,22,20,22,21,21,22,20,20,20,21,20,21,21,21,21,21,21,21,21,21,22,23,N/A
