,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
765,2662,102,V,baylor,74.0,575,0.14814814814814814,8,L,195,21.0,21.0,,24.0,22.0,21.0,19.0,,,21.0,22.0,21.0,20.0,20.0,22.0,20.0,,21.0,,,,23.0,,,20.0,23.0,24.0,,22.0,,21.0,25.0,24.0,,21.0,23.0,21.0,25.0,23.0,22.0,22.0,,22.0,,22.0,23.0,21.0,25.0,23.0,21.0,20.0,24.0,22.0,,22.0,,23.0,,20.0,25.0,21.0,22.0,21.0,24.0,22.0,22.0
694,2425,1229,H,cincinnati,70.0,-800,0.8888888888888888,8,L,199,25.0,,20.0,17.0,20.0,,,24.0,21.0,24.0,20.0,23.0,24.0,,21.0,24.0,20.0,25.0,25.0,21.0,,25.0,,21.0,,21.0,21.0,21.0,21.0,20.0,22.0,,20.0,,25.0,17.0,25.0,21.0,,24.0,24.0,24.0,25.0,,,25.0,20.0,20.0,20.0,23.0,,22.0,,23.0,25.0,19.0,21.0,20.0,21.0,21.0,23.0,25.0,,22.0,21.0,25.0
768,2675,102,H,cincinnati,76.0,-350,0.7777777777777778,8,W,199,25.0,,20.0,17.0,20.0,,,24.0,21.0,24.0,20.0,23.0,24.0,,21.0,24.0,20.0,25.0,25.0,21.0,,25.0,,21.0,,21.0,21.0,21.0,21.0,20.0,22.0,,20.0,,25.0,17.0,25.0,21.0,,24.0,24.0,24.0,25.0,,,25.0,20.0,20.0,20.0,23.0,,22.0,,23.0,25.0,19.0,21.0,20.0,21.0,21.0,23.0,25.0,,22.0,21.0,25.0
711,2480,1230,V,west-virginia,88.0,-400,0.8,8,W,500,19.0,19.0,18.0,18.0,21.0,,15.0,18.0,,18.0,18.0,17.0,21.0,21.0,19.0,17.0,,20.0,21.0,12.0,17.0,19.0,16.0,19.0,18.0,17.0,22.0,15.0,18.0,18.0,19.0,13.0,19.0,,19.0,19.0,18.0,20.0,19.0,17.0,19.0,12.0,18.0,19.0,17.0,18.0,18.0,,18.0,14.0,21.0,18.0,16.0,16.0,19.0,17.0,18.0,18.0,19.0,18.0,19.0,13.0,19.0,16.0,17.0,15.0
763,2654,102,V,west-virginia,87.0,-210,0.6774193548387096,8,W,500,19.0,19.0,18.0,18.0,21.0,,15.0,18.0,,18.0,18.0,17.0,21.0,21.0,19.0,17.0,,20.0,21.0,12.0,17.0,19.0,16.0,19.0,18.0,17.0,22.0,15.0,18.0,18.0,19.0,13.0,19.0,,19.0,19.0,18.0,20.0,19.0,17.0,19.0,12.0,18.0,19.0,17.0,18.0,18.0,,18.0,14.0,21.0,18.0,16.0,16.0,19.0,17.0,18.0,18.0,19.0,18.0,19.0,13.0,19.0,16.0,17.0,15.0
807,2817,103,H,louisville,65.0,-1500,0.9375,8,W,516,18.0,17.0,17.0,21.0,17.0,,,14.0,,19.0,19.0,22.0,18.0,15.0,16.0,23.0,13.0,17.0,20.0,20.0,19.0,17.0,19.0,20.0,21.0,18.0,19.0,13.0,19.0,17.0,13.0,16.0,13.0,,20.0,11.0,16.0,15.0,20.0,20.0,20.0,15.0,19.0,16.0,23.0,16.0,22.0,18.0,14.0,18.0,18.0,19.0,14.0,22.0,14.0,22.0,16.0,23.0,14.0,20.0,17.0,17.0,18.0,17.0,14.0,18.0
684,2395,1228,H,villanova,77.0,-25000,0.9960159362549801,8,W,643,16.0,14.0,14.0,19.0,18.0,18.0,18.0,17.0,19.0,16.0,16.0,14.0,17.0,19.0,17.0,18.0,10.0,18.0,17.0,9.0,18.0,16.0,12.0,17.0,16.0,12.0,17.0,18.0,16.0,13.0,17.0,20.0,12.0,,16.0,21.0,19.0,18.0,17.0,14.0,15.0,18.0,16.0,11.0,18.0,19.0,14.0,16.0,19.0,15.0,17.0,14.0,18.0,18.0,17.0,16.0,10.0,12.0,16.0,17.0,16.0,18.0,17.0,15.0,13.0,19.0
733,2549,1231,H,villanova,95.0,-300,0.75,8,W,643,16.0,14.0,14.0,19.0,18.0,18.0,18.0,17.0,19.0,16.0,16.0,14.0,17.0,19.0,17.0,18.0,10.0,18.0,17.0,9.0,18.0,16.0,12.0,17.0,16.0,12.0,17.0,18.0,16.0,13.0,17.0,20.0,12.0,,16.0,21.0,19.0,18.0,17.0,14.0,15.0,18.0,16.0,11.0,18.0,19.0,14.0,16.0,19.0,15.0,17.0,14.0,18.0,18.0,17.0,16.0,10.0,12.0,16.0,17.0,16.0,18.0,17.0,15.0,13.0,19.0
796,2738,102,V,villanova,85.0,-425,0.8095238095238095,8,W,643,16.0,14.0,14.0,19.0,18.0,18.0,18.0,17.0,19.0,16.0,16.0,14.0,17.0,19.0,17.0,18.0,10.0,18.0,17.0,9.0,18.0,16.0,12.0,17.0,16.0,12.0,17.0,18.0,16.0,13.0,17.0,20.0,12.0,,16.0,21.0,19.0,18.0,17.0,14.0,15.0,18.0,16.0,11.0,18.0,19.0,14.0,16.0,19.0,15.0,17.0,14.0,18.0,18.0,17.0,16.0,10.0,12.0,16.0,17.0,16.0,18.0,17.0,15.0,13.0,19.0
685,2399,1228,H,duke,105.0,-18500,0.9946236559139785,8,W,781,15.0,18.0,13.0,23.0,15.0,13.0,10.0,12.0,13.0,15.0,15.0,9.0,16.0,9.0,15.0,12.0,12.0,14.0,9.0,17.0,15.0,15.0,11.0,13.0,15.0,19.0,11.0,14.0,14.0,15.0,16.0,12.0,10.0,,12.0,15.0,20.0,19.0,13.0,8.0,10.0,19.0,15.0,17.0,16.0,14.0,16.0,15.0,15.0,19.0,16.0,11.0,11.0,11.0,15.0,9.0,15.0,9.0,17.0,14.0,18.0,11.0,15.0,9.0,19.0,11.0
714,2491,1230,H,duke,103.0,-6000,0.9836065573770492,8,W,781,15.0,18.0,13.0,23.0,15.0,13.0,10.0,12.0,13.0,15.0,15.0,9.0,16.0,9.0,15.0,12.0,12.0,14.0,9.0,17.0,15.0,15.0,11.0,13.0,15.0,19.0,11.0,14.0,14.0,15.0,16.0,12.0,10.0,,12.0,15.0,20.0,19.0,13.0,8.0,10.0,19.0,15.0,17.0,16.0,14.0,16.0,15.0,15.0,19.0,16.0,11.0,11.0,11.0,15.0,9.0,15.0,9.0,17.0,14.0,18.0,11.0,15.0,9.0,19.0,11.0
770,2684,102,V,duke,81.0,-1500,0.9375,8,W,781,15.0,18.0,13.0,23.0,15.0,13.0,10.0,12.0,13.0,15.0,15.0,9.0,16.0,9.0,15.0,12.0,12.0,14.0,9.0,17.0,15.0,15.0,11.0,13.0,15.0,19.0,11.0,14.0,14.0,15.0,16.0,12.0,10.0,,12.0,15.0,20.0,19.0,13.0,8.0,10.0,19.0,15.0,17.0,16.0,14.0,16.0,15.0,15.0,19.0,16.0,11.0,11.0,11.0,15.0,9.0,15.0,9.0,17.0,14.0,18.0,11.0,15.0,9.0,19.0,11.0
699,2440,1229,V,purdue,61.0,-220,0.6875,8,W,818,14.0,13.0,15.0,12.0,16.0,12.0,16.0,15.0,9.0,14.0,12.0,15.0,14.0,17.0,14.0,15.0,11.0,16.0,16.0,10.0,13.0,14.0,14.0,11.0,13.0,15.0,13.0,10.0,15.0,12.0,15.0,10.0,9.0,,14.0,14.0,12.0,12.0,15.0,11.0,16.0,10.0,14.0,9.0,10.0,11.0,13.0,12.0,13.0,12.0,13.0,15.0,10.0,14.0,16.0,15.0,14.0,15.0,15.0,15.0,13.0,16.0,14.0,18.0,18.0,13.0
776,2699,102,H,purdue,63.0,-466,0.823321554770318,8,L,818,14.0,13.0,15.0,12.0,16.0,12.0,16.0,15.0,9.0,14.0,12.0,15.0,14.0,17.0,14.0,15.0,11.0,16.0,16.0,10.0,13.0,14.0,14.0,11.0,13.0,15.0,13.0,10.0,15.0,12.0,15.0,10.0,9.0,,14.0,14.0,12.0,12.0,15.0,11.0,16.0,10.0,14.0,9.0,10.0,11.0,13.0,12.0,13.0,12.0,13.0,15.0,10.0,14.0,16.0,15.0,14.0,15.0,15.0,15.0,13.0,16.0,14.0,18.0,18.0,13.0
736,2562,1231,V,providence,81.0,310,0.24390243902439024,8,W,923,10.0,8.0,10.0,10.0,11.0,10.0,12.0,16.0,14.0,11.0,13.0,13.0,11.0,14.0,10.0,9.0,17.0,13.0,14.0,22.0,12.0,11.0,8.0,9.0,10.0,16.0,12.0,16.0,13.0,10.0,9.0,11.0,15.0,,13.0,7.0,10.0,10.0,9.0,13.0,12.0,13.0,10.0,12.0,15.0,9.0,8.0,8.0,17.0,9.0,8.0,17.0,15.0,15.0,11.0,11.0,8.0,17.0,12.0,8.0,10.0,12.0,11.0,10.0,11.0,16.0
764,2661,102,H,providence,83.0,NL,0.5,8,W,923,10.0,8.0,10.0,10.0,11.0,10.0,12.0,16.0,14.0,11.0,13.0,13.0,11.0,14.0,10.0,9.0,17.0,13.0,14.0,22.0,12.0,11.0,8.0,9.0,10.0,16.0,12.0,16.0,13.0,10.0,9.0,11.0,15.0,,13.0,7.0,10.0,10.0,9.0,13.0,12.0,13.0,10.0,12.0,15.0,9.0,8.0,8.0,17.0,9.0,8.0,17.0,15.0,15.0,11.0,11.0,8.0,17.0,12.0,8.0,10.0,12.0,11.0,10.0,11.0,16.0
783,2714,102,V,iowa-state,83.0,240,0.29411764705882354,8,L,938,11.0,16.0,16.0,13.0,8.0,15.0,11.0,13.0,12.0,9.0,7.0,11.0,9.0,10.0,11.0,11.0,14.0,12.0,10.0,11.0,10.0,10.0,7.0,15.0,12.0,10.0,8.0,17.0,12.0,16.0,14.0,15.0,8.0,,11.0,16.0,13.0,16.0,10.0,9.0,11.0,11.0,11.0,18.0,8.0,15.0,12.0,14.0,8.0,17.0,15.0,10.0,5.0,8.0,10.0,6.0,17.0,13.0,11.0,9.0,14.0,9.0,10.0,6.0,15.0,10.0
781,2709,102,H,kentucky,83.0,-800,0.8888888888888888,8,W,963,12.0,12.0,12.0,14.0,13.0,9.0,9.0,11.0,11.0,10.0,14.0,10.0,13.0,12.0,12.0,10.0,7.0,9.0,12.0,16.0,9.0,7.0,10.0,10.0,11.0,13.0,15.0,12.0,9.0,14.0,12.0,14.0,11.0,,9.0,10.0,14.0,14.0,11.0,7.0,9.0,14.0,12.0,13.0,11.0,12.0,15.0,13.0,10.0,13.0,12.0,8.0,9.0,10.0,9.0,8.0,12.0,8.0,13.0,13.0,12.0,10.0,12.0,8.0,12.0,9.0
689,2411,1228,H,butler,92.0,-15000,0.9933774834437086,8,W,984,9.0,11.0,9.0,9.0,10.0,8.0,13.0,10.0,8.0,13.0,11.0,12.0,10.0,13.0,9.0,14.0,9.0,11.0,11.0,8.0,14.0,9.0,13.0,14.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,18.0,,10.0,13.0,9.0,9.0,12.0,12.0,13.0,8.0,9.0,8.0,9.0,10.0,10.0,11.0,12.0,8.0,10.0,13.0,17.0,12.0,13.0,14.0,13.0,14.0,9.0,12.0,9.0,15.0,9.0,14.0,10.0,8.0
737,2563,1231,H,butler,73.0,-370,0.7872340425531915,8,L,984,9.0,11.0,9.0,9.0,10.0,8.0,13.0,10.0,8.0,13.0,11.0,12.0,10.0,13.0,9.0,14.0,9.0,11.0,11.0,8.0,14.0,9.0,13.0,14.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,18.0,,10.0,13.0,9.0,9.0,12.0,12.0,13.0,8.0,9.0,8.0,9.0,10.0,10.0,11.0,12.0,8.0,10.0,13.0,17.0,12.0,13.0,14.0,13.0,14.0,9.0,12.0,9.0,15.0,9.0,14.0,10.0,8.0
754,2628,102,V,butler,69.0,187,0.34843205574912894,8,L,984,9.0,11.0,9.0,9.0,10.0,8.0,13.0,10.0,8.0,13.0,11.0,12.0,10.0,13.0,9.0,14.0,9.0,11.0,11.0,8.0,14.0,9.0,13.0,14.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,18.0,,10.0,13.0,9.0,9.0,12.0,12.0,13.0,8.0,9.0,8.0,9.0,10.0,10.0,11.0,12.0,8.0,10.0,13.0,17.0,12.0,13.0,14.0,13.0,14.0,9.0,12.0,9.0,15.0,9.0,14.0,10.0,8.0
800,2792,103,V,arizona,94.0,-165,0.6226415094339622,8,W,1081,8.0,9.0,11.0,11.0,9.0,11.0,8.0,8.0,15.0,8.0,9.0,7.0,12.0,6.0,8.0,8.0,15.0,8.0,7.0,15.0,7.0,12.0,6.0,7.0,7.0,8.0,9.0,8.0,8.0,11.0,8.0,8.0,16.0,,8.0,8.0,11.0,11.0,8.0,16.0,6.0,9.0,8.0,14.0,7.0,8.0,9.0,9.0,9.0,10.0,9.0,7.0,12.0,13.0,6.0,12.0,9.0,7.0,10.0,10.0,8.0,8.0,7.0,12.0,8.0,12.0
688,2405,1228,H,north-carolina,96.0,-39000,0.9974424552429667,8,W,1219,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,7.0,8.0,8.0,15.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,6.0,9.0,7.0,7.0,7.0,10.0,8.0,7.0,7.0,10.0,14.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,10.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,6.0,6.0
721,2505,1230,H,north-carolina,80.0,-2500,0.9615384615384616,8,W,1219,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,7.0,8.0,8.0,15.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,6.0,9.0,7.0,7.0,7.0,10.0,8.0,7.0,7.0,10.0,14.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,10.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,6.0,6.0
748,2615,102,H,north-carolina,86.0,-1500,0.9375,8,W,1219,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,7.0,8.0,8.0,15.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,6.0,9.0,7.0,7.0,7.0,10.0,8.0,7.0,7.0,10.0,14.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,10.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,6.0,6.0
732,2548,1231,V,xavier,64.0,250,0.2857142857142857,8,L,1296,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,3.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,,7.0,5.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,9.0,6.0,7.0,8.0,7.0,7.0,11.0,6.0,6.0,6.0,6.0,5.0,11.0,7.0,7.0
755,2629,102,H,xavier,88.0,-221,0.6884735202492211,8,W,1296,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,3.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,,7.0,5.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,9.0,6.0,7.0,8.0,7.0,7.0,11.0,6.0,6.0,6.0,6.0,5.0,11.0,7.0,7.0
716,2495,1230,H,virginia,71.0,-7000,0.9859154929577465,8,W,1351,5.0,5.0,5.0,4.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,8.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,5.0
772,2687,102,H,virginia,77.0,-450,0.8181818181818182,8,W,1351,5.0,5.0,5.0,4.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,8.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,5.0
715,2493,1230,H,maryland,70.0,-2000,0.9523809523809523,8,W,1428,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,7.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,6.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,4.0,6.0,,3.0,4.0,4.0,8.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0
786,2718,102,V,maryland,72.0,-185,0.6491228070175439,8,W,1428,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,7.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,6.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,4.0,6.0,,3.0,4.0,4.0,8.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0
784,2715,102,H,oklahoma,87.0,-300,0.75,8,W,1498,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0
706,2457,1229,H,kansas,78.0,-4000,0.975609756097561,8,W,1534,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0
766,2663,102,H,kansas,102.0,-800,0.8888888888888888,8,W,1534,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0
707,2458,1229,V,michigan-state,70.0,135,0.425531914893617,8,L,1623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
760,2650,102,V,michigan-state,69.0,-450,0.8181818181818182,8,W,1623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
824,2874,105,V,akron,75.0,-131,0.5670995670995671,9,W,1,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,2961,106,H,oregon,68.0,-170,0.6296296296296297,9,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,
879,3079,108,H,akron,62.0,-550,0.8461538461538461,9,W,1,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,3321,110,H,oregon,71.0,-500,0.8333333333333334,9,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,
866,3000,107,V,cincinnati,57.0,245,0.2898550724637681,9,L,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,3028,107,V,michigan,70.0,375,0.21052631578947367,9,L,2,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,3298,110,V,cincinnati,54.0,-2500,0.9615384615384616,9,W,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,2943,106,H,wichita-state,67.0,-600,0.8571428571428571,9,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,
902,3146,109,V,wichita-state,83.0,-375,0.7894736842105263,9,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,
843,2918,106,V,seton-hall,63.0,1000,0.09090909090909091,9,L,4,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,
861,2971,106,H,oregon-state,72.0,-270,0.7297297297297297,9,L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,25.0,,,,,,,,,24.0,,,,,,,,,,,,
880,3083,108,H,colorado,54.0,-110,0.5238095238095238,9,L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,
892,3109,109,H,seton-hall,67.0,-200,0.6666666666666666,9,L,4,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,
929,3231,109,H,oregon-state,77.0,125,0.4444444444444444,9,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,25.0,,,,,,,,,24.0,,,,,,,,,,,,
833,2887,105,H,baylor,79.0,-475,0.8260869565217391,9,W,22,25.0,,,,,,,,,,24.0,,,,,,,,,,,23.0,,,,25.0,,,,,25.0,,,,,,25.0,,,,,,,,,,,,25.0,25.0,25.0,,,,24.0,,,,23.0,,,,,23.0,24.0,
898,3126,109,V,baylor,94.0,280,0.2631578947368421,9,W,22,25.0,,,,,,,,,,24.0,,,,,,,,,,,23.0,,,,25.0,,,,,25.0,,,,,,25.0,,,,,,,,,,,,25.0,25.0,25.0,,,,24.0,,,,23.0,,,,,23.0,24.0,
852,2952,106,V,texas-tech,69.0,525,0.16,9,L,40,,25.0,24.0,25.0,,,,,24.0,25.0,,,,,,,,25.0,,,21.0,22.0,23.0,,,,,,23.0,,,,,,,21.0,,25.0,,,,,23.0,,,,,,,,,,23.0,25.0,,25.0,,23.0,,,,,,,,
927,3229,109,H,texas-tech,59.0,240,0.29411764705882354,9,L,40,,25.0,24.0,25.0,,,,,24.0,25.0,,,,,,,,25.0,,,21.0,22.0,23.0,,,,,,23.0,,,,,,,21.0,,25.0,,,,,23.0,,,,,,,,,,23.0,25.0,,25.0,,23.0,,,,,,,,
856,2960,106,V,california,65.0,150,0.4,9,L,54,,,,22.0,,,,,,,,,22.0,,24.0,21.0,25.0,,,23.0,,,24.0,,,,25.0,,,23.0,,,,,,,,22.0,,,,,,,24.0,,25.0,,,,,22.0,25.0,20.0,,,23.0,,,,25.0,,23.0,25.0,,23.0
928,3230,109,V,california,71.0,-145,0.5918367346938775,9,L,54,,,,22.0,,,,,,,,,22.0,,24.0,21.0,25.0,,,23.0,,,24.0,,,,25.0,,,23.0,,,,,,,,22.0,,,,,,,24.0,,25.0,,,,,22.0,25.0,20.0,,,23.0,,,,25.0,,23.0,25.0,,23.0
920,3209,109,H,gonzaga,85.0,-9900,0.99,9,W,61,,,,,25.0,22.0,20.0,,,,,22.0,,17.0,,23.0,,,,,,,22.0,,24.0,,24.0,,,,,23.0,,,,,,,,23.0,,20.0,,,,24.0,,21.0,,,,,,,,,,,25.0,25.0,,24.0,25.0,,,24.0
850,2947,106,H,dayton,93.0,-1400,0.9333333333333333,9,W,100,,,25.0,,17.0,24.0,21.0,23.0,,24.0,22.0,,23.0,,,,19.0,,,24.0,,,,21.0,,23.0,,,,19.0,22.0,,,,23.0,22.0,,,,,,,24.0,24.0,,,23.0,,,24.0,24.0,,,,25.0,,25.0,,19.0,17.0,23.0,,,,22.0,
896,3118,109,V,dayton,57.0,-900,0.9,9,L,100,,,25.0,,17.0,24.0,21.0,23.0,,24.0,22.0,,23.0,,,,19.0,,,24.0,,,,21.0,,23.0,,,,19.0,22.0,,,,23.0,22.0,,,,,,,24.0,24.0,,,23.0,,,24.0,24.0,,,,25.0,,25.0,,19.0,17.0,23.0,,,,22.0,
