,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
1357,4708,127,V,oklahoma,73,-110,0.5238095238095238,12,L,904,6.0,9.0,13.0,10.0,11.0,11.0,12.0,11.0,11.0,10.0,13.0,18.0,16.0,11.0,8.0,9.0,8.0,13.0,15.0,14.0,15.0,11.0,13.0,15.0,,12.0,11.0,12.0,9.0,13.0,12.0,11.0,13.0,12.0,11.0,12.0,9.0,9.0,12.0,11.0,12.0,10.0,11.0,10.0,12.0,12.0,21.0,17.0,9.0,14.0,12.0,11.0,13.0,13.0,11.0,13.0,,12.0,13.0,12.0,11.0,13.0,10.0,13.0,11.0,12.0,
1332,4601,125,H,arizona,80,-1300,0.9285714285714286,12,W,958,13.0,13.0,8.0,12.0,10.0,13.0,11.0,13.0,13.0,13.0,10.0,10.0,10.0,12.0,11.0,10.0,12.0,10.0,8.0,15.0,11.0,10.0,10.0,11.0,,7.0,9.0,11.0,11.0,10.0,11.0,14.0,12.0,11.0,14.0,11.0,12.0,11.0,10.0,9.0,11.0,7.0,15.0,12.0,9.0,11.0,17.0,9.0,13.0,12.0,13.0,12.0,12.0,7.0,10.0,10.0,,11.0,10.0,11.0,9.0,10.0,11.0,7.0,15.0,10.0,
1369,4755,127,H,arizona,74,-425,0.8095238095238095,12,W,958,13.0,13.0,8.0,12.0,10.0,13.0,11.0,13.0,13.0,13.0,10.0,10.0,10.0,12.0,11.0,10.0,12.0,10.0,8.0,15.0,11.0,10.0,10.0,11.0,,7.0,9.0,11.0,11.0,10.0,11.0,14.0,12.0,11.0,14.0,11.0,12.0,11.0,10.0,9.0,11.0,7.0,15.0,12.0,9.0,11.0,17.0,9.0,13.0,12.0,13.0,12.0,12.0,7.0,10.0,10.0,,11.0,10.0,11.0,9.0,10.0,11.0,7.0,15.0,10.0,
1274,4434,122,V,north-carolina,69,-170,0.6296296296296297,12,L,999,14.0,11.0,9.0,9.0,14.0,10.0,9.0,10.0,9.0,9.0,11.0,11.0,11.0,9.0,9.0,12.0,10.0,12.0,7.0,8.0,10.0,12.0,11.0,9.0,,9.0,10.0,10.0,13.0,11.0,10.0,8.0,9.0,10.0,10.0,9.0,10.0,13.0,11.0,12.0,10.0,11.0,9.0,11.0,11.0,9.0,9.0,8.0,11.0,10.0,11.0,9.0,9.0,11.0,12.0,11.0,,10.0,11.0,10.0,12.0,11.0,9.0,11.0,13.0,15.0,
1344,4675,127,H,north-carolina,91,-1000,0.9090909090909091,12,L,999,14.0,11.0,9.0,9.0,14.0,10.0,9.0,10.0,9.0,9.0,11.0,11.0,11.0,9.0,9.0,12.0,10.0,12.0,7.0,8.0,10.0,12.0,11.0,9.0,,9.0,10.0,10.0,13.0,11.0,10.0,8.0,9.0,10.0,10.0,9.0,10.0,13.0,11.0,12.0,10.0,11.0,9.0,11.0,11.0,9.0,9.0,8.0,11.0,10.0,11.0,9.0,9.0,11.0,12.0,11.0,,10.0,11.0,10.0,12.0,11.0,9.0,11.0,13.0,15.0,
1319,4533,124,H,cincinnati,75,-1700,0.9444444444444444,12,W,1070,12.0,10.0,10.0,11.0,9.0,7.0,10.0,8.0,10.0,12.0,9.0,9.0,9.0,13.0,15.0,11.0,9.0,5.0,12.0,10.0,8.0,9.0,9.0,10.0,,10.0,15.0,9.0,7.0,7.0,9.0,10.0,10.0,8.0,8.0,10.0,11.0,7.0,8.0,10.0,8.0,9.0,10.0,9.0,8.0,10.0,6.0,10.0,12.0,7.0,7.0,10.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,8.0,
1371,4760,127,V,cincinnati,62,-800,0.8888888888888888,12,W,1070,12.0,10.0,10.0,11.0,9.0,7.0,10.0,8.0,10.0,12.0,9.0,9.0,9.0,13.0,15.0,11.0,9.0,5.0,12.0,10.0,8.0,9.0,9.0,10.0,,10.0,15.0,9.0,7.0,7.0,9.0,10.0,10.0,8.0,8.0,10.0,11.0,7.0,8.0,10.0,8.0,9.0,10.0,9.0,8.0,10.0,6.0,10.0,12.0,7.0,7.0,10.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,8.0,
1306,4499,124,H,xavier,89,-310,0.7560975609756098,12,W,1161,11.0,8.0,7.0,7.0,5.0,9.0,7.0,6.0,7.0,8.0,8.0,4.0,7.0,6.0,14.0,8.0,7.0,8.0,11.0,7.0,12.0,7.0,8.0,6.0,,13.0,8.0,6.0,12.0,9.0,8.0,9.0,7.0,7.0,6.0,6.0,7.0,10.0,7.0,8.0,7.0,8.0,8.0,7.0,10.0,8.0,13.0,11.0,6.0,9.0,6.0,8.0,6.0,5.0,7.0,9.0,,7.0,8.0,8.0,8.0,6.0,5.0,10.0,6.0,6.0,
1281,4442,122,V,west-virginia,73,-135,0.574468085106383,12,L,1199,7.0,6.0,6.0,8.0,8.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,4.0,7.0,11.0,9.0,6.0,9.0,5.0,8.0,6.0,8.0,,6.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,9.0,7.0,7.0,6.0,8.0,6.0,7.0,9.0,4.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,9.0,7.0,11.0,10.0,9.0,7.0,,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,9.0,
1367,4745,127,H,west-virginia,76,-600,0.8571428571428571,12,L,1199,7.0,6.0,6.0,8.0,8.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,4.0,7.0,11.0,9.0,6.0,9.0,5.0,8.0,6.0,8.0,,6.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,9.0,7.0,7.0,6.0,8.0,6.0,7.0,9.0,4.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,9.0,7.0,11.0,10.0,9.0,7.0,,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,9.0,
1283,4444,122,V,michigan-state,87,-850,0.8947368421052632,12,W,1222,9.0,7.0,12.0,6.0,6.0,8.0,5.0,9.0,6.0,6.0,5.0,6.0,8.0,8.0,13.0,5.0,6.0,7.0,9.0,6.0,6.0,5.0,7.0,7.0,,8.0,6.0,8.0,6.0,5.0,5.0,7.0,6.0,6.0,9.0,8.0,8.0,6.0,9.0,5.0,6.0,13.0,5.0,5.0,6.0,6.0,5.0,7.0,8.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,,5.0,6.0,7.0,5.0,5.0,12.0,8.0,10.0,7.0,
1342,4665,126,H,michigan-state,76,NL,0.5,12,W,1222,9.0,7.0,12.0,6.0,6.0,8.0,5.0,9.0,6.0,6.0,5.0,6.0,8.0,8.0,13.0,5.0,6.0,7.0,9.0,6.0,6.0,5.0,7.0,7.0,,8.0,6.0,8.0,6.0,5.0,5.0,7.0,6.0,6.0,9.0,8.0,8.0,6.0,9.0,5.0,6.0,13.0,5.0,5.0,6.0,6.0,5.0,7.0,8.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,,5.0,6.0,7.0,5.0,5.0,12.0,8.0,10.0,7.0,
1396,4882,128,V,michigan-state,74,-265,0.726027397260274,12,W,1222,9.0,7.0,12.0,6.0,6.0,8.0,5.0,9.0,6.0,6.0,5.0,6.0,8.0,8.0,13.0,5.0,6.0,7.0,9.0,6.0,6.0,5.0,7.0,7.0,,8.0,6.0,8.0,6.0,5.0,5.0,7.0,6.0,6.0,9.0,8.0,8.0,6.0,9.0,5.0,6.0,13.0,5.0,5.0,6.0,6.0,5.0,7.0,8.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,,5.0,6.0,7.0,5.0,5.0,12.0,8.0,10.0,7.0,
1291,4460,123,V,kansas,80,120,0.45454545454545453,12,L,1318,5.0,5.0,5.0,5.0,7.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,7.0,6.0,5.0,5.0,,5.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,7.0,4.0,5.0,5.0,8.0,4.0,8.0,8.0,5.0,5.0,,6.0,5.0,5.0,7.0,7.0,6.0,3.0,4.0,5.0,
1368,4749,127,H,kansas,79,-500,0.8333333333333334,12,W,1318,5.0,5.0,5.0,5.0,7.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,7.0,6.0,5.0,5.0,,5.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,7.0,4.0,5.0,5.0,8.0,4.0,8.0,8.0,5.0,5.0,,6.0,5.0,5.0,7.0,7.0,6.0,3.0,4.0,5.0,
1304,4490,123,V,duke,84,-605,0.8581560283687943,12,W,1417,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,7.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,
1352,4693,127,H,duke,63,-205,0.6721311475409836,12,L,1417,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,7.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,
1328,4565,125,H,purdue,92,-700,0.875,12,W,1475,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,
1400,4896,128,V,purdue,74,-450,0.8181818181818182,12,W,1475,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,
1296,4465,123,H,virginia,61,-500,0.8333333333333334,12,W,1514,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,
1351,4692,127,V,virginia,65,172,0.36764705882352944,12,W,1514,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,
1285,4451,123,H,villanova,89,-1525,0.9384615384615385,12,W,1598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1395,4880,128,V,villanova,85,-340,0.7727272727272727,12,W,1598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1529,5348,203,V,usc,79,100,0.5,13,L,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,5031,131,H,alabama,60,-250,0.7142857142857143,13,L,6,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,5258,203,V,alabama,68,290,0.2564102564102564,13,W,6,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,4956,130,V,tcu,79,-115,0.5348837209302325,13,W,11,,22.0,,,,,,,,,,,,,23.0,,25.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,
1491,5211,203,H,tcu,71,-185,0.6491228070175439,13,L,11,,22.0,,,,,,,,,,,,,23.0,,25.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,
1443,5007,131,H,seton-hall,73,-410,0.803921568627451,13,W,16,,,,,24.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,22.0,,,24.0,,,,,,,,,,,,,,,,,25.0,,,,,,,
1536,5402,204,V,seton-hall,76,650,0.13333333333333333,13,L,16,,,,,24.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,22.0,,,24.0,,,,,,,,,,,,,,,,,25.0,,,,,,,
1461,5048,201,V,creighton,78,900,0.1,13,L,31,,,,,,,25.0,,,,25.0,,,,,,,,,22.0,25.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,19.0,,,,,,23.0,,25.0,,,25.0,,
1437,4994,131,V,louisville,64,450,0.18181818181818182,13,L,39,22.0,,,,,25.0,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,24.0,,,16.0,24.0,,,,,,,,,,,23.0,,,,,,,,,,,,,19.0,25.0,,,22.0,
1504,5251,203,H,louisville,76,-175,0.6363636363636364,13,L,39,22.0,,,,,25.0,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,24.0,,,16.0,24.0,,,,,,,,,,,23.0,,,,,,,,,,,,,19.0,25.0,,,22.0,
1459,5045,131,H,nevada,102,-330,0.7674418604651163,13,W,41,,,24.0,24.0,25.0,,,,25.0,,,,,23.0,,,,25.0,24.0,,23.0,,23.0,,,25.0,,,24.0,,,25.0,,,,,,,,23.0,,,25.0,24.0,,25.0,,,,,23.0,25.0,,,,,,22.0,,,,,,25.0,23.0,,
1521,5314,203,V,nevada,76,-800,0.8888888888888888,13,W,41,,,24.0,24.0,25.0,,,,25.0,,,,,23.0,,,,25.0,24.0,,23.0,,23.0,,,25.0,,,24.0,,,25.0,,,,,,,,23.0,,,25.0,24.0,,25.0,,,,,23.0,25.0,,,,,,22.0,,,,,,25.0,23.0,,
1445,5010,131,V,florida-state,72,-210,0.6774193548387096,13,L,76,,,25.0,,23.0,20.0,23.0,25.0,,,,23.0,,,,25.0,,,,23.0,17.0,24.0,,24.0,,,,,25.0,,,,24.0,,24.0,,25.0,,,,,,21.0,,,,19.0,,18.0,25.0,21.0,,,25.0,,25.0,,25.0,22.0,,25.0,24.0,,,,,
1503,5250,203,V,florida-state,80,148,0.4032258064516129,13,W,76,,,25.0,,23.0,20.0,23.0,25.0,,,,23.0,,,,25.0,,,,23.0,17.0,24.0,,24.0,,,,,25.0,,,,24.0,,24.0,,25.0,,,,,,21.0,,,,19.0,,18.0,25.0,21.0,,,25.0,,25.0,,25.0,22.0,,25.0,24.0,,,,,
1413,4921,129,H,kansas-state,56,105,0.4878048780487805,13,L,91,23.0,,,23.0,,,24.0,,,,24.0,,,22.0,16.0,,,15.0,,,,,,22.0,,,25.0,,,23.0,,24.0,,,,25.0,23.0,23.0,20.0,25.0,,,,,,,,,,,24.0,,22.0,,17.0,,,24.0,24.0,,,23.0,,,,16.0,
1501,5248,203,V,kansas-state,51,230,0.30303030303030304,13,L,91,23.0,,,23.0,,,24.0,,,,24.0,,,22.0,16.0,,,15.0,,,,,,22.0,,,25.0,,,23.0,,24.0,,,,25.0,23.0,23.0,20.0,25.0,,,,,,,,,,,24.0,,22.0,,17.0,,,24.0,24.0,,,23.0,,,,16.0,
1471,5102,201,V,arizona-state,64,-150,0.6,13,L,100,24.0,,,25.0,22.0,,22.0,22.0,,22.0,,18.0,,,,23.0,23.0,,,,,,,,,,,24.0,,,23.0,,,,21.0,24.0,,,22.0,,24.0,22.0,,23.0,23.0,23.0,,,,21.0,,22.0,20.0,22.0,21.0,,,,,,,20.0,,,20.0,,
1542,5414,204,V,arizona-state,88,-400,0.8,13,W,100,24.0,,,25.0,22.0,,22.0,22.0,,22.0,,18.0,,,,23.0,23.0,,,,,,,,,,,24.0,,,23.0,,,,21.0,24.0,,,22.0,,24.0,22.0,,23.0,23.0,23.0,,,,21.0,,22.0,20.0,22.0,21.0,,,,,,,20.0,,,20.0,,
1409,4915,129,H,michigan,58,-360,0.782608695652174,13,W,103,,23.0,,,,,,,23.0,25.0,23.0,,25.0,,9.0,,24.0,,14.0,,,,25.0,,,20.0,24.0,25.0,,,,19.0,23.0,,,,,,25.0,,25.0,15.0,,,25.0,,25.0,21.0,,23.0,,24.0,,,,14.0,,,25.0,24.0,,,,,,25.0,
1495,5223,203,H,michigan,76,-1100,0.9166666666666666,13,W,103,,23.0,,,,,,,23.0,25.0,23.0,,25.0,,9.0,,24.0,,14.0,,,,25.0,,,20.0,24.0,25.0,,,,19.0,23.0,,,,,,25.0,,25.0,15.0,,,25.0,,25.0,21.0,,23.0,,24.0,,,,14.0,,,25.0,24.0,,,,,,25.0,
1424,4962,130,V,florida,60,-180,0.6428571428571429,13,L,168,25.0,25.0,20.0,,,23.0,,23.0,24.0,,,25.0,19.0,21.0,,20.0,,24.0,21.0,18.0,21.0,,21.0,25.0,,21.0,19.0,17.0,21.0,22.0,24.0,,25.0,,25.0,22.0,,19.0,21.0,,23.0,23.0,,25.0,22.0,24.0,17.0,22.0,25.0,,,,,,15.0,22.0,,,,,22.0,,,22.0,,19.0,
1509,5259,203,H,florida,50,-380,0.7916666666666666,13,L,168,25.0,25.0,20.0,,,23.0,,23.0,24.0,,,25.0,19.0,21.0,,20.0,,24.0,21.0,18.0,21.0,,21.0,25.0,,21.0,19.0,17.0,21.0,22.0,24.0,,25.0,,25.0,22.0,,19.0,21.0,,23.0,23.0,,25.0,22.0,24.0,17.0,22.0,25.0,,,,,,15.0,22.0,,,,,22.0,,,22.0,,19.0,
1416,4940,130,V,rhode-island,85,-550,0.8461538461538461,13,W,322,21.0,24.0,19.0,22.0,14.0,24.0,21.0,24.0,22.0,21.0,20.0,22.0,15.0,24.0,25.0,21.0,21.0,19.0,20.0,25.0,,12.0,20.0,21.0,,,21.0,23.0,19.0,19.0,19.0,16.0,21.0,23.0,22.0,23.0,15.0,25.0,,19.0,21.0,24.0,19.0,20.0,21.0,22.0,,19.0,24.0,24.0,18.0,23.0,23.0,20.0,19.0,20.0,,21.0,21.0,19.0,21.0,18.0,16.0,18.0,24.0,21.0,
1475,5156,202,V,rhode-island,81,-250,0.7142857142857143,13,W,322,21.0,24.0,19.0,22.0,14.0,24.0,21.0,24.0,22.0,21.0,20.0,22.0,15.0,24.0,25.0,21.0,21.0,19.0,20.0,25.0,,12.0,20.0,21.0,,,21.0,23.0,19.0,19.0,19.0,16.0,21.0,23.0,22.0,23.0,15.0,25.0,,19.0,21.0,24.0,19.0,20.0,21.0,22.0,,19.0,24.0,24.0,18.0,23.0,23.0,20.0,19.0,20.0,,21.0,21.0,19.0,21.0,18.0,16.0,18.0,24.0,21.0,
1431,4979,130,H,kentucky,83,-500,0.8333333333333334,13,W,344,,21.0,21.0,21.0,17.0,21.0,18.0,16.0,20.0,20.0,21.0,16.0,20.0,17.0,22.0,24.0,19.0,18.0,22.0,17.0,22.0,18.0,22.0,14.0,,23.0,23.0,18.0,23.0,17.0,21.0,22.0,20.0,17.0,20.0,15.0,21.0,20.0,17.0,21.0,22.0,20.0,23.0,22.0,24.0,20.0,24.0,24.0,22.0,22.0,22.0,21.0,17.0,24.0,22.0,24.0,,23.0,23.0,22.0,24.0,21.0,23.0,19.0,21.0,20.0,
1492,5216,203,V,kentucky,60,120,0.45454545454545453,13,L,344,,21.0,21.0,21.0,17.0,21.0,18.0,16.0,20.0,20.0,21.0,16.0,20.0,17.0,22.0,24.0,19.0,18.0,22.0,17.0,22.0,18.0,22.0,14.0,,23.0,23.0,18.0,23.0,17.0,21.0,22.0,20.0,17.0,20.0,15.0,21.0,20.0,17.0,21.0,22.0,20.0,23.0,22.0,24.0,20.0,24.0,24.0,22.0,22.0,22.0,21.0,17.0,24.0,22.0,24.0,,23.0,23.0,22.0,24.0,21.0,23.0,19.0,21.0,20.0,
1418,4945,130,H,clemson,82,120,0.45454545454545453,13,W,407,19.0,20.0,18.0,20.0,20.0,17.0,19.0,17.0,17.0,24.0,18.0,20.0,23.0,19.0,24.0,22.0,22.0,,16.0,20.0,20.0,23.0,18.0,20.0,,19.0,15.0,20.0,20.0,25.0,25.0,17.0,19.0,20.0,23.0,19.0,19.0,15.0,15.0,18.0,17.0,13.0,16.0,21.0,19.0,17.0,23.0,18.0,16.0,18.0,20.0,20.0,25.0,21.0,24.0,18.0,,18.0,20.0,20.0,18.0,22.0,21.0,15.0,22.0,24.0,
1487,5204,203,V,clemson,75,-150,0.6,13,W,407,19.0,20.0,18.0,20.0,20.0,17.0,19.0,17.0,17.0,24.0,18.0,20.0,23.0,19.0,24.0,22.0,22.0,,16.0,20.0,20.0,23.0,18.0,20.0,,19.0,15.0,20.0,20.0,25.0,25.0,17.0,19.0,20.0,23.0,19.0,19.0,15.0,15.0,18.0,17.0,13.0,16.0,21.0,19.0,17.0,23.0,18.0,16.0,18.0,20.0,20.0,25.0,21.0,24.0,18.0,,18.0,20.0,20.0,18.0,22.0,21.0,15.0,22.0,24.0,
1417,4944,130,V,north-carolina,78,-140,0.5833333333333334,13,L,462,17.0,18.0,23.0,18.0,,14.0,,19.0,19.0,18.0,22.0,24.0,17.0,25.0,17.0,17.0,20.0,22.0,15.0,21.0,18.0,,19.0,18.0,,18.0,14.0,22.0,22.0,20.0,17.0,14.0,16.0,19.0,18.0,18.0,13.0,13.0,19.0,20.0,15.0,18.0,18.0,18.0,17.0,16.0,14.0,17.0,19.0,16.0,,16.0,16.0,16.0,23.0,17.0,,16.0,19.0,17.0,19.0,,15.0,21.0,19.0,,
1523,5323,203,H,north-carolina,96,-6500,0.9848484848484849,13,W,462,17.0,18.0,23.0,18.0,,14.0,,19.0,19.0,18.0,22.0,24.0,17.0,25.0,17.0,17.0,20.0,22.0,15.0,21.0,18.0,,19.0,18.0,,18.0,14.0,22.0,22.0,20.0,17.0,14.0,16.0,19.0,18.0,18.0,13.0,13.0,19.0,20.0,15.0,18.0,18.0,18.0,17.0,16.0,14.0,17.0,19.0,16.0,,16.0,16.0,16.0,23.0,17.0,,16.0,19.0,17.0,19.0,,15.0,21.0,19.0,,
1435,4989,131,H,tennessee,84,-500,0.8333333333333334,13,W,506,20.0,16.0,12.0,17.0,21.0,18.0,16.0,15.0,18.0,16.0,19.0,14.0,18.0,13.0,19.0,18.0,17.0,23.0,19.0,13.0,24.0,14.0,16.0,23.0,,12.0,22.0,13.0,16.0,15.0,18.0,21.0,15.0,21.0,17.0,12.0,24.0,16.0,24.0,,20.0,16.0,22.0,19.0,15.0,19.0,13.0,16.0,21.0,20.0,17.0,18.0,12.0,23.0,25.0,19.0,,19.0,18.0,18.0,15.0,,20.0,17.0,16.0,23.0,
1513,5279,203,H,tennessee,94,-600,0.8571428571428571,13,W,506,20.0,16.0,12.0,17.0,21.0,18.0,16.0,15.0,18.0,16.0,19.0,14.0,18.0,13.0,19.0,18.0,17.0,23.0,19.0,13.0,24.0,14.0,16.0,23.0,,12.0,22.0,13.0,16.0,15.0,18.0,21.0,15.0,21.0,17.0,12.0,24.0,16.0,24.0,,20.0,16.0,22.0,19.0,15.0,19.0,13.0,16.0,21.0,20.0,17.0,18.0,12.0,23.0,25.0,19.0,,19.0,18.0,18.0,15.0,,20.0,17.0,16.0,23.0,
1423,4959,130,H,ohio-state,71,-600,0.8571428571428571,13,W,557,16.0,19.0,16.0,19.0,18.0,15.0,20.0,20.0,21.0,17.0,17.0,21.0,16.0,16.0,14.0,19.0,18.0,17.0,11.0,14.0,16.0,15.0,17.0,19.0,,24.0,16.0,21.0,15.0,21.0,20.0,23.0,14.0,14.0,19.0,20.0,17.0,14.0,16.0,16.0,19.0,19.0,17.0,17.0,18.0,18.0,16.0,15.0,20.0,17.0,15.0,19.0,14.0,14.0,16.0,15.0,,20.0,17.0,21.0,16.0,16.0,18.0,14.0,18.0,17.0,
