,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
969,3828,116,V,kansas,76,-170,0.6296296296296297,11,W,1539,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,13.0
1032,4091,121,H,kansas,79,-1600,0.9411764705882353,11,W,1539,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,13.0
965,3809,116,H,villanova,76,-1400,0.9333333333333333,11,W,1555,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
1022,4065,121,H,villanova,78,-2000,0.9523809523809523,11,W,1555,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
1083,4334,124,V,akron,90,-220,0.6875,12,W,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,4411,125,H,illinois-state,71,-1200,0.9230769230769231,12,W,1,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,4589,128,H,akron,91,-350,0.7777777777777778,12,W,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,4778,129,V,illinois-state,69,-380,0.7916666666666666,12,W,1,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,4437,125,H,usc,84,265,0.273972602739726,12,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,21.0,
1135,4550,127,V,dayton,68,195,0.3389830508474576,12,L,6,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,4484,126,V,virginia-tech,72,975,0.09302325581395349,12,L,7,,,,,,,,,,,,,,,,22.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,
1192,4793,129,H,virginia-tech,85,-1200,0.9230769230769231,12,W,7,,,,,,,,,,,,,,,,22.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,
1104,4377,124,H,iowa-state,70,-185,0.6491228070175439,12,W,12,,,,,,,,25.0,,,,25.0,,,,,,,,,24.0,,23.0,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,25.0
1160,4624,128,V,iowa-state,78,-150,0.6,12,L,12,,,,,,,,25.0,,,,25.0,,,,,,,,,24.0,,23.0,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,25.0
1123,4483,126,H,northwestern,73,-420,0.8076923076923077,12,W,28,,,,,,22.0,,,,,,,,,,24.0,23.0,,,,,,,,,24.0,,,,,,,,25.0,24.0,,,25.0,,,,,22.0,24.0,24.0,,,,,,,,,,,,25.0,,,24.0,,,,,24.0
1191,4791,129,H,northwestern,68,-300,0.75,12,W,28,,,,,,22.0,,,,,,,,,,24.0,23.0,,,,,,,,,24.0,,,,,,,,25.0,24.0,,,25.0,,,,,22.0,24.0,24.0,,,,,,,,,,,,25.0,,,24.0,,,,,24.0
1103,4376,124,V,kansas-state,65,165,0.37735849056603776,12,L,40,,,,,21.0,,23.0,,23.0,25.0,25.0,,24.0,,,,,24.0,,,,23.0,24.0,,,,,,,,23.0,,,,,23.0,,,,,24.0,24.0,,,,,25.0,25.0,,,,22.0,,25.0,,25.0,,,,,,,,,
1150,4586,128,V,kansas-state,58,-135,0.574468085106383,12,L,40,,,,,21.0,,23.0,,23.0,25.0,25.0,,24.0,,,,,24.0,,,,23.0,24.0,,,,,,,,23.0,,,,,23.0,,,,,24.0,24.0,,,,,25.0,25.0,,,,22.0,,25.0,,25.0,,,,,,,,,
1116,4420,125,V,florida,106,-900,0.9,12,W,47,,24.0,,24.0,,25.0,,,25.0,,,,,,,,,,24.0,25.0,,25.0,25.0,,,,23.0,,24.0,21.0,,,,,,25.0,,24.0,24.0,25.0,25.0,,,,25.0,25.0,,,25.0,,,,23.0,22.0,25.0,22.0,,25.0,,,,23.0,,,
1152,4596,128,V,florida,84,-154,0.6062992125984252,12,W,47,,24.0,,24.0,,25.0,,,25.0,,,,,,,,,,24.0,25.0,,25.0,25.0,,,,23.0,,24.0,21.0,,,,,,25.0,,24.0,24.0,25.0,25.0,,,,25.0,25.0,,,25.0,,,,23.0,22.0,25.0,22.0,,25.0,,,,23.0,,,
1121,4460,126,V,xavier,78,140,0.4166666666666667,12,L,146,24.0,25.0,20.0,22.0,,,25.0,23.0,,21.0,23.0,23.0,23.0,22.0,22.0,,,,22.0,23.0,22.0,,22.0,,24.0,22.0,25.0,21.0,,,,25.0,23.0,22.0,,,20.0,,25.0,23.0,,,,22.0,,21.0,22.0,24.0,24.0,22.0,24.0,25.0,25.0,,23.0,23.0,23.0,,20.0,20.0,,20.0,22.0,,20.0
1190,4788,129,V,xavier,82,-350,0.7777777777777778,12,W,146,24.0,25.0,20.0,22.0,,,25.0,23.0,,21.0,23.0,23.0,23.0,22.0,22.0,,,,22.0,23.0,22.0,,22.0,,24.0,22.0,25.0,21.0,,,,25.0,23.0,22.0,,,20.0,,25.0,23.0,,,,22.0,,21.0,22.0,24.0,24.0,22.0,24.0,25.0,25.0,,23.0,23.0,23.0,,20.0,20.0,,20.0,22.0,,20.0
1082,4331,124,H,south-carolina,98,-550,0.8461538461538461,12,W,168,,22.0,19.0,23.0,25.0,24.0,24.0,24.0,21.0,,22.0,21.0,22.0,,,25.0,,25.0,,24.0,25.0,,,,23.0,21.0,22.0,23.0,20.0,22.0,24.0,24.0,22.0,20.0,23.0,24.0,23.0,23.0,21.0,21.0,23.0,22.0,25.0,25.0,23.0,24.0,24.0,22.0,22.0,24.0,21.0,24.0,24.0,24.0,24.0,21.0,24.0,21.0,25.0,,25.0,22.0,24.0,25.0,22.0
1172,4696,128,V,south-carolina,63,-600,0.8571428571428571,12,W,168,,22.0,19.0,23.0,25.0,24.0,24.0,24.0,21.0,,22.0,21.0,22.0,,,25.0,,25.0,,24.0,25.0,,,,23.0,21.0,22.0,23.0,20.0,22.0,24.0,24.0,22.0,20.0,23.0,24.0,23.0,23.0,21.0,21.0,23.0,22.0,25.0,25.0,23.0,24.0,24.0,22.0,22.0,24.0,21.0,24.0,24.0,24.0,24.0,21.0,24.0,21.0,25.0,,25.0,22.0,24.0,25.0,22.0
1093,4353,124,H,maryland,67,-900,0.9,12,W,256,21.0,23.0,22.0,25.0,20.0,19.0,22.0,22.0,22.0,23.0,24.0,24.0,,21.0,23.0,12.0,19.0,22.0,20.0,22.0,23.0,21.0,,,22.0,23.0,21.0,24.0,19.0,24.0,22.0,23.0,21.0,23.0,22.0,22.0,21.0,22.0,22.0,24.0,22.0,18.0,24.0,23.0,21.0,22.0,17.0,21.0,23.0,23.0,22.0,19.0,22.0,23.0,22.0,24.0,22.0,23.0,22.0,22.0,22.0,25.0,23.0,23.0,23.0
1147,4580,128,V,maryland,85,170,0.37037037037037035,12,W,256,21.0,23.0,22.0,25.0,20.0,19.0,22.0,22.0,22.0,23.0,24.0,24.0,,21.0,23.0,12.0,19.0,22.0,20.0,22.0,23.0,21.0,,,22.0,23.0,21.0,24.0,19.0,24.0,22.0,23.0,21.0,23.0,22.0,22.0,21.0,22.0,22.0,24.0,22.0,18.0,24.0,23.0,21.0,22.0,17.0,21.0,23.0,23.0,22.0,19.0,22.0,23.0,22.0,24.0,22.0,23.0,22.0,22.0,22.0,25.0,23.0,23.0,23.0
1088,4344,124,V,purdue,84,-135,0.574468085106383,12,W,403,20.0,21.0,24.0,19.0,24.0,17.0,20.0,20.0,20.0,19.0,20.0,16.0,19.0,19.0,17.0,23.0,20.0,21.0,21.0,20.0,20.0,20.0,21.0,,20.0,20.0,20.0,20.0,21.0,23.0,20.0,20.0,17.0,18.0,19.0,20.0,22.0,21.0,20.0,20.0,19.0,20.0,20.0,18.0,16.0,18.0,21.0,17.0,18.0,20.0,23.0,20.0,18.0,20.0,21.0,19.0,20.0,20.0,19.0,18.0,21.0,17.0,20.0,19.0,17.0
1189,4786,129,V,purdue,80,-320,0.7619047619047619,12,L,403,20.0,21.0,24.0,19.0,24.0,17.0,20.0,20.0,20.0,19.0,20.0,16.0,19.0,19.0,17.0,23.0,20.0,21.0,21.0,20.0,20.0,20.0,21.0,,20.0,20.0,20.0,20.0,21.0,23.0,20.0,20.0,17.0,18.0,19.0,20.0,22.0,21.0,20.0,20.0,19.0,20.0,20.0,18.0,16.0,18.0,21.0,17.0,18.0,20.0,23.0,20.0,18.0,20.0,21.0,19.0,20.0,20.0,19.0,18.0,21.0,17.0,20.0,19.0,17.0
1122,4461,126,H,cincinnati,86,-160,0.6153846153846154,12,W,471,19.0,19.0,23.0,20.0,19.0,16.0,19.0,19.0,18.0,20.0,19.0,20.0,20.0,13.0,18.0,17.0,14.0,19.0,18.0,19.0,17.0,19.0,20.0,,18.0,16.0,19.0,19.0,23.0,20.0,19.0,18.0,20.0,17.0,20.0,19.0,19.0,18.0,19.0,19.0,18.0,17.0,19.0,20.0,19.0,19.0,19.0,18.0,21.0,19.0,17.0,17.0,17.0,19.0,19.0,17.0,19.0,19.0,21.0,19.0,20.0,13.0,18.0,20.0,21.0
1188,4785,129,H,cincinnati,94,NL,0.5,12,W,471,19.0,19.0,23.0,20.0,19.0,16.0,19.0,19.0,18.0,20.0,19.0,20.0,20.0,13.0,18.0,17.0,14.0,19.0,18.0,19.0,17.0,19.0,20.0,,18.0,16.0,19.0,19.0,23.0,20.0,19.0,18.0,20.0,17.0,20.0,19.0,19.0,18.0,19.0,19.0,18.0,17.0,19.0,20.0,19.0,19.0,19.0,18.0,21.0,19.0,17.0,17.0,17.0,19.0,19.0,17.0,19.0,19.0,21.0,19.0,20.0,13.0,18.0,20.0,21.0
1091,4351,124,H,west-virginia,85,-165,0.6226415094339622,12,W,558,15.0,18.0,11.0,18.0,22.0,18.0,18.0,18.0,15.0,16.0,17.0,19.0,18.0,20.0,19.0,18.0,18.0,16.0,23.0,17.0,18.0,13.0,17.0,,19.0,15.0,15.0,13.0,12.0,17.0,17.0,14.0,19.0,24.0,16.0,16.0,15.0,15.0,18.0,17.0,20.0,14.0,16.0,19.0,20.0,16.0,23.0,15.0,19.0,14.0,19.0,21.0,19.0,13.0,15.0,18.0,17.0,18.0,16.0,21.0,19.0,18.0,19.0,18.0,15.0
1137,4559,128,H,west-virginia,81,-1500,0.9375,12,W,558,15.0,18.0,11.0,18.0,22.0,18.0,18.0,18.0,15.0,16.0,17.0,19.0,18.0,20.0,19.0,18.0,18.0,16.0,23.0,17.0,18.0,13.0,17.0,,19.0,15.0,15.0,13.0,12.0,17.0,17.0,14.0,19.0,24.0,16.0,16.0,15.0,15.0,18.0,17.0,20.0,14.0,16.0,19.0,20.0,16.0,23.0,15.0,19.0,14.0,19.0,21.0,19.0,13.0,15.0,18.0,17.0,18.0,16.0,21.0,19.0,18.0,19.0,18.0,15.0
1075,4299,123,H,duke,82,-2000,0.9523809523809523,12,L,616,18.0,16.0,21.0,16.0,14.0,15.0,17.0,15.0,16.0,17.0,18.0,18.0,15.0,17.0,13.0,20.0,15.0,18.0,19.0,14.0,15.0,17.0,12.0,,17.0,17.0,17.0,16.0,18.0,15.0,18.0,15.0,16.0,15.0,18.0,18.0,16.0,17.0,17.0,15.0,17.0,19.0,15.0,12.0,17.0,15.0,18.0,14.0,20.0,15.0,16.0,18.0,15.0,14.0,17.0,16.0,16.0,14.0,18.0,13.0,15.0,21.0,17.0,16.0,19.0
1155,4604,128,V,duke,85,-300,0.75,12,W,616,18.0,16.0,21.0,16.0,14.0,15.0,17.0,15.0,16.0,17.0,18.0,18.0,15.0,17.0,13.0,20.0,15.0,18.0,19.0,14.0,15.0,17.0,12.0,,17.0,17.0,17.0,16.0,18.0,15.0,18.0,15.0,16.0,15.0,18.0,18.0,16.0,17.0,17.0,15.0,17.0,19.0,15.0,12.0,17.0,15.0,18.0,14.0,20.0,15.0,16.0,18.0,15.0,14.0,17.0,16.0,16.0,14.0,18.0,13.0,15.0,21.0,17.0,16.0,19.0
1110,4398,125,V,creighton,51,-125,0.5555555555555556,12,L,716,10.0,12.0,16.0,15.0,13.0,21.0,11.0,12.0,17.0,11.0,13.0,9.0,14.0,15.0,15.0,16.0,16.0,6.0,10.0,15.0,19.0,14.0,18.0,,16.0,14.0,10.0,11.0,13.0,19.0,15.0,16.0,18.0,13.0,17.0,12.0,17.0,16.0,13.0,18.0,11.0,6.0,13.0,17.0,18.0,20.0,13.0,19.0,11.0,16.0,10.0,15.0,20.0,18.0,14.0,20.0,18.0,17.0,13.0,16.0,17.0,19.0,16.0,17.0,18.0
1154,4601,128,H,creighton,83,NL,0.5,12,W,716,10.0,12.0,16.0,15.0,13.0,21.0,11.0,12.0,17.0,11.0,13.0,9.0,14.0,15.0,15.0,16.0,16.0,6.0,10.0,15.0,19.0,14.0,18.0,,16.0,14.0,10.0,11.0,13.0,19.0,15.0,16.0,18.0,13.0,17.0,12.0,17.0,16.0,13.0,18.0,11.0,6.0,13.0,17.0,18.0,20.0,13.0,19.0,11.0,16.0,10.0,15.0,20.0,18.0,14.0,20.0,18.0,17.0,13.0,16.0,17.0,19.0,16.0,17.0,18.0
1099,4361,124,H,wisconsin,82,-1800,0.9473684210526315,12,W,738,16.0,17.0,15.0,17.0,12.0,14.0,14.0,16.0,19.0,14.0,16.0,15.0,16.0,16.0,12.0,13.0,17.0,14.0,16.0,13.0,14.0,16.0,14.0,,15.0,13.0,13.0,15.0,15.0,16.0,16.0,11.0,15.0,14.0,12.0,14.0,12.0,13.0,16.0,16.0,15.0,21.0,14.0,16.0,12.0,17.0,14.0,11.0,15.0,18.0,18.0,13.0,16.0,15.0,18.0,13.0,14.0,12.0,10.0,14.0,11.0,9.0,12.0,13.0,13.0
1144,4570,128,V,wisconsin,61,NL,0.5,12,W,738,16.0,17.0,15.0,17.0,12.0,14.0,14.0,16.0,19.0,14.0,16.0,15.0,16.0,16.0,12.0,13.0,17.0,14.0,16.0,13.0,14.0,16.0,14.0,,15.0,13.0,13.0,15.0,15.0,16.0,16.0,11.0,15.0,14.0,12.0,14.0,12.0,13.0,16.0,16.0,15.0,21.0,14.0,16.0,12.0,17.0,14.0,11.0,15.0,18.0,18.0,13.0,16.0,15.0,18.0,13.0,14.0,12.0,10.0,14.0,11.0,9.0,12.0,13.0,13.0
1098,4359,124,H,notre-dame,54,-135,0.574468085106383,12,L,761,17.0,14.0,13.0,12.0,15.0,13.0,16.0,13.0,14.0,15.0,14.0,17.0,17.0,18.0,10.0,10.0,13.0,15.0,11.0,18.0,10.0,11.0,13.0,,12.0,18.0,18.0,18.0,16.0,10.0,14.0,21.0,11.0,19.0,14.0,17.0,10.0,19.0,12.0,11.0,14.0,13.0,18.0,14.0,10.0,13.0,16.0,20.0,13.0,12.0,15.0,11.0,13.0,12.0,16.0,14.0,10.0,15.0,17.0,11.0,12.0,12.0,13.0,14.0,16.0
1138,4560,128,V,notre-dame,60,-310,0.7560975609756098,12,L,761,17.0,14.0,13.0,12.0,15.0,13.0,16.0,13.0,14.0,15.0,14.0,17.0,17.0,18.0,10.0,10.0,13.0,15.0,11.0,18.0,10.0,11.0,13.0,,12.0,18.0,18.0,18.0,16.0,10.0,14.0,21.0,11.0,19.0,14.0,17.0,10.0,19.0,12.0,11.0,14.0,13.0,18.0,14.0,10.0,13.0,16.0,20.0,13.0,12.0,15.0,11.0,13.0,12.0,16.0,14.0,10.0,15.0,17.0,11.0,12.0,12.0,13.0,14.0,16.0
1086,4342,124,V,louisville,106,-200,0.6666666666666666,12,W,782,14.0,15.0,17.0,14.0,17.0,12.0,15.0,14.0,13.0,13.0,12.0,12.0,13.0,14.0,11.0,15.0,21.0,17.0,14.0,12.0,13.0,15.0,11.0,,13.0,19.0,14.0,14.0,17.0,14.0,12.0,13.0,14.0,12.0,15.0,15.0,13.0,14.0,15.0,14.0,13.0,16.0,10.0,15.0,13.0,12.0,15.0,13.0,10.0,13.0,14.0,12.0,12.0,17.0,13.0,15.0,13.0,13.0,15.0,6.0,14.0,16.0,15.0,15.0,10.0
1179,4763,129,H,louisville,85,-1800,0.9473684210526315,12,W,782,14.0,15.0,17.0,14.0,17.0,12.0,15.0,14.0,13.0,13.0,12.0,12.0,13.0,14.0,11.0,15.0,21.0,17.0,14.0,12.0,13.0,15.0,11.0,,13.0,19.0,14.0,14.0,17.0,14.0,12.0,13.0,14.0,12.0,15.0,15.0,13.0,14.0,15.0,14.0,13.0,16.0,10.0,15.0,13.0,12.0,15.0,13.0,10.0,13.0,14.0,12.0,12.0,17.0,13.0,15.0,13.0,13.0,15.0,6.0,14.0,16.0,15.0,15.0,10.0
1097,4358,124,V,virginia,71,115,0.46511627906976744,12,W,793,13.0,11.0,12.0,13.0,11.0,11.0,13.0,17.0,12.0,18.0,15.0,11.0,12.0,10.0,20.0,14.0,12.0,13.0,13.0,16.0,12.0,12.0,15.0,,14.0,12.0,16.0,17.0,14.0,13.0,13.0,17.0,13.0,16.0,13.0,13.0,18.0,12.0,14.0,13.0,16.0,15.0,11.0,11.0,15.0,11.0,12.0,9.0,16.0,17.0,12.0,14.0,14.0,16.0,12.0,12.0,12.0,16.0,12.0,17.0,13.0,15.0,14.0,11.0,14.0
1180,4764,129,V,virginia,59,210,0.3225806451612903,12,L,793,13.0,11.0,12.0,13.0,11.0,11.0,13.0,17.0,12.0,18.0,15.0,11.0,12.0,10.0,20.0,14.0,12.0,13.0,13.0,16.0,12.0,12.0,15.0,,14.0,12.0,16.0,17.0,14.0,13.0,13.0,17.0,13.0,16.0,13.0,13.0,18.0,12.0,14.0,13.0,16.0,15.0,11.0,11.0,15.0,11.0,12.0,9.0,16.0,17.0,12.0,14.0,14.0,16.0,12.0,12.0,12.0,16.0,12.0,17.0,13.0,15.0,14.0,11.0,14.0
1114,4416,125,V,butler,61,-135,0.574468085106383,12,W,895,11.0,9.0,14.0,10.0,16.0,20.0,12.0,10.0,10.0,12.0,11.0,13.0,11.0,12.0,16.0,19.0,11.0,12.0,12.0,11.0,9.0,18.0,16.0,,10.0,11.0,12.0,12.0,10.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,10.0,17.0,10.0,11.0,8.0,11.0,16.0,14.0,10.0,13.0,16.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,12.0,16.0,6.0,11.0,12.0,12.0
1171,4687,128,H,butler,81,-410,0.803921568627451,12,L,895,11.0,9.0,14.0,10.0,16.0,20.0,12.0,10.0,10.0,12.0,11.0,13.0,11.0,12.0,16.0,19.0,11.0,12.0,12.0,11.0,9.0,18.0,16.0,,10.0,11.0,12.0,12.0,10.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,10.0,17.0,10.0,11.0,8.0,11.0,16.0,14.0,10.0,13.0,16.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,12.0,16.0,6.0,11.0,12.0,12.0
1130,4502,126,V,oregon,73,-130,0.5652173913043478,12,W,1022,9.0,10.0,8.0,11.0,10.0,8.0,9.0,11.0,8.0,10.0,10.0,14.0,10.0,8.0,14.0,6.0,9.0,11.0,6.0,10.0,16.0,9.0,10.0,,11.0,10.0,11.0,10.0,6.0,6.0,8.0,9.0,12.0,10.0,6.0,9.0,14.0,10.0,10.0,10.0,9.0,9.0,12.0,13.0,14.0,14.0,10.0,12.0,8.0,11.0,11.0,6.0,10.0,10.0,10.0,10.0,15.0,10.0,7.0,15.0,9.0,14.0,9.0,10.0,5.0
1174,4704,128,V,oregon,65,-300,0.75,12,L,1022,9.0,10.0,8.0,11.0,10.0,8.0,9.0,11.0,8.0,10.0,10.0,14.0,10.0,8.0,14.0,6.0,9.0,11.0,6.0,10.0,16.0,9.0,10.0,,11.0,10.0,11.0,10.0,6.0,6.0,8.0,9.0,12.0,10.0,6.0,9.0,14.0,10.0,10.0,10.0,9.0,9.0,12.0,13.0,14.0,14.0,10.0,12.0,8.0,11.0,11.0,6.0,10.0,10.0,10.0,10.0,15.0,10.0,7.0,15.0,9.0,14.0,9.0,10.0,5.0
1125,4485,126,H,north-carolina,91,-1500,0.9375,12,W,1154,7.0,13.0,6.0,9.0,8.0,7.0,7.0,9.0,11.0,8.0,8.0,6.0,9.0,6.0,7.0,9.0,7.0,7.0,15.0,7.0,11.0,10.0,8.0,,9.0,9.0,7.0,8.0,8.0,12.0,7.0,10.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,10.0,12.0,9.0,7.0,6.0,6.0,8.0,6.0,7.0,6.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,9.0,6.0,8.0,6.0,10.0,6.0,8.0,6.0
1146,4576,128,V,north-carolina,62,-245,0.7101449275362319,12,L,1154,7.0,13.0,6.0,9.0,8.0,7.0,7.0,9.0,11.0,8.0,8.0,6.0,9.0,6.0,7.0,9.0,7.0,7.0,15.0,7.0,11.0,10.0,8.0,,9.0,9.0,7.0,8.0,8.0,12.0,7.0,10.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,10.0,12.0,9.0,7.0,6.0,6.0,8.0,6.0,7.0,6.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,9.0,6.0,8.0,6.0,10.0,6.0,8.0,6.0
1118,4436,125,V,ucla,76,-325,0.7647058823529411,12,L,1161,6.0,7.0,9.0,8.0,7.0,10.0,10.0,8.0,7.0,5.0,7.0,8.0,8.0,11.0,5.0,8.0,10.0,9.0,7.0,6.0,8.0,8.0,6.0,,8.0,8.0,9.0,7.0,9.0,9.0,10.0,6.0,9.0,9.0,10.0,8.0,6.0,6.0,9.0,9.0,8.0,7.0,8.0,9.0,9.0,10.0,7.0,7.0,6.0,9.0,5.0,7.0,6.0,5.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,11.0,10.0,6.0,3.0
1129,4497,126,H,arizona,79,-4000,0.975609756097561,12,W,1172,12.0,6.0,10.0,7.0,6.0,5.0,8.0,7.0,5.0,4.0,6.0,7.0,6.0,9.0,4.0,7.0,8.0,10.0,5.0,9.0,7.0,7.0,5.0,,7.0,7.0,8.0,6.0,11.0,8.0,9.0,7.0,8.0,8.0,9.0,10.0,5.0,9.0,8.0,8.0,7.0,11.0,7.0,8.0,8.0,9.0,6.0,10.0,12.0,8.0,9.0,5.0,8.0,9.0,8.0,6.0,7.0,7.0,11.0,9.0,8.0,7.0,8.0,5.0,11.0
1185,4777,129,H,arizona,77,NL,0.5,12,W,1172,12.0,6.0,10.0,7.0,6.0,5.0,8.0,7.0,5.0,4.0,6.0,7.0,6.0,9.0,4.0,7.0,8.0,10.0,5.0,9.0,7.0,7.0,5.0,,7.0,7.0,8.0,6.0,11.0,8.0,9.0,7.0,8.0,8.0,9.0,10.0,5.0,9.0,8.0,8.0,7.0,11.0,7.0,8.0,8.0,9.0,6.0,10.0,12.0,8.0,9.0,5.0,8.0,9.0,8.0,6.0,7.0,7.0,11.0,9.0,8.0,7.0,8.0,5.0,11.0
1108,4390,125,V,florida-state,56,-550,0.8461538461538461,12,L,1195,8.0,8.0,7.0,5.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,10.0,7.0,7.0,9.0,11.0,6.0,8.0,9.0,8.0,6.0,6.0,9.0,,6.0,5.0,6.0,9.0,7.0,7.0,6.0,8.0,7.0,5.0,8.0,7.0,8.0,8.0,6.0,7.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,8.0,9.0,7.0,4.0,10.0,7.0,8.0,7.0,9.0,6.0,6.0,9.0,4.0,7.0,8.0,7.0,9.0,9.0
1141,4564,128,V,florida-state,72,-150,0.6,12,L,1195,8.0,8.0,7.0,5.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,10.0,7.0,7.0,9.0,11.0,6.0,8.0,9.0,8.0,6.0,6.0,9.0,,6.0,5.0,6.0,9.0,7.0,7.0,6.0,8.0,7.0,5.0,8.0,7.0,8.0,8.0,6.0,7.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,8.0,9.0,7.0,4.0,10.0,7.0,8.0,7.0,9.0,6.0,6.0,9.0,4.0,7.0,8.0,7.0,9.0,9.0
1111,4407,125,H,baylor,65,-450,0.8181818181818182,12,W,1356,5.0,4.0,3.0,6.0,3.0,6.0,5.0,5.0,4.0,7.0,5.0,3.0,5.0,4.0,8.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,7.0,,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,9.0,4.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,8.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0
