,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
514,1679,1210,H,california,45,-175,0.6363636363636364,5,W,19,,,,,,,,20.0,,,,,,25.0,,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,22.0,,,,,,,,,,,,,,,,,25.0,,,,,
545,1779,1213,H,california,67,-615,0.8601398601398601,5,W,19,,,,,,,,20.0,,,,,,25.0,,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,22.0,,,,,,,,,,,,,,,,,25.0,,,,,
529,1735,1213,H,arkansas,69,-410,0.803921568627451,5,W,22,25.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,
510,1674,1210,V,colorado-state,62,205,0.32786885245901637,5,W,28,,,25.0,,,,,,,,,,,,,24.0,20.0,,,,,,,,,,,,,,,,,,23.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,15.0
494,1637,1209,H,tcu,80,-7750,0.9872611464968153,5,W,45,,25.0,,,,24.0,,,25.0,,,,,,,,16.0,,22.0,,,,25.0,,,,,,,,25.0,,,,,,25.0,,22.0,,,25.0,24.0,25.0,,,,,23.0,,,,,,,,,,,,,18.0,,,21.0
491,1629,1209,H,baylor,77,-214,0.6815286624203821,5,W,49,,18.0,,,,,,24.0,,,,,,,,,19.0,,,,,25.0,,24.0,,,,,20.0,,,,24.0,,,24.0,,,,,,,,,24.0,22.0,22.0,,,,,25.0,25.0,25.0,,,24.0,,,,,,,22.0,
488,1624,1209,V,seton-hall,68,674,0.12919896640826872,5,L,57,,,23.0,,,,,,,,,,,21.0,,23.0,15.0,,,18.0,,,,,,,,,,,,,,,,,24.0,,,22.0,,24.0,,,,,,,,19.0,,,,,,,,24.0,,23.0,,,,,19.0
573,1873,1214,H,seton-hall,67,-645,0.8657718120805369,5,W,57,,,23.0,,,,,,,,,,,21.0,,23.0,15.0,,,18.0,,,,,,,,,,,,,,,,,24.0,,,22.0,,24.0,,,,,,,,19.0,,,,,,,,24.0,,23.0,,,,,19.0
498,1653,1209,H,iowa,67,-62100,0.9983922829581994,5,W,60,,,,25.0,,,22.0,25.0,24.0,,24.0,18.0,,,24.0,,,,,,,,,,23.0,16.0,,,17.0,,,,,,,,,,,,,,,,23.0,20.0,,,,,,,,18.0,,,,25.0,,,,,,,
522,1721,1212,H,iowa,75,-245,0.7101449275362319,5,L,60,,,,25.0,,,22.0,25.0,24.0,,24.0,18.0,,,24.0,,,,,,,,,,23.0,16.0,,,17.0,,,,,,,,,,,,,,,,23.0,20.0,,,,,,,,18.0,,,,25.0,,,,,,,
503,1659,1210,H,georgetown,70,-140,0.5833333333333334,5,L,62,,22.0,,20.0,20.0,,,,,,,,,,25.0,,,,,,22.0,22.0,,,24.0,,25.0,,,,,,,,24.0,,,23.0,,,,,,,20.0,24.0,,,,,,16.0,23.0,,,,,,,,,,,18.0,
560,1835,1213,H,georgetown,76,-1600,0.9411764705882353,5,W,62,,22.0,,20.0,20.0,,,,,,,,,,25.0,,,,,,22.0,22.0,,,24.0,,25.0,,,,,,,,24.0,,,23.0,,,,,,,20.0,24.0,,,,,,16.0,23.0,,,,,,,,,,,18.0,
485,1619,1209,H,illinois,59,231,0.3021148036253776,5,L,91,,24.0,,24.0,25.0,,,19.0,,23.0,,,,18.0,,,,22.0,25.0,,25.0,,,23.0,,,23.0,24.0,16.0,,21.0,23.0,,,,,,24.0,,24.0,25.0,23.0,,,,23.0,,,,21.0,24.0,24.0,24.0,22.0,,,22.0,,,,,,,20.0,
539,1759,1213,H,illinois,70,-270,0.7297297297297297,5,L,91,,24.0,,24.0,25.0,,,19.0,,23.0,,,,18.0,,,,22.0,25.0,,25.0,,,23.0,,,23.0,24.0,16.0,,21.0,23.0,,,,,,24.0,,24.0,25.0,23.0,,,,23.0,,,,21.0,24.0,24.0,24.0,22.0,,,22.0,,,,,,,20.0,
572,1869,1214,H,michigan-state,87,-3931,0.9751922599851154,5,W,120,23.0,,,,,,,21.0,,25.0,23.0,22.0,,,,20.0,,,,,,19.0,,,25.0,,21.0,25.0,13.0,25.0,,,20.0,,25.0,22.0,,25.0,19.0,23.0,24.0,,,,,19.0,23.0,25.0,,18.0,23.0,,,21.0,,24.0,25.0,,25.0,,16.0,,,21.0,
544,1775,1213,H,notre-dame,83,-650,0.8666666666666667,5,W,200,,,,22.0,21.0,23.0,24.0,,,20.0,20.0,21.0,25.0,,,,17.0,24.0,19.0,19.0,17.0,24.0,18.0,,20.0,23.0,17.0,16.0,,21.0,,25.0,23.0,,,,,,,,,19.0,14.0,22.0,17.0,,21.0,,25.0,22.0,,22.0,,20.0,17.0,,23.0,21.0,24.0,15.0,24.0,23.0,,,
517,1692,1210,V,northern-iowa,65,-155,0.6078431372549019,5,W,232,19.0,,24.0,,24.0,,21.0,,23.0,,21.0,,24.0,13.0,20.0,19.0,18.0,23.0,,11.0,18.0,,24.0,25.0,,22.0,24.0,,,22.0,13.0,24.0,25.0,,17.0,21.0,17.0,22.0,20.0,25.0,22.0,,,18.0,,,24.0,17.0,17.0,,19.0,,,,,20.0,,16.0,23.0,22.0,,22.0,19.0,,16.0
540,1760,1213,V,northern-iowa,87,245,0.2898550724637681,5,L,232,19.0,,24.0,,24.0,,21.0,,23.0,,21.0,,24.0,13.0,20.0,19.0,18.0,23.0,,11.0,18.0,,24.0,25.0,,22.0,24.0,,,22.0,13.0,24.0,25.0,,17.0,21.0,17.0,22.0,20.0,25.0,22.0,,,18.0,,,24.0,17.0,17.0,,19.0,,,,,20.0,,16.0,23.0,22.0,,22.0,19.0,,16.0
571,1867,1214,H,west-virginia,69,-2335,0.9589322381930184,5,W,313,15.0,16.0,19.0,,,20.0,17.0,23.0,19.0,,22.0,,14.0,17.0,19.0,,,16.0,16.0,17.0,,,20.0,,,21.0,,23.0,23.0,24.0,17.0,21.0,,,19.0,25.0,21.0,17.0,15.0,18.0,20.0,,25.0,16.0,,21.0,20.0,22.0,19.0,24.0,21.0,,21.0,23.0,19.0,21.0,18.0,20.0,21.0,24.0,20.0,16.0,14.0,17.0,25.0
525,1726,1213,V,north-carolina,70,540,0.15625,5,L,350,16.0,20.0,20.0,,,16.0,,13.0,18.0,21.0,25.0,19.0,20.0,24.0,15.0,,,15.0,12.0,,,,13.0,19.0,,18.0,,17.0,15.0,,14.0,15.0,22.0,,16.0,23.0,16.0,13.0,18.0,,16.0,,,20.0,22.0,14.0,,19.0,22.0,12.0,15.0,,,19.0,25.0,19.0,20.0,13.0,16.0,,18.0,,25.0,,
520,1699,1210,H,maryland,67,-770,0.8850574712643678,5,W,370,24.0,15.0,,21.0,18.0,21.0,15.0,14.0,22.0,18.0,14.0,20.0,21.0,22.0,23.0,16.0,23.0,17.0,15.0,20.0,19.0,17.0,,18.0,15.0,25.0,18.0,18.0,,23.0,24.0,22.0,16.0,,,,19.0,21.0,16.0,14.0,23.0,14.0,20.0,17.0,19.0,25.0,25.0,23.0,24.0,,20.0,20.0,19.0,24.0,22.0,22.0,15.0,,20.0,21.0,21.0,14.0,23.0,19.0,18.0
559,1833,1213,H,maryland,67,-1300,0.9285714285714286,5,W,370,24.0,15.0,,21.0,18.0,21.0,15.0,14.0,22.0,18.0,14.0,20.0,21.0,22.0,23.0,16.0,23.0,17.0,15.0,20.0,19.0,17.0,,18.0,15.0,25.0,18.0,18.0,,23.0,24.0,22.0,16.0,,,,19.0,21.0,16.0,14.0,23.0,14.0,20.0,17.0,19.0,25.0,25.0,23.0,24.0,,20.0,20.0,19.0,24.0,22.0,22.0,15.0,,20.0,21.0,21.0,14.0,23.0,19.0,18.0
512,1677,1210,H,san-diego-state,60,-705,0.8757763975155279,5,W,390,20.0,,22.0,14.0,22.0,14.0,19.0,22.0,15.0,24.0,18.0,24.0,23.0,20.0,22.0,21.0,25.0,18.0,20.0,22.0,23.0,20.0,19.0,20.0,19.0,,22.0,20.0,25.0,19.0,16.0,18.0,13.0,,14.0,20.0,22.0,20.0,,19.0,17.0,22.0,16.0,19.0,25.0,18.0,15.0,20.0,20.0,20.0,18.0,18.0,18.0,,14.0,17.0,12.0,17.0,22.0,20.0,19.0,21.0,17.0,25.0,
531,1740,1213,V,oklahoma,87,-185,0.6491228070175439,5,W,557,12.0,13.0,18.0,16.0,17.0,13.0,13.0,16.0,20.0,17.0,19.0,15.0,17.0,,16.0,14.0,,21.0,,,14.0,14.0,17.0,13.0,11.0,15.0,20.0,21.0,21.0,14.0,,20.0,19.0,,21.0,15.0,,15.0,17.0,21.0,13.0,18.0,17.0,21.0,15.0,15.0,14.0,15.0,14.0,13.0,16.0,14.0,12.0,12.0,20.0,14.0,16.0,15.0,19.0,19.0,22.0,12.0,22.0,16.0,22.0
483,1617,1208,H,butler,93,-20825,0.995221027479092,5,W,593,13.0,23.0,16.0,17.0,15.0,15.0,20.0,17.0,13.0,16.0,15.0,16.0,15.0,15.0,17.0,18.0,22.0,13.0,17.0,16.0,15.0,15.0,22.0,15.0,12.0,17.0,14.0,12.0,22.0,16.0,19.0,16.0,21.0,,15.0,17.0,13.0,18.0,23.0,20.0,14.0,16.0,23.0,23.0,16.0,,17.0,16.0,15.0,16.0,17.0,15.0,15.0,15.0,16.0,18.0,19.0,22.0,18.0,14.0,13.0,13.0,15.0,15.0,13.0
566,1852,1214,V,butler,55,-125,0.5555555555555556,5,L,593,13.0,23.0,16.0,17.0,15.0,15.0,20.0,17.0,13.0,16.0,15.0,16.0,15.0,15.0,17.0,18.0,22.0,13.0,17.0,16.0,15.0,15.0,22.0,15.0,12.0,17.0,14.0,12.0,22.0,16.0,19.0,16.0,21.0,,15.0,17.0,13.0,18.0,23.0,20.0,14.0,16.0,23.0,23.0,16.0,,17.0,16.0,15.0,16.0,17.0,15.0,15.0,15.0,16.0,18.0,19.0,22.0,18.0,14.0,13.0,13.0,15.0,15.0,13.0
496,1647,1209,H,iowa-state,73,-20825,0.995221027479092,5,W,668,11.0,,12.0,23.0,19.0,12.0,16.0,15.0,12.0,14.0,16.0,14.0,16.0,23.0,10.0,17.0,24.0,14.0,18.0,13.0,20.0,16.0,14.0,14.0,16.0,13.0,16.0,15.0,18.0,15.0,18.0,12.0,17.0,,12.0,14.0,12.0,14.0,14.0,15.0,12.0,12.0,12.0,15.0,18.0,13.0,13.0,12.0,13.0,11.0,13.0,21.0,20.0,17.0,21.0,16.0,17.0,14.0,15.0,16.0,14.0,15.0,12.0,24.0,20.0
521,1720,1212,V,iowa-state,90,205,0.32786885245901637,5,W,668,11.0,,12.0,23.0,19.0,12.0,16.0,15.0,12.0,14.0,16.0,14.0,16.0,23.0,10.0,17.0,24.0,14.0,18.0,13.0,20.0,16.0,14.0,14.0,16.0,13.0,16.0,15.0,18.0,15.0,18.0,12.0,17.0,,12.0,14.0,12.0,14.0,14.0,15.0,12.0,12.0,12.0,15.0,18.0,13.0,13.0,12.0,13.0,11.0,13.0,21.0,20.0,17.0,21.0,16.0,17.0,14.0,15.0,16.0,14.0,15.0,12.0,24.0,20.0
519,1697,1210,H,ohio-state,97,-3931,0.9751922599851154,5,W,808,14.0,11.0,13.0,15.0,14.0,17.0,12.0,18.0,17.0,11.0,11.0,11.0,11.0,12.0,14.0,13.0,11.0,12.0,14.0,15.0,12.0,13.0,12.0,12.0,17.0,12.0,11.0,13.0,12.0,11.0,23.0,13.0,15.0,,13.0,13.0,15.0,12.0,13.0,16.0,15.0,13.0,15.0,12.0,11.0,12.0,16.0,13.0,12.0,14.0,12.0,13.0,11.0,11.0,15.0,12.0,11.0,12.0,14.0,12.0,12.0,,13.0,11.0,14.0
551,1795,1213,H,ohio-state,87,-3700,0.9736842105263158,5,W,808,14.0,11.0,13.0,15.0,14.0,17.0,12.0,18.0,17.0,11.0,11.0,11.0,11.0,12.0,14.0,13.0,11.0,12.0,14.0,15.0,12.0,13.0,12.0,12.0,17.0,12.0,11.0,13.0,12.0,11.0,23.0,13.0,15.0,,13.0,13.0,15.0,12.0,13.0,16.0,15.0,13.0,15.0,12.0,11.0,12.0,16.0,13.0,12.0,14.0,12.0,13.0,11.0,11.0,15.0,12.0,11.0,12.0,14.0,12.0,12.0,,13.0,11.0,14.0
489,1625,1209,H,wichita-state,77,-901,0.9000999000999002,5,W,929,17.0,14.0,10.0,13.0,12.0,6.0,8.0,11.0,11.0,12.0,13.0,13.0,13.0,9.0,13.0,11.0,14.0,9.0,13.0,12.0,13.0,11.0,11.0,11.0,14.0,8.0,13.0,10.0,11.0,13.0,8.0,10.0,11.0,,9.0,11.0,11.0,10.0,9.0,12.0,11.0,11.0,10.0,14.0,14.0,9.0,10.0,10.0,8.0,15.0,11.0,11.0,14.0,14.0,12.0,11.0,14.0,11.0,11.0,11.0,10.0,11.0,11.0,14.0,17.0
524,1724,1213,V,wichita-state,77,-1030,0.911504424778761,5,W,929,17.0,14.0,10.0,13.0,12.0,6.0,8.0,11.0,11.0,12.0,13.0,13.0,13.0,9.0,13.0,11.0,14.0,9.0,13.0,12.0,13.0,11.0,11.0,11.0,14.0,8.0,13.0,10.0,11.0,13.0,8.0,10.0,11.0,,9.0,11.0,11.0,10.0,9.0,12.0,11.0,11.0,10.0,14.0,14.0,9.0,10.0,10.0,8.0,15.0,11.0,11.0,14.0,14.0,12.0,11.0,14.0,11.0,11.0,11.0,10.0,11.0,11.0,14.0,17.0
502,1658,1210,V,kansas,75,120,0.45454545454545453,5,W,1083,8.0,10.0,11.0,10.0,8.0,11.0,11.0,8.0,9.0,10.0,10.0,10.0,9.0,8.0,8.0,10.0,7.0,11.0,9.0,10.0,9.0,8.0,10.0,10.0,9.0,11.0,10.0,8.0,10.0,7.0,10.0,9.0,9.0,,11.0,10.0,10.0,8.0,10.0,8.0,9.0,10.0,9.0,10.0,9.0,10.0,7.0,7.0,11.0,6.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,7.0,8.0,4.0,10.0,7.0,9.0
533,1743,1213,H,kansas,63,-175,0.6363636363636364,5,W,1083,8.0,10.0,11.0,10.0,8.0,11.0,11.0,8.0,9.0,10.0,10.0,10.0,9.0,8.0,8.0,10.0,7.0,11.0,9.0,10.0,9.0,8.0,10.0,10.0,9.0,11.0,10.0,8.0,10.0,7.0,10.0,9.0,9.0,,11.0,10.0,10.0,8.0,10.0,8.0,9.0,10.0,9.0,10.0,9.0,10.0,7.0,7.0,11.0,6.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,7.0,8.0,4.0,10.0,7.0,9.0
516,1683,1210,H,gonzaga,81,-12500,0.9920634920634921,5,W,1145,10.0,5.0,9.0,7.0,10.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,9.0,5.0,10.0,5.0,8.0,7.0,4.0,7.0,6.0,4.0,5.0,9.0,6.0,11.0,7.0,6.0,11.0,11.0,8.0,,6.0,4.0,9.0,11.0,5.0,10.0,10.0,5.0,7.0,9.0,5.0,11.0,11.0,11.0,9.0,8.0,9.0,10.0,6.0,10.0,8.0,6.0,10.0,9.0,8.0,8.0,11.0,5.0,9.0,6.0,11.0
549,1786,1213,V,gonzaga,87,-310,0.7560975609756098,5,W,1145,10.0,5.0,9.0,7.0,10.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,9.0,5.0,10.0,5.0,8.0,7.0,4.0,7.0,6.0,4.0,5.0,9.0,6.0,11.0,7.0,6.0,11.0,11.0,8.0,,6.0,4.0,9.0,11.0,5.0,10.0,10.0,5.0,7.0,9.0,5.0,11.0,11.0,11.0,9.0,8.0,9.0,10.0,6.0,10.0,8.0,6.0,10.0,9.0,8.0,8.0,11.0,5.0,9.0,6.0,11.0
541,1771,1213,H,texas,59,-7750,0.9872611464968153,5,W,1155,9.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,11.0,11.0,7.0,9.0,8.0,7.0,8.0,10.0,6.0,7.0,9.0,8.0,10.0,9.0,6.0,8.0,9.0,9.0,7.0,7.0,,10.0,7.0,8.0,9.0,7.0,7.0,7.0,4.0,6.0,8.0,10.0,8.0,9.0,9.0,5.0,5.0,6.0,9.0,9.0,7.0,6.0,8.0,7.0,8.0,10.0,6.0,9.0,9.0,8.0,9.0,10.0
484,1618,1209,V,villanova,73,-259,0.7214484679665738,5,W,1173,7.0,9.0,7.0,9.0,7.0,7.0,10.0,9.0,7.0,6.0,9.0,9.0,7.0,6.0,6.0,9.0,6.0,10.0,10.0,6.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,4.0,9.0,10.0,7.0,8.0,10.0,,8.0,8.0,7.0,6.0,11.0,9.0,8.0,6.0,3.0,6.0,8.0,7.0,8.0,8.0,6.0,9.0,10.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,10.0,7.0,7.0,5.0,8.0,5.0
565,1851,1214,H,villanova,85,-2023,0.9528968440885539,5,W,1173,7.0,9.0,7.0,9.0,7.0,7.0,10.0,9.0,7.0,6.0,9.0,9.0,7.0,6.0,6.0,9.0,6.0,10.0,10.0,6.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,4.0,9.0,10.0,7.0,8.0,10.0,,8.0,8.0,7.0,6.0,11.0,9.0,8.0,6.0,3.0,6.0,8.0,7.0,8.0,8.0,6.0,9.0,10.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,10.0,7.0,7.0,5.0,8.0,5.0
509,1672,1210,V,wisconsin,93,-3500,0.9722222222222222,5,W,1316,4.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,7.0,7.0,4.0,8.0,6.0,6.0,9.0,5.0,4.0,5.0,5.0,4.0,5.0,8.0,5.0,5.0,4.0,5.0,4.0,5.0,,5.0,5.0,6.0,7.0,4.0,5.0,5.0,7.0,8.0,7.0,6.0,5.0,4.0,4.0,7.0,7.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,8.0,7.0,4.0,8.0
561,1837,1213,H,wisconsin,86,NL,0.5,5,W,1316,4.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,7.0,7.0,4.0,8.0,6.0,6.0,9.0,5.0,4.0,5.0,5.0,4.0,5.0,8.0,5.0,5.0,4.0,5.0,4.0,5.0,,5.0,5.0,6.0,7.0,4.0,5.0,5.0,7.0,8.0,7.0,6.0,5.0,4.0,4.0,7.0,7.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,8.0,7.0,4.0,8.0
492,1630,1209,V,louisville,94,-763,0.884125144843569,5,W,1319,5.0,7.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,7.0,10.0,4.0,4.0,7.0,3.0,5.0,4.0,5.0,6.0,,7.0,9.0,5.0,4.0,6.0,4.0,4.0,9.0,11.0,4.0,4.0,6.0,5.0,5.0,10.0,10.0,4.0,6.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0,5.0,4.0
570,1863,1214,H,louisville,68,-37800,0.9973614775725593,5,W,1319,5.0,7.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,7.0,10.0,4.0,4.0,7.0,3.0,5.0,4.0,5.0,6.0,,7.0,9.0,5.0,4.0,6.0,4.0,4.0,9.0,11.0,4.0,4.0,6.0,5.0,5.0,10.0,10.0,4.0,6.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0,5.0,4.0
497,1651,1209,H,arizona,87,-29700,0.9966442953020134,5,W,1486,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
536,1755,1213,H,arizona,80,-665,0.869281045751634,5,W,1486,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
504,1661,1210,H,kentucky,56,-21500,0.9953703703703703,5,W,1600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
526,1727,1213,H,kentucky,84,-715,0.8773006134969326,5,W,1600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
627,2086,1220,V,davidson,80,-240,0.7058823529411765,6,W,1,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2066,1220,V,penn-state,73,-250,0.7142857142857143,6,W,3,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
578,1917,1216,H,oklahoma-state,68,-1700,0.9444444444444444,6,W,4,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
585,1951,1217,H,old-dominion,58,-150,0.6,6,W,4,,,,24.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2002,1218,V,lsu,79,-255,0.7183098591549296,6,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,
656,2179,1221,H,oklahoma-state,64,-520,0.8387096774193549,6,L,4,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
599,1992,1218,V,seton-hall,89,-210,0.6774193548387096,6,W,14,,,,,,,,,,,,,,,,,20.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,
657,2182,1221,V,seton-hall,47,180,0.35714285714285715,6,L,14,,,,,,,,,,,,,,,,,20.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,
649,2157,1220,H,arkansas,84,-1345,0.9307958477508651,6,W,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,18.0,,,,,,,,,,,,23.0,,,,,,,,,,
609,2045,1219,H,california,78,-270,0.7297297297297297,6,W,37,,,,,,,,22.0,,,,,,23.0,,21.0,15.0,,,,,,24.0,,,,,,,,,,25.0,,,,25.0,,25.0,,,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,
610,2051,1220,H,georgetown,81,-1190,0.9224806201550387,6,W,41,,22.0,,22.0,,,,,,,,25.0,,,,,,25.0,,,,23.0,,,24.0,,25.0,,24.0,,,,,25.0,,,,,,,,,,,20.0,24.0,,,,,,21.0,25.0,,,,,,,,,,,18.0,
636,2108,1220,V,northern-iowa,56,150,0.4,6,W,65,25.0,,25.0,,25.0,,25.0,,,,25.0,,,17.0,,23.0,,,,16.0,24.0,,21.0,24.0,,25.0,,,,,24.0,,,,19.0,,,,,,,25.0,,,,,,23.0,,,22.0,,,,,,,23.0,,24.0,24.0,,23.0,,25.0
608,2042,1219,V,colorado-state,85,-205,0.6721311475409836,6,W,75,,,22.0,23.0,23.0,,24.0,24.0,,25.0,24.0,,,25.0,,25.0,19.0,,,23.0,21.0,,,22.0,25.0,22.0,,,,,,,,,21.0,,21.0,25.0,,,,,,23.0,25.0,,21.0,,,,,,,,,,,25.0,,25.0,,21.0,,,21.0
638,2113,1220,H,tcu,88,-1570,0.9401197604790419,6,W,80,,24.0,,,,22.0,,,24.0,,,,,,,,12.0,,22.0,,22.0,,,,,23.0,,,,,22.0,,,,,,22.0,,21.0,,,24.0,24.0,22.0,,,,,22.0,,,,,,,,,24.0,25.0,,,22.0,,,11.0
597,1983,1217,H,baylor,66,-1300,0.9285714285714286,6,W,97,,18.0,,,,,23.0,16.0,25.0,24.0,,24.0,,,25.0,,18.0,,,,,25.0,,19.0,,,,,19.0,,,,22.0,,,21.0,,24.0,,,25.0,,,24.0,22.0,19.0,24.0,,,,,24.0,20.0,25.0,25.0,24.0,25.0,,23.0,,,,25.0,23.0,
589,1961,1217,H,michigan-state,66,-1300,0.9285714285714286,6,W,116,,,,,,,,,,,23.0,23.0,24.0,,,18.0,,,,,,18.0,,,23.0,,20.0,25.0,13.0,25.0,,25.0,19.0,,25.0,23.0,,,20.0,22.0,,22.0,,,,17.0,23.0,24.0,25.0,18.0,23.0,25.0,,21.0,,23.0,,,,23.0,,,,22.0,
651,2165,1220,H,michigan-state,64,-8213,0.9879706483820522,6,L,116,,,,,,,,,,,23.0,23.0,24.0,,,18.0,,,,,,18.0,,,23.0,,20.0,25.0,13.0,25.0,,25.0,19.0,,25.0,23.0,,,20.0,22.0,,22.0,,,,17.0,23.0,24.0,25.0,18.0,23.0,25.0,,21.0,,23.0,,,,23.0,,,,22.0,
