,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
472,1579,1207,H,ucla,75,-600,0.8571428571428571,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,
473,1581,1207,H,georgetown,78,-2000,0.9523809523809523,4,W,,22.0,,22.0,,,,,,,25.0,,,,,,,,,,,,,,,24.0,24.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,24.0,24.0,,,,24.0,,,,,,22.0,20.0,
474,1582,1207,V,creighton,65,240,0.29411764705882354,4,W,,,,,,25.0,,,,25.0,23.0,,,,,,,,21.0,,,,24.0,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,21.0,17.0,,
475,1583,1207,H,nebraska,55,-280,0.7368421052631579,4,L,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1586,1207,V,san-diego-state,36,-130,0.5652173913043478,4,L,15.0,12.0,15.0,12.0,15.0,14.0,11.0,14.0,14.0,15.0,13.0,12.0,13.0,16.0,18.0,12.0,14.0,16.0,14.0,17.0,12.0,12.0,13.0,13.0,15.0,12.0,13.0,12.0,17.0,13.0,13.0,15.0,12.0,13.0,13.0,10.0,17.0,16.0,13.0,13.0,14.0,12.0,16.0,13.0,13.0,16.0,17.0,15.0,16.0,17.0,13.0,13.0,12.0,14.0,12.0,15.0,12.0,14.0,19.0,14.0,13.0,19.0,13.0,12.0,13.0
477,1595,1207,H,colorado-state,66,-1000,0.9090909090909091,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1597,1207,H,kentucky,82,-25000,0.9960159362549801,4,W,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
479,1604,1208,V,yale,47,373,0.21141649048625794,5,L,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1605,1208,H,florida,85,-437,0.813780260707635,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1609,1208,H,providence,67,-1518,0.9381953028430161,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1611,1208,H,purdue,63,-1425,0.9344262295081968,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1617,1208,H,butler,93,-20825,0.995221027479092,5,W,13.0,23.0,16.0,17.0,15.0,15.0,20.0,17.0,13.0,16.0,15.0,16.0,15.0,15.0,17.0,18.0,22.0,13.0,17.0,16.0,15.0,15.0,22.0,15.0,12.0,17.0,14.0,12.0,22.0,16.0,19.0,16.0,21.0,,15.0,17.0,13.0,18.0,23.0,20.0,14.0,16.0,23.0,23.0,16.0,,17.0,16.0,15.0,16.0,17.0,15.0,15.0,15.0,16.0,18.0,19.0,22.0,18.0,14.0,13.0,13.0,15.0,15.0,13.0
484,1618,1209,V,villanova,73,-259,0.7214484679665738,5,W,7.0,9.0,7.0,9.0,7.0,7.0,10.0,9.0,7.0,6.0,9.0,9.0,7.0,6.0,6.0,9.0,6.0,10.0,10.0,6.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,4.0,9.0,10.0,7.0,8.0,10.0,,8.0,8.0,7.0,6.0,11.0,9.0,8.0,6.0,3.0,6.0,8.0,7.0,8.0,8.0,6.0,9.0,10.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,10.0,7.0,7.0,5.0,8.0,5.0
485,1619,1209,H,illinois,59,231,0.3021148036253776,5,L,,24.0,,24.0,25.0,,,19.0,,23.0,,,,18.0,,,,22.0,25.0,,25.0,,,23.0,,,23.0,24.0,16.0,,21.0,23.0,,,,,,24.0,,24.0,25.0,23.0,,,,23.0,,,,21.0,24.0,24.0,24.0,22.0,,,22.0,,,,,,,20.0,
486,1621,1209,H,dayton,56,-461,0.82174688057041,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,
487,1623,1209,H,michigan,42,-1329,0.9300209937018894,5,L,22.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,25.0,,,,
488,1624,1209,V,seton-hall,68,674,0.12919896640826872,5,L,,,23.0,,,,,,,,,,,21.0,,23.0,15.0,,,18.0,,,,,,,,,,,,,,,,,24.0,,,22.0,,24.0,,,,,,,,19.0,,,,,,,,24.0,,23.0,,,,,19.0
489,1625,1209,H,wichita-state,77,-901,0.9000999000999002,5,W,17.0,14.0,10.0,13.0,12.0,6.0,8.0,11.0,11.0,12.0,13.0,13.0,13.0,9.0,13.0,11.0,14.0,9.0,13.0,12.0,13.0,11.0,11.0,11.0,14.0,8.0,13.0,10.0,11.0,13.0,8.0,10.0,11.0,,9.0,11.0,11.0,10.0,9.0,12.0,11.0,11.0,10.0,14.0,14.0,9.0,10.0,10.0,8.0,15.0,11.0,11.0,14.0,14.0,12.0,11.0,14.0,11.0,11.0,11.0,10.0,11.0,11.0,14.0,17.0
490,1627,1209,H,kansas-state,50,-2023,0.9528968440885539,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1629,1209,H,baylor,77,-214,0.6815286624203821,5,W,,18.0,,,,,,24.0,,,,,,,,,19.0,,,,,25.0,,24.0,,,,,20.0,,,,24.0,,,24.0,,,,,,,,,24.0,22.0,22.0,,,,,25.0,25.0,25.0,,,24.0,,,,,,,22.0,
492,1630,1209,V,louisville,94,-763,0.884125144843569,5,W,5.0,7.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,7.0,10.0,4.0,4.0,7.0,3.0,5.0,4.0,5.0,6.0,,7.0,9.0,5.0,4.0,6.0,4.0,4.0,9.0,11.0,4.0,4.0,6.0,5.0,5.0,10.0,10.0,4.0,6.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0,5.0,4.0
493,1633,1209,H,xavier,66,-22600,0.9955947136563876,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1637,1209,H,tcu,80,-7750,0.9872611464968153,5,W,,25.0,,,,24.0,,,25.0,,,,,,,,16.0,,22.0,,,,25.0,,,,,,,,25.0,,,,,,25.0,,22.0,,,25.0,24.0,25.0,,,,,23.0,,,,,,,,,,,,,18.0,,,21.0
495,1643,1209,H,creighton,91,-1703,0.9445368829728231,5,W,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,24.0,,
496,1647,1209,H,iowa-state,73,-20825,0.995221027479092,5,W,11.0,,12.0,23.0,19.0,12.0,16.0,15.0,12.0,14.0,16.0,14.0,16.0,23.0,10.0,17.0,24.0,14.0,18.0,13.0,20.0,16.0,14.0,14.0,16.0,13.0,16.0,15.0,18.0,15.0,18.0,12.0,17.0,,12.0,14.0,12.0,14.0,14.0,15.0,12.0,12.0,12.0,15.0,18.0,13.0,13.0,12.0,13.0,11.0,13.0,21.0,20.0,17.0,21.0,16.0,17.0,14.0,15.0,16.0,14.0,15.0,12.0,24.0,20.0
497,1651,1209,H,arizona,87,-29700,0.9966442953020134,5,W,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
498,1653,1209,H,iowa,67,-62100,0.9983922829581994,5,W,,,,25.0,,,22.0,25.0,24.0,,24.0,18.0,,,24.0,,,,,,,,,,23.0,16.0,,,17.0,,,,,,,,,,,,,,,,23.0,20.0,,,,,,,,18.0,,,,25.0,,,,,,,
499,1655,1210,H,purdue,87,-3000,0.967741935483871,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1656,1210,V,rhode-island,60,140,0.4166666666666667,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1657,1210,H,providence,68,-160,0.6153846153846154,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1658,1210,V,kansas,75,120,0.45454545454545453,5,W,8.0,10.0,11.0,10.0,8.0,11.0,11.0,8.0,9.0,10.0,10.0,10.0,9.0,8.0,8.0,10.0,7.0,11.0,9.0,10.0,9.0,8.0,10.0,10.0,9.0,11.0,10.0,8.0,10.0,7.0,10.0,9.0,9.0,,11.0,10.0,10.0,8.0,10.0,8.0,9.0,10.0,9.0,10.0,9.0,10.0,7.0,7.0,11.0,6.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,7.0,8.0,4.0,10.0,7.0,9.0
503,1659,1210,H,georgetown,70,-140,0.5833333333333334,5,L,,22.0,,20.0,20.0,,,,,,,,,,25.0,,,,,,22.0,22.0,,,24.0,,25.0,,,,,,,,24.0,,,23.0,,,,,,,20.0,24.0,,,,,,16.0,23.0,,,,,,,,,,,18.0,
504,1661,1210,H,kentucky,56,-21500,0.9953703703703703,5,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
505,1662,1210,V,louisiana-tech,86,-210,0.6774193548387096,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1665,1210,H,temple,76,-465,0.8230088495575221,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1669,1210,H,penn-state,64,-340,0.7727272727272727,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1671,1210,H,byu,61,-145,0.5918367346938775,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1672,1210,V,wisconsin,93,-3500,0.9722222222222222,5,W,4.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,7.0,7.0,4.0,8.0,6.0,6.0,9.0,5.0,4.0,5.0,5.0,4.0,5.0,8.0,5.0,5.0,4.0,5.0,4.0,5.0,,5.0,5.0,6.0,7.0,4.0,5.0,5.0,7.0,8.0,7.0,6.0,5.0,4.0,4.0,7.0,7.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,8.0,7.0,4.0,8.0
510,1674,1210,V,colorado-state,62,205,0.32786885245901637,5,W,,,25.0,,,,,,,,,,,,,24.0,20.0,,,,,,,,,,,,,,,,,,23.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,15.0
511,1675,1210,H,colorado,60,-245,0.7101449275362319,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1677,1210,H,san-diego-state,60,-705,0.8757763975155279,5,W,20.0,,22.0,14.0,22.0,14.0,19.0,22.0,15.0,24.0,18.0,24.0,23.0,20.0,22.0,21.0,25.0,18.0,20.0,22.0,23.0,20.0,19.0,20.0,19.0,,22.0,20.0,25.0,19.0,16.0,18.0,13.0,,14.0,20.0,22.0,20.0,,19.0,17.0,22.0,16.0,19.0,25.0,18.0,15.0,20.0,20.0,20.0,18.0,18.0,18.0,,14.0,17.0,12.0,17.0,22.0,20.0,19.0,21.0,17.0,25.0,
513,1678,1210,V,wyoming,42,155,0.39215686274509803,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1679,1210,H,california,45,-175,0.6363636363636364,5,W,,,,,,,,20.0,,,,,,25.0,,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,22.0,,,,,,,,,,,,,,,,,25.0,,,,,
515,1681,1210,H,ucla,77,-2500,0.9615384615384616,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1683,1210,H,gonzaga,81,-12500,0.9920634920634921,5,W,10.0,5.0,9.0,7.0,10.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,9.0,5.0,10.0,5.0,8.0,7.0,4.0,7.0,6.0,4.0,5.0,9.0,6.0,11.0,7.0,6.0,11.0,11.0,8.0,,6.0,4.0,9.0,11.0,5.0,10.0,10.0,5.0,7.0,9.0,5.0,11.0,11.0,11.0,9.0,8.0,9.0,10.0,6.0,10.0,8.0,6.0,10.0,9.0,8.0,8.0,11.0,5.0,9.0,6.0,11.0
517,1692,1210,V,northern-iowa,65,-155,0.6078431372549019,5,W,19.0,,24.0,,24.0,,21.0,,23.0,,21.0,,24.0,13.0,20.0,19.0,18.0,23.0,,11.0,18.0,,24.0,25.0,,22.0,24.0,,,22.0,13.0,24.0,25.0,,17.0,21.0,17.0,22.0,20.0,25.0,22.0,,,18.0,,,24.0,17.0,17.0,,19.0,,,,,20.0,,16.0,23.0,22.0,,22.0,19.0,,16.0
518,1694,1210,V,davidson,110,-108,0.5192307692307693,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1697,1210,H,ohio-state,97,-3931,0.9751922599851154,5,W,14.0,11.0,13.0,15.0,14.0,17.0,12.0,18.0,17.0,11.0,11.0,11.0,11.0,12.0,14.0,13.0,11.0,12.0,14.0,15.0,12.0,13.0,12.0,12.0,17.0,12.0,11.0,13.0,12.0,11.0,23.0,13.0,15.0,,13.0,13.0,15.0,12.0,13.0,16.0,15.0,13.0,15.0,12.0,11.0,12.0,16.0,13.0,12.0,14.0,12.0,13.0,11.0,11.0,15.0,12.0,11.0,12.0,14.0,12.0,12.0,,13.0,11.0,14.0
520,1699,1210,H,maryland,67,-770,0.8850574712643678,5,W,24.0,15.0,,21.0,18.0,21.0,15.0,14.0,22.0,18.0,14.0,20.0,21.0,22.0,23.0,16.0,23.0,17.0,15.0,20.0,19.0,17.0,,18.0,15.0,25.0,18.0,18.0,,23.0,24.0,22.0,16.0,,,,19.0,21.0,16.0,14.0,23.0,14.0,20.0,17.0,19.0,25.0,25.0,23.0,24.0,,20.0,20.0,19.0,24.0,22.0,22.0,15.0,,20.0,21.0,21.0,14.0,23.0,19.0,18.0
521,1720,1212,V,iowa-state,90,205,0.32786885245901637,5,W,11.0,,12.0,23.0,19.0,12.0,16.0,15.0,12.0,14.0,16.0,14.0,16.0,23.0,10.0,17.0,24.0,14.0,18.0,13.0,20.0,16.0,14.0,14.0,16.0,13.0,16.0,15.0,18.0,15.0,18.0,12.0,17.0,,12.0,14.0,12.0,14.0,14.0,15.0,12.0,12.0,12.0,15.0,18.0,13.0,13.0,12.0,13.0,11.0,13.0,21.0,20.0,17.0,21.0,16.0,17.0,14.0,15.0,16.0,14.0,15.0,12.0,24.0,20.0
522,1721,1212,H,iowa,75,-245,0.7101449275362319,5,L,,,,25.0,,,22.0,25.0,24.0,,24.0,18.0,,,24.0,,,,,,,,,,23.0,16.0,,,17.0,,,,,,,,,,,,,,,,23.0,20.0,,,,,,,,18.0,,,,25.0,,,,,,,
523,1723,1212,H,florida,75,NL,0.5,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1724,1213,V,wichita-state,77,-1030,0.911504424778761,5,W,17.0,14.0,10.0,13.0,12.0,6.0,8.0,11.0,11.0,12.0,13.0,13.0,13.0,9.0,13.0,11.0,14.0,9.0,13.0,12.0,13.0,11.0,11.0,11.0,14.0,8.0,13.0,10.0,11.0,13.0,8.0,10.0,11.0,,9.0,11.0,11.0,10.0,9.0,12.0,11.0,11.0,10.0,14.0,14.0,9.0,10.0,10.0,8.0,15.0,11.0,11.0,14.0,14.0,12.0,11.0,14.0,11.0,11.0,11.0,10.0,11.0,11.0,14.0,17.0
525,1726,1213,V,north-carolina,70,540,0.15625,5,L,16.0,20.0,20.0,,,16.0,,13.0,18.0,21.0,25.0,19.0,20.0,24.0,15.0,,,15.0,12.0,,,,13.0,19.0,,18.0,,17.0,15.0,,14.0,15.0,22.0,,16.0,23.0,16.0,13.0,18.0,,16.0,,,20.0,22.0,14.0,,19.0,22.0,12.0,15.0,,,19.0,25.0,19.0,20.0,13.0,16.0,,18.0,,25.0,,
526,1727,1213,H,kentucky,84,-715,0.8773006134969326,5,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
527,1733,1213,H,creighton,67,-280,0.7368421052631579,5,L,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,24.0,,
528,1734,1213,V,dayton,55,330,0.23255813953488372,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,
529,1735,1213,H,arkansas,69,-410,0.803921568627451,5,W,25.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,
530,1737,1213,H,pittsburgh,58,-385,0.7938144329896907,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1740,1213,V,oklahoma,87,-185,0.6491228070175439,5,W,12.0,13.0,18.0,16.0,17.0,13.0,13.0,16.0,20.0,17.0,19.0,15.0,17.0,,16.0,14.0,,21.0,,,14.0,14.0,17.0,13.0,11.0,15.0,20.0,21.0,21.0,14.0,,20.0,19.0,,21.0,15.0,,15.0,17.0,21.0,13.0,18.0,17.0,21.0,15.0,15.0,14.0,15.0,14.0,13.0,16.0,14.0,12.0,12.0,20.0,14.0,16.0,15.0,19.0,19.0,22.0,12.0,22.0,16.0,22.0
532,1741,1213,H,tulsa,68,160,0.38461538461538464,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1743,1213,H,kansas,63,-175,0.6363636363636364,5,W,8.0,10.0,11.0,10.0,8.0,11.0,11.0,8.0,9.0,10.0,10.0,10.0,9.0,8.0,8.0,10.0,7.0,11.0,9.0,10.0,9.0,8.0,10.0,10.0,9.0,11.0,10.0,8.0,10.0,7.0,10.0,9.0,9.0,,11.0,10.0,10.0,8.0,10.0,8.0,9.0,10.0,9.0,10.0,9.0,10.0,7.0,7.0,11.0,6.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,7.0,8.0,4.0,10.0,7.0,9.0
534,1748,1213,V,xavier,74,-245,0.7101449275362319,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1754,1213,V,michigan,53,515,0.16260162601626016,5,L,22.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,25.0,,,,
536,1755,1213,H,arizona,80,-665,0.869281045751634,5,W,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
537,1756,1213,V,oklahoma-state,73,-140,0.5833333333333334,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1758,1213,V,oregon,77,220,0.3125,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1759,1213,H,illinois,70,-270,0.7297297297297297,5,L,,24.0,,24.0,25.0,,,19.0,,23.0,,,,18.0,,,,22.0,25.0,,25.0,,,23.0,,,23.0,24.0,16.0,,21.0,23.0,,,,,,24.0,,24.0,25.0,23.0,,,,23.0,,,,21.0,24.0,24.0,24.0,22.0,,,22.0,,,,,,,20.0,
540,1760,1213,V,northern-iowa,87,245,0.2898550724637681,5,L,19.0,,24.0,,24.0,,21.0,,23.0,,21.0,,24.0,13.0,20.0,19.0,18.0,23.0,,11.0,18.0,,24.0,25.0,,22.0,24.0,,,22.0,13.0,24.0,25.0,,17.0,21.0,17.0,22.0,20.0,25.0,22.0,,,18.0,,,24.0,17.0,17.0,,19.0,,,,,20.0,,16.0,23.0,22.0,,22.0,19.0,,16.0
541,1771,1213,H,texas,59,-7750,0.9872611464968153,5,W,9.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,11.0,11.0,7.0,9.0,8.0,7.0,8.0,10.0,6.0,7.0,9.0,8.0,10.0,9.0,6.0,8.0,9.0,9.0,7.0,7.0,,10.0,7.0,8.0,9.0,7.0,7.0,7.0,4.0,6.0,8.0,10.0,8.0,9.0,9.0,5.0,5.0,6.0,9.0,9.0,7.0,6.0,8.0,7.0,8.0,10.0,6.0,9.0,9.0,8.0,9.0,10.0
542,1773,1213,H,valparaiso,65,-940,0.9038461538461539,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1774,1213,V,florida-state,63,500,0.16666666666666666,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1775,1213,H,notre-dame,83,-650,0.8666666666666667,5,W,,,,22.0,21.0,23.0,24.0,,,20.0,20.0,21.0,25.0,,,,17.0,24.0,19.0,19.0,17.0,24.0,18.0,,20.0,23.0,17.0,16.0,,21.0,,25.0,23.0,,,,,,,,,19.0,14.0,22.0,17.0,,21.0,,25.0,22.0,,22.0,,20.0,17.0,,23.0,21.0,24.0,15.0,24.0,23.0,,,
545,1779,1213,H,california,67,-615,0.8601398601398601,5,W,,,,,,,,20.0,,,,,,25.0,,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,22.0,,,,,,,,,,,,,,,,,25.0,,,,,
546,1780,1213,V,cincinnati,55,175,0.36363636363636365,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1781,1213,H,nebraska,56,-205,0.6721311475409836,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1782,1213,V,purdue,71,-170,0.6296296296296297,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1786,1213,V,gonzaga,87,-310,0.7560975609756098,5,W,10.0,5.0,9.0,7.0,10.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,9.0,5.0,10.0,5.0,8.0,7.0,4.0,7.0,6.0,4.0,5.0,9.0,6.0,11.0,7.0,6.0,11.0,11.0,8.0,,6.0,4.0,9.0,11.0,5.0,10.0,10.0,5.0,7.0,9.0,5.0,11.0,11.0,11.0,9.0,8.0,9.0,10.0,6.0,10.0,8.0,6.0,10.0,9.0,8.0,8.0,11.0,5.0,9.0,6.0,11.0
550,1787,1213,H,ucla,74,250,0.2857142857142857,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1795,1213,H,ohio-state,87,-3700,0.9736842105263158,5,W,14.0,11.0,13.0,15.0,14.0,17.0,12.0,18.0,17.0,11.0,11.0,11.0,11.0,12.0,14.0,13.0,11.0,12.0,14.0,15.0,12.0,13.0,12.0,12.0,17.0,12.0,11.0,13.0,12.0,11.0,23.0,13.0,15.0,,13.0,13.0,15.0,12.0,13.0,16.0,15.0,13.0,15.0,12.0,11.0,12.0,16.0,13.0,12.0,14.0,12.0,13.0,11.0,11.0,15.0,12.0,11.0,12.0,14.0,12.0,12.0,,13.0,11.0,14.0
