,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
61,231,1113,H,virginia,93,NL,0.5,1,W,,,,,,,,25.0,,23.0,,,,,,,17.0,17.0,,21.0,20.0,18.0,,,,,,,24.0,,,,,,,,,,24.0,,,,,,,,22.0,,,,24.0,,,,,,,,,,,,24.0,,22.0,,
62,235,1113,H,cincinnati,102,NL,0.5,1,W,16.0,14.0,12.0,14.0,6.0,11.0,12.0,17.0,12.0,11.0,9.0,11.0,8.0,12.0,9.0,13.0,12.0,14.0,19.0,10.0,19.0,,11.0,14.0,13.0,14.0,17.0,13.0,9.0,18.0,12.0,16.0,10.0,9.0,10.0,16.0,19.0,13.0,12.0,12.0,11.0,11.0,11.0,13.0,14.0,13.0,9.0,14.0,12.0,11.0,19.0,13.0,8.0,19.0,9.0,16.0,13.0,15.0,11.0,17.0,20.0,14.0,13.0,11.0,11.0,,
63,239,1113,H,murray-state,67,143,0.411522633744856,1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,241,1113,H,northwestern,75,NL,0.5,1,W,20.0,22.0,15.0,24.0,21.0,21.0,22.0,18.0,19.0,24.0,14.0,18.0,15.0,11.0,14.0,21.0,19.0,,21.0,24.0,15.0,15.0,19.0,24.0,15.0,23.0,24.0,22.0,16.0,21.0,24.0,23.0,15.0,17.0,19.0,20.0,21.0,22.0,20.0,15.0,19.0,,17.0,16.0,18.0,18.0,17.0,16.0,20.0,16.0,20.0,19.0,13.0,25.0,21.0,15.0,17.0,14.0,14.0,15.0,18.0,17.0,14.0,15.0,18.0,,
65,251,1113,H,xavier,101,NL,0.5,1,W,18.0,18.0,20.0,16.0,18.0,20.0,21.0,23.0,18.0,16.0,19.0,17.0,,13.0,25.0,15.0,20.0,12.0,23.0,17.0,22.0,12.0,16.0,17.0,22.0,13.0,22.0,24.0,15.0,19.0,14.0,18.0,17.0,22.0,17.0,17.0,17.0,16.0,13.0,18.0,17.0,14.0,19.0,17.0,16.0,22.0,16.0,22.0,14.0,20.0,15.0,17.0,20.0,15.0,13.0,13.0,16.0,21.0,19.0,18.0,12.0,19.0,16.0,16.0,13.0,,
66,253,1113,H,tcu,100,NL,0.5,1,W,,,23.0,,,25.0,,24.0,,,25.0,,,17.0,20.0,23.0,23.0,,,,,,,,,25.0,,,,22.0,,,24.0,,24.0,,,,,,,,25.0,25.0,,,,,24.0,,,25.0,,,,,,,,,25.0,23.0,,,,,
67,259,1113,H,usc,75,NL,0.5,1,W,13.0,9.0,10.0,8.0,9.0,12.0,11.0,12.0,11.0,13.0,15.0,7.0,9.0,8.0,18.0,7.0,10.0,6.0,11.0,11.0,12.0,,12.0,9.0,8.0,11.0,7.0,11.0,11.0,11.0,16.0,7.0,,10.0,8.0,9.0,12.0,12.0,16.0,9.0,10.0,5.0,12.0,11.0,10.0,10.0,10.0,8.0,9.0,6.0,11.0,11.0,15.0,6.0,7.0,9.0,11.0,9.0,10.0,8.0,15.0,11.0,7.0,9.0,12.0,,
68,261,1113,H,florida,116,NL,0.5,1,W,7.0,7.0,11.0,11.0,14.0,10.0,8.0,8.0,8.0,7.0,12.0,15.0,18.0,9.0,6.0,16.0,6.0,10.0,8.0,8.0,11.0,11.0,8.0,7.0,7.0,8.0,10.0,12.0,10.0,4.0,8.0,5.0,8.0,7.0,9.0,8.0,7.0,10.0,9.0,4.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,7.0,10.0,5.0,9.0,12.0,8.0,9.0,8.0,9.0,11.0,9.0,8.0,20.0,10.0,9.0,,
69,265,1113,H,missouri,99,NL,0.5,1,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,25.0,,,,25.0,,,,25.0,21.0,,,,,,,,,,,,,,,,,25.0,,,,25.0,23.0,,,,,,
70,267,1113,H,oregon,100,NL,0.5,1,W,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,269,1114,H,davidson,108,-700,0.875,1,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,273,1114,H,florida-state,87,NL,0.5,1,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,284,1114,V,purdue,86,-220,0.6875,1,W,19.0,,17.0,15.0,,16.0,16.0,20.0,23.0,19.0,21.0,20.0,11.0,18.0,16.0,20.0,14.0,18.0,24.0,13.0,24.0,20.0,22.0,20.0,24.0,15.0,16.0,23.0,20.0,,13.0,11.0,,24.0,22.0,22.0,15.0,19.0,17.0,19.0,22.0,19.0,24.0,22.0,21.0,24.0,21.0,23.0,17.0,18.0,,23.0,21.0,,22.0,,23.0,23.0,23.0,,16.0,22.0,25.0,,19.0,,
74,286,1114,V,san-diego-state,68,100,0.5,1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,287,1114,H,arizona-state,90,-120,0.5454545454545454,1,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,288,1114,N,michigan-state,81,-110,0.5238095238095238,1,L,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,6.0,1.0,2.0,3.0,8.0,3.0,2.0,1.0,6.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,6.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,,
77,289,1114,N,duke,88,-110,0.5238095238095238,1,W,2.0,1.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,
78,290,1114,N,kansas,65,-230,0.696969696969697,1,W,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,8.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,8.0,5.0,3.0,3.0,7.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,8.0,5.0,3.0,,
79,291,1114,N,kentucky,61,185,0.3508771929824561,1,L,5.0,5.0,7.0,5.0,7.0,6.0,4.0,7.0,6.0,3.0,8.0,6.0,5.0,7.0,7.0,5.0,2.0,7.0,5.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,8.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,7.0,6.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,7.0,7.0,5.0,4.0,5.0,6.0,4.0,4.0,,
80,293,1114,H,syracuse,71,-600,0.8571428571428571,1,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,307,1114,H,villanova,113,-48000,0.997920997920998,1,W,9.0,6.0,8.0,7.0,5.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,3.0,8.0,8.0,4.0,2.0,9.0,6.0,8.0,3.0,6.0,5.0,9.0,6.0,8.0,7.0,7.0,6.0,6.0,9.0,7.0,8.0,7.0,7.0,5.0,6.0,4.0,5.0,7.0,8.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,8.0,5.0,,
82,311,1114,H,alabama,86,-1400,0.9333333333333333,1,W,,20.0,,,,24.0,24.0,,24.0,25.0,,21.0,,,,25.0,,,,16.0,,,23.0,,23.0,,,,23.0,,23.0,,23.0,,,24.0,,23.0,,,25.0,25.0,,,25.0,23.0,,24.0,,24.0,,,16.0,24.0,24.0,23.0,24.0,25.0,24.0,24.0,,25.0,,24.0,,,
83,313,1115,H,seton-hall,84,-675,0.8709677419354839,2,W,23.0,24.0,18.0,18.0,16.0,20.0,22.0,,25.0,22.0,22.0,,25.0,19.0,23.0,18.0,24.0,15.0,19.0,19.0,23.0,21.0,,21.0,25.0,,11.0,,18.0,14.0,18.0,,20.0,18.0,22.0,21.0,23.0,24.0,,16.0,23.0,15.0,,23.0,25.0,,24.0,25.0,15.0,,21.0,24.0,,20.0,18.0,18.0,22.0,24.0,16.0,,18.0,24.0,,21.0,,,
84,318,1115,V,butler,65,170,0.37037037037037035,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,25.0,,
85,319,1115,H,maryland,79,-200,0.6666666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,
86,320,1115,V,ball-state,69,NL,0.5,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,321,1115,H,oklahoma,108,NL,0.5,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,
88,324,1115,V,creighton,92,180,0.35714285714285715,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,325,1115,H,northwestern,88,-220,0.6875,2,L,18.0,21.0,15.0,24.0,21.0,23.0,23.0,23.0,18.0,,18.0,17.0,,16.0,16.0,20.0,19.0,,21.0,24.0,19.0,24.0,23.0,24.0,14.0,25.0,24.0,,16.0,24.0,25.0,,15.0,16.0,19.0,22.0,21.0,,21.0,20.0,21.0,,17.0,17.0,17.0,17.0,18.0,19.0,20.0,15.0,,20.0,25.0,25.0,23.0,17.0,20.0,14.0,14.0,15.0,21.0,17.0,14.0,15.0,18.0,,
90,326,1115,V,nevada,93,-240,0.7058823529411765,2,W,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,335,1115,H,penn-state,70,-1000,0.9090909090909091,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,337,1115,H,buffalo,81,-145,0.5918367346938775,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,342,1115,V,valparaiso,94,-550,0.8461538461538461,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,345,1115,H,tcu,76,NL,0.5,2,W,,,23.0,,,,,,,,,,11.0,22.0,20.0,24.0,,,,,,,,,,24.0,,,,23.0,,,24.0,,,,,,,,,,25.0,,,,,,23.0,,,25.0,,,,,,,,,,25.0,,,,,
95,347,1115,H,washington-state,75,-300,0.75,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,349,1115,H,ucla,106,-15000,0.9933774834437086,2,W,20.0,16.0,,22.0,23.0,21.0,20.0,24.0,19.0,21.0,20.0,19.0,,,,25.0,22.0,20.0,,,14.0,,25.0,19.0,19.0,18.0,,22.0,,21.0,22.0,23.0,23.0,,16.0,20.0,13.0,18.0,18.0,,25.0,17.0,,22.0,20.0,19.0,,15.0,,25.0,22.0,21.0,,21.0,24.0,19.0,25.0,18.0,,22.0,,,15.0,19.0,24.0,,
97,351,1115,H,unlv,98,-4000,0.975609756097561,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,352,1116,V,nebraska,56,240,0.29411764705882354,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,359,1116,H,michigan,61,-7000,0.9859154929577465,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,22.0,,,,,,
100,360,1116,V,missouri,59,170,0.37037037037037035,2,L,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,18.0,,22.0,,,,23.0,,,,20.0,22.0,,,,,,,,,,,,,,,,,25.0,,,,25.0,23.0,,,,,,
101,362,1116,V,xavier,80,150,0.4,2,W,16.0,17.0,20.0,14.0,18.0,22.0,18.0,21.0,17.0,17.0,16.0,16.0,14.0,13.0,24.0,14.0,18.0,12.0,23.0,17.0,20.0,13.0,16.0,17.0,23.0,12.0,20.0,21.0,14.0,17.0,12.0,17.0,14.0,21.0,17.0,16.0,17.0,16.0,12.0,14.0,16.0,13.0,19.0,16.0,15.0,23.0,17.0,21.0,13.0,20.0,11.0,18.0,18.0,15.0,12.0,13.0,19.0,21.0,18.0,18.0,11.0,19.0,16.0,14.0,13.0,,
102,363,1116,H,wisconsin,70,-180,0.6428571428571429,2,L,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,365,1116,N,south-carolina,65,-380,0.7916666666666666,2,L,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,366,1116,N,boise-state,58,-150,0.6,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,373,1116,N,auburn,83,-550,0.8461538461538461,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,375,1116,N,temple,76,-180,0.6428571428571429,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,377,1116,N,clemson,81,-750,0.8823529411764706,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,379,1116,N,dayton,69,-145,0.5918367346938775,2,L,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,381,1116,N,virginia-tech,71,-1100,0.9166666666666666,2,L,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
110,382,1116,N,providence,77,-420,0.8076923076923077,2,W,,25.0,22.0,,,,,,,,,25.0,,18.0,21.0,,,,,,,,,,,,,25.0,,,,24.0,25.0,,,,,,,,,,23.0,,,,,,22.0,24.0,,,,23.0,,,,,,,,,,25.0,,,
111,387,1116,H,oklahoma-state,91,-4000,0.975609756097561,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,388,1116,V,belmont,69,260,0.2777777777777778,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,399,1116,H,ohio-state,82,-4000,0.975609756097561,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,401,1116,H,florida,108,-75000,0.9986684420772304,2,W,8.0,7.0,11.0,10.0,14.0,9.0,8.0,8.0,8.0,7.0,8.0,14.0,10.0,9.0,6.0,15.0,8.0,10.0,7.0,8.0,7.0,10.0,8.0,7.0,6.0,8.0,9.0,11.0,10.0,4.0,8.0,6.0,8.0,7.0,9.0,9.0,7.0,10.0,8.0,4.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,6.0,9.0,6.0,9.0,4.0,9.0,11.0,8.0,9.0,8.0,9.0,11.0,9.0,8.0,20.0,12.0,9.0,,
115,403,1116,H,arizona,91,-17500,0.9943181818181818,2,W,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,8.0,3.0,3.0,1.0,1.0,7.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,7.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,6.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,6.0,,
116,404,1117,V,virginia,76,-275,0.7333333333333333,2,W,,,,,,,,25.0,,25.0,,,24.0,,,,16.0,17.0,,21.0,22.0,,,,,,,,24.0,,,,,,,,,,25.0,,,,,,,,22.0,,,,,,,,,,,,,,,,24.0,,22.0,,
117,409,1117,H,penn-state,79,-1100,0.9166666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,411,1117,H,arkansas,83,-900,0.9,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,
119,419,1117,H,kansas-state,71,-1600,0.9411764705882353,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,420,1117,N,auburn,74,-150,0.6,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,421,1117,N,temple,88,130,0.43478260869565216,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,425,1117,N,dayton,79,-185,0.6491228070175439,2,W,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,426,1117,N,clemson,78,-450,0.8181818181818182,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,428,1117,N,vermont,65,-380,0.7916666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,436,1117,N,south-carolina,80,-500,0.8333333333333334,2,W,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,439,1117,N,boise-state,82,120,0.45454545454545453,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,457,1117,N,florida-state,67,-1400,0.9333333333333333,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,458,1117,N,virginia-tech,103,-380,0.7916666666666666,2,W,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
129,460,1117,N,providence,90,-400,0.8,2,W,,25.0,22.0,,,,,,,,,25.0,,18.0,21.0,,,,,,,,,,,,,25.0,,,,24.0,25.0,,,,,,,,,,23.0,,,,,,22.0,24.0,,,,23.0,,,,,,,,,,25.0,,,
130,467,1117,H,kentucky,78,-17100,0.9941860465116279,2,W,5.0,5.0,7.0,5.0,7.0,8.0,7.0,9.0,6.0,8.0,5.0,6.0,12.0,14.0,11.0,7.0,2.0,9.0,15.0,7.0,4.0,7.0,5.0,6.0,11.0,7.0,10.0,9.0,5.0,5.0,5.0,10.0,9.0,6.0,8.0,6.0,6.0,7.0,7.0,11.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,9.0,7.0,13.0,5.0,9.0,4.0,8.0,7.0,14.0,7.0,7.0,5.0,4.0,5.0,6.0,4.0,4.0,,
131,469,1117,H,louisville,87,-17500,0.9943181818181818,2,W,15.0,14.0,,17.0,19.0,16.0,17.0,13.0,15.0,18.0,15.0,15.0,,21.0,,,12.0,22.0,25.0,25.0,18.0,23.0,19.0,12.0,18.0,23.0,18.0,17.0,20.0,18.0,13.0,16.0,16.0,15.0,25.0,23.0,12.0,14.0,17.0,23.0,18.0,12.0,16.0,15.0,16.0,21.0,12.0,18.0,25.0,16.0,20.0,16.0,21.0,14.0,13.0,20.0,,19.0,17.0,14.0,10.0,16.0,18.0,20.0,16.0,,
132,473,1117,H,arizona-state,97,NL,0.5,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,476,1117,V,south-dakota-state,64,NL,0.5,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,477,1117,H,kansas,98,NL,0.5,2,W,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,2.0,3.0,8.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,7.0,4.0,3.0,3.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,8.0,5.0,3.0,,
135,481,1117,H,unlv,91,-1100,0.9166666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,485,1117,H,villanova,104,-39000,0.9974424552429667,2,W,6.0,6.0,8.0,7.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,7.0,5.0,9.0,8.0,5.0,2.0,8.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,7.0,5.0,6.0,3.0,5.0,5.0,7.0,5.0,5.0,7.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,8.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,5.0,8.0,5.0,,
137,487,1117,H,new-mexico-state,75,-210,0.6774193548387096,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,489,1117,H,ucla,96,-60000,0.9983361064891847,2,W,20.0,16.0,,22.0,23.0,21.0,20.0,24.0,19.0,21.0,20.0,19.0,,,,25.0,22.0,20.0,,,14.0,,25.0,19.0,19.0,18.0,,22.0,,21.0,22.0,23.0,23.0,,16.0,20.0,13.0,18.0,18.0,,25.0,17.0,,22.0,20.0,19.0,,15.0,,25.0,22.0,21.0,,21.0,24.0,19.0,25.0,18.0,,22.0,,,15.0,19.0,24.0,,
139,491,1117,H,oregon,114,-60000,0.9983361064891847,2,W,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,499,1118,H,gonzaga,79,-3000,0.967741935483871,2,W,17.0,15.0,,20.0,20.0,18.0,19.0,15.0,16.0,20.0,17.0,23.0,21.0,25.0,22.0,13.0,15.0,14.0,16.0,13.0,,12.0,20.0,18.0,16.0,20.0,21.0,15.0,15.0,13.0,23.0,13.0,18.0,17.0,18.0,14.0,22.0,17.0,14.0,21.0,17.0,22.0,18.0,18.0,18.0,14.0,19.0,16.0,19.0,14.0,14.0,19.0,16.0,16.0,,16.0,15.0,16.0,19.0,20.0,17.0,20.0,23.0,18.0,17.0,,
141,502,1118,V,oakland,74,103,0.49261083743842365,2,L,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,506,1118,V,nevada,89,-850,0.8947368421052632,2,W,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,516,1118,N,vermont,80,-550,0.8461538461538461,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,520,1118,N,texas-tech,75,-450,0.8181818181818182,2,W,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,523,1118,N,northwestern,82,-325,0.7647058823529411,2,W,18.0,21.0,15.0,24.0,21.0,23.0,23.0,23.0,18.0,,18.0,17.0,,16.0,16.0,20.0,19.0,,21.0,24.0,19.0,24.0,23.0,24.0,14.0,25.0,24.0,,16.0,24.0,25.0,,15.0,16.0,19.0,22.0,21.0,,21.0,20.0,21.0,,17.0,17.0,17.0,17.0,18.0,19.0,20.0,15.0,,20.0,25.0,25.0,23.0,17.0,20.0,14.0,14.0,15.0,21.0,17.0,14.0,15.0,18.0,,
146,543,1118,H,belmont,93,-2150,0.9555555555555556,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,545,1118,H,butler,82,-1000,0.9090909090909091,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,25.0,,
