,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
1059,3727,116,H,boise-state,53.0,-185,0.6491228070175439,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,3729,116,H,unlv,100.0,NL,0.5,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,3731,116,H,colorado-state,92.0,-150,0.6,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,3767,116,H,western-illinois,68.0,-115,0.5348837209302325,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,3780,117,V,michigan,71.0,270,0.2702702702702703,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,3781,117,H,iowa,82.0,-330,0.7674418604651163,10,W,15.0,23.0,18.0,11.0,15.0,13.0,25.0,15.0,9.0,18.0,19.0,14.0,9.0,20.0,13.0,19.0,9.0,17.0,18.0,8.0,21.0,17.0,21.0,13.0,14.0,17.0,16.0,12.0,11.0,21.0,15.0,20.0,10.0,,16.0,21.0,14.0,11.0,20.0,20.0,19.0,19.0,17.0,14.0,15.0,12.0,14.0,16.0,12.0,14.0,17.0,20.0,22.0,12.0,18.0,19.0,15.0,13.0,18.0,17.0,10.0,21.0,18.0,14.0,17.0,13.0
1065,3782,117,V,connecticut,69.0,-120,0.5454545454545454,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,3791,117,H,wichita-state,82.0,-1600,0.9411764705882353,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,25.0,,
1067,3792,117,V,michigan-state,76.0,-280,0.7368421052631579,10,L,4.0,4.0,6.0,4.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0
1068,3793,117,H,wisconsin,77.0,240,0.29411764705882354,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,3794,117,V,virginia,62.0,-170,0.6296296296296297,10,L,11.0,13.0,17.0,18.0,12.0,12.0,14.0,14.0,13.0,11.0,13.0,15.0,14.0,8.0,11.0,18.0,12.0,14.0,11.0,22.0,17.0,9.0,15.0,18.0,15.0,11.0,13.0,10.0,14.0,12.0,13.0,11.0,11.0,,11.0,13.0,11.0,14.0,15.0,14.0,11.0,15.0,9.0,16.0,13.0,17.0,17.0,12.0,13.0,13.0,12.0,11.0,12.0,21.0,14.0,12.0,10.0,15.0,11.0,12.0,14.0,14.0,14.0,23.0,15.0,6.0
1070,3795,117,H,florida-state,69.0,150,0.4,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,3796,117,V,oregon,87.0,100,0.5,10,L,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,25.0,25.0,,,,,,,,,
1072,3797,117,H,colorado,91.0,-120,0.5454545454545454,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,3798,117,V,oregon-state,53.0,400,0.2,10,L,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,3808,117,V,iona,75.0,-180,0.6428571428571429,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,3812,118,V,texas-tech,76.0,-185,0.6491228070175439,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,3814,118,V,syracuse,64.0,550,0.15384615384615385,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,3815,118,H,duke,62.0,-800,0.8888888888888888,11,L,13.0,,20.0,,23.0,20.0,13.0,15.0,,16.0,19.0,22.0,24.0,14.0,,14.0,20.0,17.0,21.0,,23.0,14.0,11.0,20.0,19.0,,15.0,18.0,,24.0,,21.0,,,19.0,18.0,24.0,,20.0,13.0,21.0,21.0,14.0,23.0,22.0,,,20.0,17.0,23.0,,12.0,11.0,,19.0,20.0,22.0,14.0,21.0,,20.0,15.0,15.0,16.0,,23.0
1078,3816,118,V,valparaiso,96.0,-8000,0.9876543209876543,11,W,25.0,,,,,,,,,,,,,,24.0,,24.0,,23.0,20.0,,,,,,,,,,,23.0,,,,,25.0,,25.0,,,25.0,,,,,,24.0,25.0,,,,,,20.0,,,,,,,,,,,,25.0
1079,3822,118,V,purdue,107.0,NL,0.5,11,W,24.0,17.0,23.0,24.0,,13.0,,17.0,16.0,23.0,18.0,20.0,25.0,25.0,19.0,22.0,17.0,22.0,,,22.0,19.0,,16.0,16.0,,25.0,16.0,23.0,21.0,20.0,19.0,15.0,,22.0,24.0,21.0,21.0,,25.0,17.0,,20.0,22.0,24.0,18.0,14.0,23.0,12.0,18.0,18.0,22.0,16.0,25.0,,21.0,20.0,16.0,23.0,,24.0,18.0,23.0,,18.0,20.0
1080,3826,118,V,oklahoma,77.0,115,0.46511627906976744,11,L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1081,3827,118,H,iowa-state,82.0,-135,0.574468085106383,11,W,18.0,,,19.0,19.0,22.0,16.0,,20.0,18.0,21.0,24.0,16.0,15.0,20.0,23.0,12.0,24.0,22.0,16.0,20.0,18.0,21.0,,23.0,19.0,21.0,23.0,19.0,20.0,19.0,20.0,18.0,,21.0,20.0,19.0,16.0,21.0,22.0,19.0,18.0,21.0,24.0,18.0,19.0,20.0,18.0,18.0,20.0,23.0,21.0,13.0,17.0,17.0,24.0,14.0,20.0,18.0,19.0,17.0,17.0,21.0,13.0,19.0,22.0
1082,3829,118,H,monmouth,85.0,-350,0.7777777777777778,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1083,3834,119,V,butler,68.0,-120,0.5454545454545454,11,L,23.0,18.0,16.0,15.0,18.0,21.0,24.0,16.0,18.0,22.0,22.0,13.0,14.0,,18.0,,16.0,19.0,,15.0,24.0,23.0,23.0,22.0,15.0,15.0,,20.0,22.0,18.0,17.0,16.0,23.0,,20.0,22.0,13.0,20.0,,16.0,16.0,14.0,19.0,21.0,,16.0,15.0,16.0,22.0,13.0,14.0,17.0,24.0,,20.0,,18.0,15.0,22.0,13.0,18.0,21.0,25.0,15.0,15.0,17.0
1084,3835,119,H,providence,71.0,100,0.5,11,W,15.0,14.0,24.0,17.0,11.0,16.0,12.0,23.0,17.0,13.0,12.0,15.0,12.0,16.0,16.0,13.0,15.0,18.0,20.0,23.0,18.0,13.0,19.0,10.0,20.0,13.0,18.0,25.0,18.0,16.0,14.0,15.0,22.0,,16.0,12.0,14.0,17.0,15.0,17.0,20.0,17.0,15.0,20.0,11.0,17.0,16.0,13.0,,14.0,13.0,18.0,25.0,23.0,16.0,15.0,17.0,19.0,19.0,12.0,16.0,,13.0,14.0,14.0,18.0
1085,3837,119,H,connecticut,60.0,-1800,0.9473684210526315,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,3838,119,V,south-carolina,77.0,-125,0.5555555555555556,11,W,,22.0,25.0,22.0,21.0,24.0,,24.0,12.0,21.0,23.0,,19.0,,,18.0,,25.0,18.0,14.0,11.0,,17.0,18.0,22.0,21.0,20.0,,17.0,,24.0,25.0,20.0,,24.0,16.0,22.0,24.0,25.0,20.0,23.0,,22.0,25.0,17.0,25.0,25.0,24.0,24.0,22.0,24.0,23.0,22.0,12.0,25.0,17.0,23.0,21.0,25.0,22.0,25.0,23.0,22.0,,23.0,24.0
1087,3841,119,H,florida,81.0,-650,0.8666666666666667,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,3845,119,H,akron,92.0,-250,0.7142857142857143,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,3852,119,V,kansas,67.0,-500,0.8333333333333334,11,L,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,,2.0,2.0,3.0,2.0,6.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0
1090,3853,119,H,oklahoma-state,86.0,400,0.2,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,3856,119,V,dayton,85.0,-150,0.6,11,W,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,23.0,,
1092,3857,119,H,st.-bonaventure,79.0,130,0.43478260869565216,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,3860,119,V,tulsa,84.0,-360,0.782608695652174,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,3865,119,H,pittsburgh,61.0,-500,0.8333333333333334,11,L,22.0,21.0,21.0,,,,19.0,20.0,25.0,25.0,24.0,21.0,,24.0,25.0,21.0,25.0,23.0,,,16.0,22.0,22.0,,24.0,22.0,24.0,22.0,20.0,,25.0,17.0,,,25.0,17.0,23.0,23.0,22.0,21.0,,,23.0,17.0,21.0,23.0,21.0,,,,21.0,25.0,,,24.0,22.0,24.0,25.0,24.0,,23.0,22.0,20.0,22.0,20.0,
1095,3866,119,V,clemson,62.0,450,0.18181818181818182,11,L,20.0,,,23.0,,,,,24.0,,,,22.0,,,,22.0,,24.0,24.0,,,,24.0,,,16.0,,,22.0,,,,,,,,,,,,,,,,,,,,,25.0,,,21.0,,,,,,25.0,,,,19.0,,
1096,3867,119,H,virginia,69.0,-600,0.8571428571428571,11,W,16.0,12.0,15.0,18.0,13.0,14.0,15.0,18.0,14.0,14.0,15.0,17.0,17.0,11.0,15.0,15.0,14.0,12.0,16.0,22.0,25.0,20.0,14.0,23.0,17.0,18.0,14.0,17.0,12.0,13.0,18.0,13.0,16.0,,14.0,14.0,16.0,14.0,17.0,19.0,18.0,22.0,13.0,12.0,13.0,22.0,23.0,14.0,15.0,15.0,16.0,13.0,14.0,24.0,14.0,18.0,15.0,18.0,12.0,18.0,14.0,13.0,16.0,25.0,13.0,14.0
1097,3868,119,V,central-michigan,70.0,135,0.425531914893617,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,3870,119,V,northwestern,56.0,700,0.125,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,3871,119,H,maryland,62.0,-1100,0.9166666666666666,11,W,4.0,7.0,6.0,10.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,8.0,9.0,5.0,7.0,8.0,3.0,6.0,9.0,9.0,3.0,6.0,2.0,6.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,4.0,3.0,,6.0,8.0,9.0,10.0,7.0,7.0,4.0,8.0,7.0,4.0,8.0,7.0,10.0,7.0,3.0,9.0,8.0,8.0,5.0,7.0,9.0,6.0,5.0,6.0,9.0,8.0,9.0,5.0,4.0,5.0,7.0,9.0
1100,3872,119,V,georgetown,81.0,450,0.18181818181818182,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,3873,119,H,xavier,72.0,-600,0.8571428571428571,11,L,7.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,7.0,5.0,5.0,4.0,6.0,8.0,5.0,5.0,2.0,4.0,4.0,6.0,8.0,5.0,7.0,7.0,4.0,5.0,7.0,5.0,4.0,5.0,5.0,6.0,7.0,,5.0,5.0,5.0,7.0,4.0,4.0,6.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,5.0,5.0,7.0,8.0,5.0,6.0,6.0,6.0,6.0,9.0,5.0,8.0
1102,3880,119,V,lsu,57.0,280,0.2631578947368421,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,3882,119,V,unlv,80.0,-145,0.5918367346938775,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,3885,119,H,san-diego-state,73.0,-500,0.8333333333333334,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,3891,120,H,michigan-state,71.0,-1600,0.9411764705882353,11,L,8.0,8.0,12.0,16.0,14.0,12.0,11.0,12.0,8.0,10.0,10.0,11.0,11.0,10.0,10.0,9.0,9.0,11.0,11.0,17.0,17.0,11.0,10.0,14.0,12.0,14.0,10.0,11.0,16.0,9.0,10.0,9.0,9.0,,10.0,11.0,10.0,12.0,11.0,14.0,14.0,10.0,10.0,13.0,14.0,11.0,9.0,12.0,10.0,16.0,17.0,11.0,10.0,15.0,8.0,7.0,11.0,12.0,8.0,10.0,11.0,11.0,9.0,11.0,17.0,13.0
1106,3892,120,V,texas,56.0,625,0.13793103448275862,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,3893,120,H,west-virginia,49.0,-950,0.9047619047619048,11,L,6.0,6.0,5.0,3.0,6.0,10.0,7.0,9.0,11.0,7.0,7.0,9.0,5.0,4.0,6.0,6.0,8.0,10.0,7.0,3.0,4.0,8.0,6.0,9.0,8.0,6.0,5.0,6.0,5.0,6.0,6.0,8.0,8.0,,8.0,6.0,6.0,5.0,5.0,8.0,7.0,3.0,6.0,7.0,7.0,8.0,6.0,8.0,7.0,6.0,3.0,5.0,4.0,5.0,6.0,9.0,6.0,3.0,6.0,5.0,4.0,8.0,8.0,6.0,8.0,3.0
1108,3895,120,H,notre-dame,83.0,-1100,0.9166666666666666,11,W,,,,,25.0,,,,,,,,,22.0,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,24.0,
1109,3897,120,H,north-carolina,83.0,-9900,0.99,11,W,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
1110,3901,120,H,temple,62.0,-600,0.8571428571428571,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,3906,120,V,davidson,87.0,-420,0.8076923076923077,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,3914,120,V,wichita-state,74.0,-250,0.7142857142857143,11,W,,,,,,,,25.0,,,,,,,,,21.0,,25.0,21.0,,,,,,25.0,,24.0,,,,,,,,,,,,,,15.0,,,,24.0,,,25.0,,,,,22.0,,,,,,,,,,21.0,,
1113,3915,120,H,northern-iowa,55.0,210,0.3225806451612903,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,3917,120,H,marquette,56.0,-420,0.8076923076923077,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,3919,120,H,baylor,79.0,-450,0.8181818181818182,11,W,21.0,16.0,13.0,11.0,12.0,17.0,,,13.0,17.0,16.0,14.0,13.0,20.0,14.0,20.0,19.0,16.0,15.0,12.0,19.0,15.0,24.0,15.0,14.0,12.0,22.0,15.0,15.0,17.0,12.0,22.0,17.0,,13.0,19.0,12.0,11.0,16.0,15.0,15.0,13.0,18.0,16.0,19.0,13.0,17.0,17.0,19.0,11.0,11.0,20.0,23.0,13.0,13.0,23.0,12.0,22.0,13.0,14.0,12.0,19.0,19.0,10.0,11.0,12.0
1116,3921,120,H,michigan,74.0,-5000,0.9803921568627451,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,3924,120,V,colorado-state,83.0,-165,0.6226415094339622,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,3926,120,V,vanderbilt,88.0,-145,0.5918367346938775,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,3928,120,V,villanova,72.0,-310,0.7560975609756098,11,W,5.0,3.0,4.0,5.0,4.0,4.0,9.0,4.0,3.0,4.0,4.0,3.0,4.0,7.0,4.0,4.0,7.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,3.0,4.0,9.0,4.0,3.0,4.0,4.0,5.0,6.0,,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,4.0,9.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0
1120,3929,120,H,seton-hall,71.0,260,0.2777777777777778,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,3932,120,V,florida-state,65.0,425,0.19047619047619047,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,3933,120,H,louisville,84.0,-550,0.8461538461538461,11,W,19.0,15.0,14.0,20.0,15.0,18.0,22.0,14.0,,20.0,17.0,16.0,18.0,17.0,13.0,19.0,13.0,14.0,13.0,19.0,13.0,17.0,18.0,17.0,13.0,16.0,17.0,13.0,14.0,15.0,16.0,12.0,14.0,,15.0,15.0,20.0,19.0,14.0,23.0,13.0,19.0,17.0,14.0,20.0,14.0,22.0,22.0,11.0,12.0,15.0,19.0,21.0,19.0,18.0,12.0,19.0,17.0,16.0,16.0,22.0,14.0,18.0,17.0,16.0,16.0
1123,3937,120,H,boise-state,94.0,-9900,0.99,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,3938,120,V,colorado,83.0,110,0.47619047619047616,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,3944,120,V,ucla,82.0,125,0.4444444444444444,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,3945,120,H,oregon-state,73.0,-145,0.5918367346938775,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,3946,120,V,western-illinois,67.0,170,0.37037037037037035,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,3954,121,V,iowa,90.0,NL,0.5,11,W,11.0,11.0,9.0,7.0,7.0,7.0,8.0,7.0,5.0,9.0,9.0,7.0,7.0,9.0,8.0,10.0,4.0,8.0,10.0,7.0,10.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,9.0,7.0,4.0,,9.0,10.0,7.0,6.0,9.0,9.0,9.0,6.0,9.0,10.0,9.0,6.0,7.0,6.0,8.0,7.0,9.0,9.0,8.0,9.0,7.0,11.0,9.0,9.0,7.0,7.0,8.0,10.0,10.0,7.0,9.0,6.0
1129,3957,121,H,cincinnati,76.0,-380,0.7916666666666666,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,3962,121,V,kentucky,80.0,-150,0.6,11,W,17.0,23.0,22.0,,22.0,15.0,21.0,22.0,22.0,19.0,25.0,23.0,23.0,23.0,,17.0,,21.0,,,21.0,16.0,12.0,19.0,21.0,,19.0,,21.0,23.0,,23.0,25.0,,17.0,23.0,,,18.0,12.0,22.0,20.0,,,16.0,,,21.0,20.0,21.0,,15.0,20.0,,21.0,19.0,,13.0,20.0,23.0,,20.0,17.0,,,21.0
1131,3965,121,H,old-dominion,68.0,-420,0.8076923076923077,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,3973,121,H,northeastern,92.0,-170,0.6296296296296297,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,3974,121,V,wisconsin,66.0,-155,0.6078431372549019,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,3985,121,H,california,75.0,-310,0.7560975609756098,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,3989,121,H,purdue,75.0,-1100,0.9166666666666666,11,W,24.0,17.0,23.0,24.0,,13.0,,17.0,16.0,23.0,18.0,20.0,25.0,25.0,19.0,22.0,17.0,22.0,,,22.0,19.0,,16.0,16.0,,25.0,16.0,23.0,21.0,20.0,19.0,15.0,,22.0,24.0,21.0,21.0,,25.0,17.0,,20.0,22.0,24.0,18.0,14.0,23.0,12.0,18.0,18.0,22.0,16.0,25.0,,21.0,20.0,16.0,23.0,,24.0,18.0,23.0,,18.0,20.0
1136,3990,121,V,usc,81.0,185,0.3508771929824561,11,L,,19.0,19.0,13.0,20.0,,20.0,21.0,21.0,24.0,20.0,25.0,20.0,19.0,21.0,24.0,23.0,20.0,17.0,25.0,15.0,24.0,20.0,,25.0,20.0,23.0,21.0,25.0,19.0,21.0,24.0,24.0,,23.0,,17.0,13.0,13.0,,12.0,12.0,24.0,19.0,23.0,20.0,19.0,19.0,23.0,25.0,19.0,24.0,19.0,18.0,22.0,13.0,21.0,24.0,15.0,20.0,19.0,24.0,,24.0,21.0,19.0
1137,3991,121,H,oregon,89.0,-215,0.6825396825396826,11,W,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,3993,121,H,utep,71.0,-380,0.7916666666666666,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,3995,121,H,uab,82.0,-850,0.8947368421052632,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,4002,121,V,arizona,71.0,-250,0.7142857142857143,11,W,14.0,20.0,10.0,14.0,16.0,11.0,17.0,11.0,19.0,12.0,14.0,12.0,15.0,12.0,12.0,12.0,11.0,13.0,12.0,13.0,12.0,12.0,13.0,11.0,11.0,17.0,12.0,12.0,11.0,11.0,15.0,14.0,10.0,,12.0,21.0,18.0,18.0,12.0,11.0,11.0,16.0,16.0,8.0,12.0,15.0,12.0,10.0,16.0,19.0,20.0,10.0,15.0,14.0,11.0,14.0,13.0,10.0,17.0,17.0,15.0,12.0,12.0,18.0,22.0,11.0
1141,4004,121,V,byu,91.0,-450,0.8181818181818182,11,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,4010,121,V,gonzaga,67.0,195,0.3389830508474576,11,L,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,4034,121,V,monmouth,71.0,-500,0.8333333333333334,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1144,4050,122,V,rhode-island,58.0,175,0.36363636363636365,11,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
